vpredstd,opt_clipfrac,opt_pg,retmean,total_secs,n_updates,opt_ent,opt_approxkl,advmean,retstd,ups,advstd,opt_vf,opt_aux,opt_tot,tps,opt_dyn_loss,opt_feat_var,rew_mean,ev,vpredmean,recent_best_ext_ret,rank,epcount,best_ext_ret,eprew_recent,eprew,tcount,eplen
0.066631004,0.0,-0.015491679,0.80582744,84.7994225025177,1,1.7881683,1.6011498e-14,0.68851054,0.19875652,0.011792532707637771,0.20196162,0.26134717,1.7941861,0.24406733,193.20885588193724,0.2918511,0.023145517,0.28928158,-0.03251159191131592,0.11731684,,0,,,,,,
0.11474375,0.0,-0.032270104,1.0022123,154.60003423690796,2,1.7882164,1.0842022e-14,0.25803918,0.18508385,0.01432652200535525,0.1668176,0.049133554,1.6026057,0.015075233,234.72573653574042,0.13872677,0.08592183,0.1332626,0.1876434087753296,0.7441731,14.0,0,128.0,14.0,2.0078125,1.9,28800.0,225.0
