#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567828699.8790364}
r,l,t
0.0,225,130.513306
0.0,225,254.901117
10.0,225,378.352763
3.0,225,501.820161
0.0,225,616.287868
2.0,225,739.548552
0.0,225,862.272304
0.0,225,984.325956
1.0,225,1097.117486
3.0,225,1220.597038
2.0,225,1341.922757
0.0,225,1464.024024
0.0,225,1575.8323
1.0,225,1697.610141
3.0,225,1819.537079
0.0,225,1942.066596
2.0,225,2053.491609
2.0,225,2174.455773
3.0,225,2295.83004
0.0,225,2417.587705
2.0,225,2530.030125
2.0,225,2650.950511
1.0,225,2771.306868
2.0,225,2892.084639
2.0,225,3004.470314
2.0,225,3125.447339
2.0,225,3247.291796
2.0,225,3367.787462
3.0,225,3479.539899
0.0,225,3600.608141
4.0,225,3721.295601
2.0,225,3842.922258
2.0,225,3963.307277
2.0,225,4075.132852
22.0,225,4195.857172
2.0,225,4316.867619
2.0,225,4438.544124
2.0,225,4550.958573
3.0,225,4671.971834
2.0,225,4792.510267
3.0,225,4914.180803
2.0,225,5025.887657
2.0,225,5146.16525
2.0,225,5266.107975
2.0,225,5385.796482
3.0,225,5497.892423
3.0,225,5618.231366
2.0,225,5739.63674
3.0,225,5859.552816
3.0,225,5970.838878
1.0,225,6091.336464
2.0,225,6213.660213
3.0,225,6333.579106
2.0,225,6444.503175
3.0,225,6565.078325
2.0,225,6685.461997
2.0,225,6807.004911
2.0,225,6918.946481
3.0,225,7039.441896
3.0,225,7159.648801
3.0,225,7279.524375
2.0,225,7391.624835
2.0,225,7511.240565
3.0,225,7631.67191
2.0,225,7751.269765
2.0,225,7871.144401
3.0,225,7981.946795
10.0,225,8102.703263
1.0,225,8222.599822
2.0,225,8342.04491
2.0,225,8453.059933
1.0,225,8572.807824
1.0,225,8693.535896
3.0,225,8813.366858
2.0,225,8923.590024
1.0,225,9043.508777
2.0,225,9163.261731
3.0,225,9283.564683
2.0,225,9395.112376
2.0,225,9514.164611
1.0,225,9633.713219
2.0,225,9752.822621
1.0,225,9863.204882
2.0,225,9983.016695
0.0,225,10102.137626
2.0,225,10221.71179
3.0,225,10331.852141
3.0,225,10451.665375
13.0,225,10570.841407
0.0,225,10691.317786
3.0,225,10802.37715
2.0,225,10922.274886
0.0,225,11041.942936
2.0,225,11161.904266
0.0,225,11272.530869
0.0,225,11392.417158
3.0,225,11512.373206
3.0,225,11632.859542
3.0,225,11752.855076
0.0,225,11864.186362
2.0,225,11984.647699
0.0,225,12104.332401
0.0,225,12225.032357
2.0,225,12336.053084
3.0,225,12456.092568
2.0,225,12576.373676
2.0,225,12696.21303
2.0,225,12807.230925
3.0,225,12926.969015
2.0,225,13046.590422
2.0,225,13166.417637
2.0,225,13277.822361
0.0,225,13397.723251
2.0,225,13518.019248
0.0,225,13637.87569
2.0,225,13749.320864
0.0,225,13869.469727
2.0,225,13990.366687
2.0,225,14110.111665
1.0,225,14221.645031
2.0,225,14341.650455
1.0,225,14461.22331
3.0,225,14581.261095
2.0,225,14692.440938
0.0,225,14812.584939
2.0,225,14932.040149
2.0,225,15051.696508
0.0,225,15162.749517
0.0,225,15282.425002
2.0,225,15402.692375
2.0,225,15522.206198
2.0,225,15641.468258
2.0,225,15752.083762
0.0,225,15873.215963
3.0,225,15993.924579
2.0,225,16112.693517
2.0,225,16222.833276
10.0,225,16342.103649
2.0,225,16462.348059
0.0,225,16584.943657
3.0,225,16695.360453
0.0,225,16815.326046
3.0,225,16936.912893
2.0,225,17056.374991
0.0,225,17168.522385
1.0,225,17288.610029
2.0,225,17408.474385
0.0,225,17527.663409
0.0,225,17638.541322
2.0,225,17758.42189
2.0,225,17878.932462
2.0,225,17998.706526
0.0,225,18109.359184
3.0,225,18229.417157
0.0,225,18349.553527
2.0,225,18470.343297
2.0,225,18581.391249
2.0,225,18702.002501
3.0,225,18822.532992
2.0,225,18943.024287
1.0,225,19064.228431
2.0,225,19175.101067
0.0,225,19295.228199
0.0,225,19415.107172
0.0,225,19534.988689
1.0,225,19646.676039
2.0,225,19766.340043
2.0,225,19886.286471
2.0,225,20005.793628
0.0,225,20116.197715
3.0,225,20237.418531
1.0,225,20356.978265
3.0,225,20477.005511
0.0,225,20587.936889
11.0,225,20707.935867
1.0,225,20828.309518
2.0,225,20948.281252
0.0,225,21059.934297
3.0,225,21180.069201
2.0,225,21302.401386
2.0,225,21423.351644
0.0,225,21534.533292
2.0,225,21655.291095
2.0,225,21775.817907
3.0,225,21896.866838
0.0,225,22007.69992
0.0,225,22128.229203
2.0,225,22248.202185
3.0,225,22369.314308
3.0,225,22480.943686
0.0,225,22601.378264
3.0,225,22722.042313
2.0,225,22842.079313
2.0,225,22962.571777
3.0,225,23074.433967
2.0,225,23194.821106
2.0,225,23315.933314
0.0,225,23436.710785
0.0,225,23549.156592
1.0,225,23670.140676
2.0,225,23792.415253
0.0,225,23913.488005
1.0,225,24024.256753
2.0,225,24144.620684
2.0,225,24263.988874
2.0,225,24386.598913
3.0,225,24497.848444
2.0,225,24619.454273
3.0,225,24739.21988
11.0,225,24860.226174
0.0,225,24972.672374
2.0,225,25094.430369
2.0,225,25214.078336
0.0,225,25334.046183
2.0,225,25444.973853
2.0,225,25566.388834
3.0,225,25688.789084
3.0,225,25809.358445
2.0,225,25921.038744
2.0,225,26040.938613
10.0,225,26161.859928
2.0,225,26284.273005
2.0,225,26395.62979
3.0,225,26515.049571
0.0,225,26634.379492
0.0,225,26754.737948
2.0,225,26876.444212
2.0,225,26987.71281
2.0,225,27108.6169
0.0,225,27228.96854
3.0,225,27350.042871
2.0,225,27462.730151
1.0,225,27584.29346
3.0,225,27705.120563
3.0,225,27825.886343
3.0,225,27937.797016
3.0,225,28059.09819
2.0,225,28180.676568
2.0,225,28301.014697
2.0,225,28412.63137
3.0,225,28532.816827
0.0,225,28653.47893
2.0,225,28774.073633
0.0,225,28885.127681
3.0,225,29005.236723
2.0,225,29125.574631
1.0,225,29247.222372
2.0,225,29359.304843
2.0,225,29481.057181
3.0,225,29602.212208
2.0,225,29723.259082
0.0,225,29835.411954
0.0,225,29957.26146
3.0,225,30078.595055
3.0,225,30199.210096
3.0,225,30310.55444
1.0,225,30431.442303
0.0,225,30552.660596
2.0,225,30674.011562
1.0,225,30794.976844
1.0,225,30905.523291
0.0,225,31026.071604
2.0,225,31146.315921
0.0,225,31266.155761
2.0,225,31378.230135
2.0,225,31498.655608
2.0,225,31620.100318
0.0,225,31740.904682
3.0,225,31852.937714
2.0,225,31974.142994
0.0,225,32096.233155
2.0,225,32217.80285
1.0,225,32330.060269
2.0,225,32452.165108
0.0,225,32572.824173
1.0,225,32694.036873
0.0,225,32808.377313
3.0,225,32929.883952
2.0,225,33051.423712
2.0,225,33172.455378
2.0,225,33284.495134
2.0,225,33407.854779
3.0,225,33529.160102
3.0,225,33649.571187
2.0,225,33760.667429
2.0,225,33881.330457
2.0,225,34003.435388
3.0,225,34124.983541
2.0,225,34245.956752
3.0,225,34357.093089
0.0,225,34479.268183
2.0,225,34600.638701
