#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567828698.7454274}
r,l,t
2.0,225,131.429337
1.0,225,255.9654
0.0,225,379.304167
3.0,225,502.681992
2.0,225,617.173985
2.0,225,740.510865
2.0,225,863.133452
3.0,225,985.177499
3.0,225,1098.058271
5.0,225,1221.615353
2.0,225,1342.801039
3.0,225,1464.897834
2.0,225,1576.696064
2.0,225,1698.619664
0.0,225,1820.49969
0.0,225,1942.904581
2.0,225,2054.809369
0.0,225,2175.320073
3.0,225,2296.701258
0.0,225,2418.434273
2.0,225,2530.961452
2.0,225,2651.814999
0.0,225,2772.205817
3.0,225,2892.963925
3.0,225,3005.349473
2.0,225,3126.356046
3.0,225,3248.146686
3.0,225,3368.662325
3.0,225,3480.720253
3.0,225,3601.535385
2.0,225,3722.25843
2.0,225,3843.810945
3.0,225,3964.176841
0.0,225,4075.972243
2.0,225,4196.713232
2.0,225,4317.726224
2.0,225,4439.414374
2.0,225,4551.755506
2.0,225,4672.826239
3.0,225,4793.422061
2.0,225,4914.998083
3.0,225,5026.793161
2.0,225,5147.03604
0.0,225,5267.001352
2.0,225,5386.694112
2.0,225,5498.760009
0.0,225,5619.160966
2.0,225,5740.514518
2.0,225,5860.448609
10.0,225,5971.813573
1.0,225,6092.398549
0.0,225,6214.549454
3.0,225,6334.508705
2.0,225,6445.370566
2.0,225,6565.867667
12.0,225,6686.345206
2.0,225,6807.885745
0.0,225,6919.813801
2.0,225,7040.355485
3.0,225,7161.092082
1.0,225,7280.393896
2.0,225,7392.487481
2.0,225,7512.511937
2.0,225,7632.624206
3.0,225,7752.282671
2.0,225,7872.003792
2.0,225,7982.882618
2.0,225,8103.548266
3.0,225,8223.425291
2.0,225,8343.156031
2.0,225,8453.935893
2.0,225,8574.009304
2.0,225,8694.405359
2.0,225,8814.243525
1.0,225,8924.487543
0.0,225,9044.365943
2.0,225,9164.303865
2.0,225,9284.459573
1.0,225,9396.009954
2.0,225,9515.509068
2.0,225,9634.933168
0.0,225,9753.694988
2.0,225,9864.367568
3.0,225,9983.901143
2.0,225,10103.119235
0.0,225,10222.562998
3.0,225,10332.803157
2.0,225,10452.545126
0.0,225,10571.734495
2.0,225,10692.197514
2.0,225,10803.255234
0.0,225,10923.126771
2.0,225,11042.955543
0.0,225,11162.934346
0.0,225,11273.939578
2.0,225,11393.442847
2.0,225,11513.387208
2.0,225,11633.724795
2.0,225,11753.79322
2.0,225,11865.065018
0.0,225,11985.52127
2.0,225,12105.217808
2.0,225,12225.915166
2.0,225,12336.964517
2.0,225,12457.076302
2.0,225,12577.26041
0.0,225,12697.08491
1.0,225,12808.308218
2.0,225,12927.83197
2.0,225,13047.443031
3.0,225,13167.288387
2.0,225,13278.689605
2.0,225,13399.030616
0.0,225,13518.905082
0.0,225,13639.037263
0.0,225,13750.466386
2.0,225,13870.75706
0.0,225,13991.220113
3.0,225,14111.039254
0.0,225,14222.510303
2.0,225,14342.514147
1.0,225,14462.081241
2.0,225,14582.136511
2.0,225,14693.317105
2.0,225,14813.819899
2.0,225,14933.168646
1.0,225,15052.564024
0.0,225,15163.595054
2.0,225,15283.312607
2.0,225,15403.572309
11.0,225,15523.082934
2.0,225,15642.306374
2.0,225,15752.933029
2.0,225,15874.330251
2.0,225,15994.797893
2.0,225,16113.561239
2.0,225,16223.87547
0.0,225,16343.063149
0.0,225,16463.199851
2.0,225,16586.039016
2.0,225,16696.274016
1.0,225,16816.259023
2.0,225,16937.775952
3.0,225,17057.489782
3.0,225,17169.479468
2.0,225,17289.507902
0.0,225,17409.649626
3.0,225,17528.808219
3.0,225,17639.444286
2.0,225,17759.292649
2.0,225,17879.770746
0.0,225,17999.87243
0.0,225,18110.224394
2.0,225,18230.285813
0.0,225,18350.43787
2.0,225,18471.213266
3.0,225,18582.276344
0.0,225,18702.866623
0.0,225,18823.509051
2.0,225,18943.895585
2.0,225,19065.096975
0.0,225,19175.975345
2.0,225,19295.991988
0.0,225,19416.013205
2.0,225,19535.858186
2.0,225,19647.557463
3.0,225,19767.237983
13.0,225,19887.147709
0.0,225,20006.701838
2.0,225,20117.05305
2.0,225,20238.505038
0.0,225,20357.955252
0.0,225,20477.87735
0.0,225,20588.81396
3.0,225,20708.891474
3.0,225,20829.194501
2.0,225,20949.190442
0.0,225,21060.822419
0.0,225,21181.313082
2.0,225,21303.273065
0.0,225,21424.244295
2.0,225,21535.713135
2.0,225,21656.289597
2.0,225,21776.851875
4.0,225,21897.968469
3.0,225,22008.483365
0.0,225,22129.297035
2.0,225,22249.09249
1.0,225,22370.27627
2.0,225,22481.850934
3.0,225,22602.297241
3.0,225,22723.029898
11.0,225,22843.081583
2.0,225,22963.462769
2.0,225,23075.520659
2.0,225,23195.70749
1.0,225,23316.798276
2.0,225,23437.681571
2.0,225,23550.013096
2.0,225,23671.007113
3.0,225,23793.351364
1.0,225,23914.441112
2.0,225,24025.412476
3.0,225,24145.515138
2.0,225,24265.008951
2.0,225,24387.503814
0.0,225,24499.208543
2.0,225,24620.35121
3.0,225,24740.150725
3.0,225,24861.045605
2.0,225,24973.537659
1.0,225,25095.317499
1.0,225,25214.938883
3.0,225,25334.931332
2.0,225,25446.092198
