opt_feat_var,recent_best_ext_ret,vpredmean,retmean,retstd,n_updates,opt_approxkl,advmean,tps,rew_mean,opt_aux,opt_ent,vpredstd,opt_clipfrac,advstd,opt_tot,opt_vf,opt_dyn_loss,ev,ups,opt_pg,rank,total_secs,eplen,epcount,eprew_recent,eprew,best_ext_ret,tcount
51.902298,,3.4137814,3.4158008,0.15045656,256,4.204741e-13,0.0020194568,242.68110995655817,21.387405,0.095619656,0.91271394,0.14378278,0.0,0.12743226,0.12669367,0.00838449,20.794155,0.28264105319976807,0.014812079465121959,0.11922188,0,17251.88790488243,225.0,18560.0,1.7734375,1.83,22.0,4176000.0
54.15693,14.0,3.396815,3.4098155,0.14623441,257,4.9843284e-13,0.013000288,245.11511579501732,22.219227,0.12274474,0.9211661,0.14771219,0.0,0.13465253,-0.05215065,0.008744301,22.50311,0.1521289348602295,0.014960639391785725,-0.059973784,0,17318.729967832565,225.0,18688.0,2.140625,2.01,22.0,4204800.0
53.503166,,3.4285219,3.4096394,0.14324349,258,4.1388998e-13,-0.018882409,245.20902969716272,20.785975,0.08780469,0.9191993,0.14542477,0.0,0.121873155,0.05132693,0.007394245,20.602358,0.2761204242706299,0.014966371441477217,0.044851884,0,17385.54643058777,225.0,18688.0,2.140625,2.01,22.0,4204800.0
54.45824,21.0,3.4515948,3.4504082,0.14692234,259,4.9132833e-13,-0.0011863951,244.28955568595808,21.645855,0.08428541,0.91977394,0.14682226,0.0,0.13423057,-0.054053273,0.009922061,22.19146,0.16530615091323853,0.014910251201535527,-0.06305556,0,17452.61438179016,225.0,18816.0,1.6484375,1.55,22.0,4233600.0
54.721718,,3.3918629,3.3957944,0.13701935,260,4.6381876e-13,0.0039312267,248.60879217331888,21.62706,0.081285395,0.89984846,0.1436872,0.0,0.123345785,0.031545732,0.0071025724,21.831652,0.18962734937667847,0.015173876475422295,0.025343008,0,17518.517119407654,225.0,18816.0,1.6484375,1.55,22.0,4233600.0
52.30665,12.0,3.4039607,3.4091434,0.14796412,261,4.2852476e-13,0.0051827156,243.28230121093202,21.86104,0.1081186,0.8952289,0.1406649,0.0,0.13412136,0.17532656,0.008679188,20.885086,0.17835718393325806,0.0148487732672688,0.1675426,0,17585.862750053406,225.0,18944.0,1.59375,1.63,22.0,4262400.0
53.984962,20.0,3.4058037,3.423706,0.14098895,262,4.6904375e-13,0.017902238,246.11319759731379,22.167042,0.10930859,0.8900576,0.14133437,0.0,0.13355868,-0.13154988,0.010745707,23.569351,0.10262459516525269,0.015021557470539171,-0.14140552,0,17652.43374323845,225.0,19072.0,1.796875,1.79,22.0,4291200.0
52.451138,,3.4235797,3.4198575,0.1300809,263,5.216166e-13,-0.0037219212,243.77758297574374,21.386456,0.08322631,0.8773764,0.1360605,0.0,0.124447815,0.022511896,0.0070932806,21.369299,0.08473366498947144,0.01487900286717186,0.016295992,0,17719.64254808426,225.0,19072.0,1.796875,1.79,22.0,4291200.0
53.294777,13.0,3.374185,3.3815808,0.1338746,264,4.0504156e-13,0.0073958063,241.27747966198285,21.649563,0.08312766,0.8882876,0.13410653,0.0,0.13167548,0.049304087,0.007985689,21.534233,0.03258347511291504,0.01472640867077532,0.042206686,0,17787.547766685486,225.0,19200.0,1.859375,1.62,22.0,4320000.0
52.479176,,3.39452,3.3878908,0.13110729,265,4.6792415e-13,-0.0066292663,246.05294956572183,21.091797,0.07928756,0.9047517,0.13400196,0.0,0.121380866,-0.083499834,0.007979346,21.525118,0.14286983013153076,0.015017880222517202,-0.09057443,0,17854.135060310364,225.0,19200.0,1.859375,1.62,22.0,4320000.0
53.180016,12.0,3.3814592,3.390099,0.13625893,266,4.368837e-13,0.008640042,244.2961037503591,21.817215,0.123347476,0.9173224,0.14025614,0.0,0.12954803,-0.057119243,0.008411549,21.876024,0.09607654809951782,0.014910650863669378,-0.06461347,0,17921.20121383667,225.0,19328.0,1.7578125,1.76,22.0,4348800.0
50.84983,,3.417965,3.4017305,0.13235137,267,4.65664e-13,-0.016234621,246.4993648629346,20.83672,0.07930805,0.9005062,0.13634335,0.0,0.11776331,0.05915607,0.0069876043,20.664942,0.20829540491104126,0.015045127249934974,0.053068973,0,17987.66791653633,225.0,19328.0,1.7578125,1.76,22.0,4348800.0
52.569305,12.0,3.4023516,3.391769,0.14662142,268,4.4976796e-13,-0.010582473,242.14910125193975,21.169815,0.119687915,0.90018326,0.14235345,0.0,0.12916394,-0.006423711,0.008140068,20.928104,0.22395366430282593,0.014779608230709214,-0.013663596,0,18055.32870864868,225.0,19456.0,1.703125,1.55,22.0,4377600.0
54.58227,13.0,3.3792439,3.3828564,0.13052969,269,4.6593556e-13,0.0036125216,247.66701530365313,21.787039,0.091329254,0.9028753,0.13797313,0.0,0.12840405,0.10882024,0.008529032,21.372225,0.03230416774749756,0.01511639497702961,0.10119408,0,18121.48204755783,225.0,19584.0,1.7578125,1.81,22.0,4406400.0
51.445457,,3.326327,3.3409042,0.15143645,270,4.3698313e-13,0.014577171,243.27704497109897,21.271946,0.10289751,0.9333935,0.14548013,0.0,0.12946934,0.008417669,0.00888207,21.183596,0.2690746784210205,0.014848452451849303,0.00046899263,0,18188.82913327217,225.0,19584.0,1.7578125,1.81,22.0,4406400.0
54.284904,13.0,3.363479,3.3855827,0.14771049,271,4.3023823e-13,0.022103768,243.95217812205937,22.101065,0.10911955,0.8634239,0.14291534,0.0,0.1350937,0.026681766,0.009611664,22.183447,0.16353541612625122,0.014889659309207725,0.017933525,0,18255.989837169647,225.0,19712.0,2.125,1.92,22.0,4435200.0
53.28348,,3.3578436,3.360921,0.14475355,272,4.3559915e-13,0.0030774097,244.55142338873316,21.122143,0.071840696,0.9097226,0.14402837,0.0,0.120019265,0.083182976,0.006418318,20.780367,0.31254613399505615,0.014926234337691233,0.07767438,0,18322.985971450806,225.0,19712.0,2.125,1.92,22.0,4435200.0
55.113037,11.0,3.3243384,3.3457625,0.1429265,273,4.2255327e-13,0.021423938,241.11355570415526,21.878391,0.101366445,0.89238477,0.14123555,0.0,0.13475183,0.07276666,0.00898728,21.715841,0.11111855506896973,0.014716403546396195,0.06467177,0,18390.937356233597,225.0,19840.0,1.6640625,1.71,22.0,4464000.0
53.63088,,3.3716266,3.3840768,0.12671414,274,4.3214968e-13,0.012450382,245.57386452098467,21.603718,0.065107875,0.8742677,0.13286391,0.0,0.1229014,0.040411577,0.007698317,21.341852,0.05927318334579468,0.01498863919195463,0.033587527,0,18457.65455365181,225.0,19840.0,1.6640625,1.71,22.0,4464000.0
53.1651,12.0,3.369076,3.3870502,0.13946752,275,4.4132132e-13,0.017974323,242.59023450587904,22.037146,0.10671248,0.8738035,0.13657232,0.0,0.13263552,0.010723077,0.008453201,21.739788,0.09557300806045532,0.014806532867790469,0.0031436794,0,18525.192309379578,225.0,19968.0,1.8828125,2.1,22.0,4492800.0
53.32231,13.0,3.3438993,3.3633118,0.120530725,276,5.002152e-13,0.019412652,246.2669716926611,22.12799,0.09792465,0.8540449,0.13063301,0.0,0.123431355,0.032184515,0.008015178,21.741293,-0.04871010780334473,0.015030943096475896,0.025023382,0,18591.721734285355,225.0,20096.0,1.75,1.69,22.0,4521600.0
53.704643,,3.3709621,3.365742,0.13544999,277,4.3890933e-13,-0.00522036,242.41424248138406,20.636341,0.07020153,0.8889715,0.13807775,0.0,0.121277176,-0.030447995,0.0072028055,20.970522,0.19832152128219604,0.014795791167076664,-0.03676183,0,18659.308522224426,225.0,20096.0,1.75,1.69,22.0,4521600.0
52.641518,13.0,3.3300502,3.3434196,0.14415638,278,4.5303531e-13,0.0133693125,241.97346218945543,21.395641,0.10250169,0.8876622,0.14204977,0.0,0.1327469,-0.09124879,0.009878035,21.879068,0.1520289182662964,0.01476888807308688,-0.10023916,0,18727.018426656723,225.0,20224.0,2.203125,2.32,22.0,4550400.0
52.67652,,3.3733344,3.3713956,0.13669379,279,4.5730276e-13,-0.0019389524,244.88800935539186,20.98132,0.08210182,0.8992261,0.13953738,0.0,0.12217721,-0.03219881,0.0076028025,21.736038,0.20111757516860962,0.014946777914757804,-0.038902387,0,18793.922478199005,225.0,20224.0,2.203125,2.32,22.0,4550400.0
51.643417,12.0,3.435096,3.4353247,0.14531372,280,4.811538e-13,0.00022886496,242.39052668247086,21.678837,0.09745908,0.87317365,0.14287123,0.0,0.13450642,0.046379894,0.009043187,21.423542,0.1432132124900818,0.014794343669584403,0.03820988,0,18861.515878915787,225.0,20352.0,2.0546875,1.99,22.0,4579200.0
49.722393,,3.416408,3.40877,0.1460666,281,4.3020806e-13,-0.0076379837,244.96743331018305,20.95853,0.07512286,0.8925878,0.1392693,0.0,0.12304989,0.22700614,0.0077209854,19.267204,0.2903231978416443,0.014951625568248477,0.22017774,0,18928.398238658905,225.0,20352.0,2.0546875,1.99,22.0,4579200.0
54.618336,13.0,3.4202814,3.4310288,0.14755209,282,4.2770862e-13,0.010747439,238.38374925884793,21.810204,0.104324356,0.8866579,0.14652874,0.0,0.14008993,0.008934873,0.00880183,21.751198,0.09858846664428711,0.014549789383474605,0.0010197007,0,18997.127755880356,225.0,20480.0,1.8125,1.88,22.0,4608000.0
52.912666,,3.447949,3.4552007,0.12747997,283,4.578573e-13,0.007251711,246.49330734009573,21.843344,0.09361513,0.90043074,0.13407473,0.0,0.12418522,0.017826535,0.008292913,21.395319,0.05102258920669556,0.015044757528082014,0.010434052,0,19063.596091985703,225.0,20480.0,1.8125,1.88,22.0,4608000.0
53.126106,10.0,3.3651528,3.3758743,0.132543,284,5.2893746e-13,0.010721394,241.84757616416042,21.823198,0.10900989,0.8680201,0.13329566,0.0,0.124954805,0.05989953,0.008833932,21.729937,0.11122387647628784,0.014761204599863307,0.05193362,0,19131.341240644455,225.0,20608.0,1.7421875,1.77,22.0,4636800.0
54.8693,13.0,3.3964639,3.4064965,0.12043728,285,4.5065197e-13,0.010032571,246.0188903062331,21.863241,0.09839465,0.8803878,0.12564726,0.0,0.12502274,-0.00504786,0.007759227,22.20694,-0.07759666442871094,0.015015801410292547,-0.011926699,0,19197.937752723694,225.0,20736.0,2.234375,2.35,22.0,4665600.0
50.3311,,3.367003,3.3560371,0.1379912,286,4.923003e-13,-0.010965887,244.43540879593715,20.420177,0.07931005,0.8893037,0.13859431,0.0,0.11915262,0.1310833,0.0076510655,19.954725,0.2544025182723999,0.014919153368892648,0.124321535,0,19264.965684890747,225.0,20736.0,2.234375,2.35,22.0,4665600.0
53.971542,14.0,3.3546648,3.3821445,0.13809983,287,4.2065765e-13,0.027479604,243.1134108003559,22.054344,0.0980138,0.8581851,0.13705403,0.0,0.1297844,0.055697694,0.007245605,21.813618,0.11680084466934204,0.01483846501467016,0.049310274,0,19332.358100414276,225.0,20864.0,1.6796875,1.75,22.0,4694400.0
57.451225,,3.3835726,3.3979237,0.13117862,288,4.2160128e-13,0.014351092,246.15787679878542,21.643452,0.042560954,0.88104826,0.13138919,0.0,0.116877705,-0.0137915425,0.006811548,21.584492,0.20615220069885254,0.015024284472582118,-0.019722043,0,19398.91701054573,225.0,20864.0,1.6796875,1.75,22.0,4694400.0
54.08585,4.0,3.355021,3.391162,0.14371417,289,4.523129e-13,0.03614089,243.86653078882222,22.52504,0.09918385,0.84975195,0.14087489,0.0,0.13481645,-0.10501513,0.010569405,23.236433,0.1199919581413269,0.0148844318108412,-0.11473478,0,19466.101301670074,225.0,20992.0,1.609375,1.64,22.0,4723200.0
54.545734,,3.4419746,3.4487557,0.13085851,290,4.6583267e-13,0.0067807604,246.48989983803784,21.817074,0.08697778,0.90746653,0.13344318,0.0,0.12271326,0.09559083,0.007247892,21.310806,0.12061512470245361,0.01504454955066149,0.0892504,0,19532.570556640625,225.0,20992.0,1.609375,1.64,22.0,4723200.0
52.993736,11.0,3.476159,3.4863892,0.14451838,291,4.4797485e-13,0.0102300085,240.24099353272405,22.485943,0.16096509,0.8833687,0.1425223,0.0,0.13137516,0.012765259,0.0084846625,22.33406,0.17361891269683838,0.014663146577925052,0.0051639643,0,19600.76874279976,225.0,21120.0,1.5625,1.55,22.0,4752000.0
54.951572,10.0,3.558158,3.555863,0.14176476,292,4.065483e-13,-0.0022950158,244.59560258676626,22.196503,0.094236724,0.8643714,0.1426212,0.0,0.1349426,0.12709093,0.008548176,21.551891,0.09393030405044556,0.014928930821946183,0.11940713,0,19667.752776145935,225.0,21248.0,1.625,1.73,22.0,4780800.0
54.427376,,3.5613616,3.5475097,0.14220153,293,4.8214823e-13,-0.013852004,244.85738646827537,21.375622,0.079398416,0.89169616,0.14306845,0.0,0.12708975,0.024301164,0.007169636,21.3149,0.20124691724777222,0.014944908842057823,0.018023225,0,19734.66519498825,225.0,21248.0,1.625,1.73,22.0,4780800.0
53.786907,12.0,3.57213,3.5484912,0.14421277,294,4.727416e-13,-0.023638632,245.31596262240149,21.538979,0.095314614,0.86905754,0.14896277,0.0,0.13530554,0.1333561,0.010325894,20.917677,0.11971437931060791,0.014972898109277434,0.12389926,0,19801.45253252983,225.0,21376.0,1.8828125,1.95,22.0,4809600.0
56.509663,,3.5652173,3.5310721,0.1436776,295,4.904744e-13,-0.034145094,245.93190032987013,20.729475,0.060367096,0.89395416,0.14479086,0.0,0.12522338,0.043892138,0.008053414,20.631006,0.2403864860534668,0.01501049196349305,0.036732677,0,19868.072600841522,225.0,21376.0,1.8828125,1.95,22.0,4809600.0
57.362457,13.0,3.5430999,3.5491805,0.15765761,296,4.654208e-13,0.006080619,243.81059538951078,22.487968,0.084763624,0.8646697,0.14839117,0.0,0.13999315,0.038796466,0.009633567,22.805414,0.2115325927734375,0.01488101778500432,0.030027568,0,19935.272305488586,225.0,21504.0,1.953125,1.93,22.0,4838400.0
54.84185,,3.5755029,3.564549,0.13930734,297,4.5384795e-13,-0.010953851,247.255231004528,21.666368,0.122927494,0.9300899,0.14454488,0.0,0.1252319,0.032127082,0.008691254,21.492336,0.19186878204345703,0.015091261657991212,0.024365919,0,20001.53581762314,225.0,21504.0,1.953125,1.93,22.0,4838400.0
52.947376,12.0,3.5689971,3.563126,0.1585099,298,4.616935e-13,-0.0058710184,244.74364583922983,22.18663,0.12302261,0.87062454,0.14786398,0.0,0.13879202,-0.058345985,0.009691443,22.749743,0.23331642150878906,0.014937966664992055,-0.067166805,0,20068.47933292389,225.0,21632.0,1.9921875,1.94,22.0,4867200.0
56.079967,12.0,3.5171704,3.5141158,0.13096823,299,4.9340355e-13,-0.0030545476,244.2962791807853,22.002842,0.09913633,0.8729267,0.14085291,0.0,0.12844394,0.12529372,0.008572142,21.296219,0.038176655769348145,0.014910661571092852,0.117594495,0,20135.545438289642,225.0,21760.0,1.71875,1.65,22.0,4896000.0
53.603294,,3.51155,3.4904993,0.14295317,300,5.027504e-13,-0.021050813,240.22727328691323,20.856472,0.09918738,0.8799167,0.14104842,0.0,0.121997654,-0.04023452,0.0073091877,21.074087,0.27169156074523926,0.0146623091605782,-0.04666379,0,20203.747519493103,225.0,21760.0,1.71875,1.65,22.0,4896000.0
54.51951,10.0,3.4859319,3.4914255,0.137151,301,4.821648e-13,0.0054939273,243.7371247144584,21.87688,0.10760056,0.822778,0.13679537,0.0,0.13001856,0.06298178,0.008097826,21.753323,0.10130423307418823,0.014876533490872704,0.055706732,0,20270.967480421066,225.0,21888.0,1.796875,1.8,22.0,4924800.0
56.64528,,3.4576397,3.4627964,0.13632798,302,4.0953238e-13,0.005156631,246.20356897361847,21.60559,0.040192947,0.84070945,0.13453914,0.0,0.12096468,0.023197591,0.0073115854,21.422783,0.21268737316131592,0.015027073301612456,0.016726714,0,20337.514038085938,225.0,21888.0,1.796875,1.8,22.0,4924800.0
57.381218,11.0,3.4922752,3.5125175,0.14078753,303,4.73379e-13,0.02024221,243.86431448044607,22.606842,0.08316577,0.8685327,0.13865535,0.0,0.13373664,-0.028515175,0.008649756,22.562937,0.0976552963256836,0.014884296538113163,-0.036296397,0,20404.698939800262,225.0,22016.0,1.6875,1.66,22.0,4953600.0
58.859917,,3.4966483,3.509365,0.1306962,304,5.093661e-13,0.01271653,246.5696772480608,22.308544,0.049128253,0.8524692,0.13453089,0.0,0.122348286,-0.107256696,0.007916448,22.731071,0.12366580963134766,0.015049418777347461,-0.11432068,0,20471.146688699722,225.0,22016.0,1.6875,1.66,22.0,4953600.0
58.061626,12.0,3.495713,3.5162957,0.16258924,305,4.5265462e-13,0.020582626,243.67181304130693,22.730776,0.080622554,0.84780204,0.15162654,0.0,0.13580987,-0.051480602,0.00980179,23.092123,0.30228328704833984,0.014872547182696956,-0.06043459,0,20538.38466668129,225.0,22144.0,1.65625,1.65,22.0,4982400.0
58.31098,13.0,3.4855003,3.4992945,0.14739703,306,4.7295414e-13,0.013794096,245.36025819436577,22.37178,0.10878981,0.8851357,0.14387946,0.0,0.13288642,-0.009279619,0.010926482,22.996883,0.18719971179962158,0.014975601696433458,-0.019320965,0,20605.159946918488,225.0,22272.0,1.8671875,1.97,22.0,5011200.0
55.37271,,3.481384,3.4906776,0.15198451,307,4.998154e-13,0.009293581,244.68181428588642,21.843702,0.07794292,0.9007732,0.14638263,0.0,0.1235863,0.06781243,0.008226078,21.603985,0.3387860655784607,0.01493419276647256,0.06048712,0,20672.1203789711,225.0,22272.0,1.8671875,1.97,22.0,5011200.0
56.78117,11.0,3.544063,3.553895,0.14140293,308,5.573698e-13,0.0098316055,242.87312505034788,22.519714,0.09025498,0.8433449,0.14542203,0.0,0.13523272,-0.07606615,0.010259849,22.82898,0.08536732196807861,0.014823799136373772,-0.08548266,0,20739.57946896553,225.0,22400.0,1.734375,1.81,22.0,5040000.0
58.7424,,3.566372,3.5724094,0.13001555,309,4.734128e-13,0.0060375375,244.64447637979467,22.305473,0.03418829,0.84749365,0.13388388,0.0,0.12461234,0.078661166,0.008006193,22.160467,0.08138924837112427,0.014931913841540202,0.07150247,0,20806.550120592117,225.0,22400.0,1.734375,1.81,22.0,5040000.0
57.976494,12.0,3.55155,3.5719643,0.1471359,310,4.994594e-13,0.020414416,243.35875896683547,22.877563,0.0814024,0.8342235,0.1451538,0.0,0.1361504,0.12852716,0.008562185,22.689812,0.14375001192092896,0.014853439878346891,0.12079921,0,20873.874592781067,225.0,22528.0,1.7109375,1.59,22.0,5068800.0
59.12172,,3.623535,3.6114922,0.13566394,311,4.9797796e-13,-0.012042871,245.93196017914676,21.889254,0.047704756,0.8228855,0.14065537,0.0,0.12550691,-0.05332012,0.008628327,22.197332,0.1441327929496765,0.015010495616403,-0.06112556,0,20940.494644880295,225.0,22528.0,1.7109375,1.59,22.0,5068800.0
54.35108,12.0,3.628993,3.6213682,0.14974113,312,4.8531925e-13,-0.007624896,242.24837966256067,22.333342,0.08572479,0.8295374,0.15237115,0.0,0.13938506,-0.022568068,0.010346537,22.292927,0.13353651762008667,0.014785667704013713,-0.03208507,0,21008.12770819664,225.0,22656.0,1.8828125,1.9,22.0,5097600.0
56.926956,4.0,3.6416116,3.6325185,0.13078058,313,5.345465e-13,-0.00909298,243.21402654001963,22.444012,0.07131179,0.8752202,0.13987608,0.0,0.13391535,0.026404079,0.008622937,22.178848,-0.04851400852203369,0.014844606112061745,0.018656362,0,21075.492244005203,225.0,22784.0,1.6953125,1.77,22.0,5126400.0
56.11554,,3.638782,3.6193595,0.15584189,314,5.608545e-13,-0.019422565,243.4804632846328,21.568184,0.08663068,0.87777615,0.15251397,0.0,0.12710279,-0.055027932,0.00855135,22.077095,0.33481597900390625,0.014860868120399951,-0.06270151,0,21142.78306388855,225.0,22784.0,1.6953125,1.77,22.0,5126400.0
54.08762,13.0,3.5850039,3.5820975,0.14915828,315,5.0448876e-13,-0.0029064538,242.66161855091295,22.104485,0.09066081,0.850864,0.15067253,0.0,0.13495795,0.010361953,0.009280598,21.595102,0.18134242296218872,0.01481088980413287,0.0019322187,0,21210.300951957703,225.0,22912.0,1.65625,1.59,22.0,5155200.0
53.507904,,3.5243819,3.4966104,0.1259588,316,5.274739e-13,-0.027771287,239.8479598627438,20.603867,0.09051583,0.87515944,0.13843894,0.0,0.1191429,0.11321007,0.0077132788,20.118675,0.10529619455337524,0.014639157706466297,0.10637195,0,21278.610893011093,225.0,22912.0,1.65625,1.59,22.0,5155200.0
54.320213,4.0,3.459417,3.452737,0.13489953,317,5.543158e-13,-0.006680208,242.24036372427867,21.326427,0.11304082,0.86616683,0.13450305,0.0,0.12757315,-0.15468843,0.009017263,22.13141,0.10567015409469604,0.01478517844996818,-0.16283953,0,21346.24619436264,225.0,23040.0,1.78125,1.81,22.0,5184000.0
54.140465,,3.4582942,3.4414854,0.1260985,318,4.989549e-13,-0.01680893,243.00169584437805,20.648506,0.072571725,0.881838,0.13517,0.0,0.118223466,0.07067475,0.006748505,19.97452,0.1210026741027832,0.01483164647487659,0.06480808,0,21413.669592142105,225.0,23040.0,1.78125,1.81,22.0,5184000.0
53.898,13.0,3.4173837,3.4233265,0.1360287,319,4.6439426e-13,0.0059426753,241.9323629133621,21.427723,0.10146068,0.876116,0.138875,0.0,0.13103397,-0.03360971,0.00818073,21.555891,0.07208818197250366,0.014766379572348762,-0.040914323,0,21481.39099907875,225.0,23168.0,1.7421875,1.81,22.0,5212800.0
55.285732,12.0,3.5043263,3.4919136,0.1189462,320,4.899697e-13,-0.012412846,244.9738466004656,21.407652,0.06964741,0.8803425,0.12548545,0.0,0.12643869,0.07249057,0.00826743,20.730295,-0.12994909286499023,0.01495201700442295,0.065103486,0,21548.271607875824,225.0,23296.0,2.0,1.91,22.0,5241600.0
49.7466,,3.4308016,3.4148417,0.12773885,321,5.48154e-13,-0.015960146,241.93361838766393,20.29913,0.05733599,0.8488648,0.13257076,0.0,0.11395109,-0.061747827,0.006701835,20.31943,0.20422369241714478,0.01476645620041894,-0.067600794,0,21615.992663383484,225.0,23296.0,2.0,1.91,22.0,5241600.0
53.490326,11.0,3.395431,3.3896616,0.13541146,322,4.946108e-13,-0.005769656,243.52124024412623,20.974632,0.07984565,0.83371115,0.13652353,0.0,0.12696004,-0.090127386,0.008832554,21.373354,0.12093031406402588,0.014863356948494033,-0.098126225,0,21683.272215604782,225.0,23424.0,1.6953125,1.7,22.0,5270400.0
51.585575,,3.346631,3.3475637,0.13699195,323,4.740466e-13,0.00093235506,244.4912676870206,20.430769,0.0836994,0.8615065,0.13321818,0.0,0.11803106,-0.06337687,0.0073003117,20.713182,0.25766050815582275,0.014922562725037879,-0.06981567,0,21750.28483390808,225.0,23424.0,1.6953125,1.7,22.0,5270400.0
52.096943,13.0,3.3139162,3.3324356,0.13275169,324,5.040199e-13,0.018519359,242.2092810425173,21.271034,0.09012969,0.8332292,0.1428108,0.0,0.12801883,0.104295485,0.0076711075,21.135067,0.0700330138206482,0.014783281313630206,0.0974576,0,21817.928814888,225.0,23552.0,1.84375,1.87,22.0,5299200.0
55.40629,,3.3010097,3.3257709,0.123821884,325,4.920314e-13,0.024761016,242.42128475087247,21.231865,0.06682499,0.905963,0.13239452,0.0,0.117823735,8.881185e-05,0.0073105986,21.383951,0.09453690052032471,0.014796220993095244,-0.0063158236,0,21885.513639450073,225.0,23552.0,1.84375,1.87,22.0,5299200.0
53.582676,12.0,3.3182464,3.3413322,0.1251096,326,4.5438932e-13,0.02308589,243.45011807792613,21.50719,0.10687025,0.86974365,0.12824082,0.0,0.12673487,0.055536527,0.008044567,21.16904,-0.02615034580230713,0.014859015995967171,0.048361704,0,21952.812846899033,225.0,23680.0,1.625,1.65,22.0,5328000.0
51.80623,10.0,3.3710542,3.3887634,0.10608387,327,5.0776955e-13,0.017709356,244.75219006796314,21.710348,0.07602509,0.85477936,0.11721145,0.0,0.12073182,-0.0054458086,0.006935243,21.226553,-0.29522383213043213,0.014938488163327828,-0.011526273,0,22019.75402522087,225.0,23808.0,1.828125,1.75,22.0,5356800.0
52.554142,,3.3248296,3.3320472,0.12927136,328,5.36872e-13,0.007217626,241.53208403496618,20.616962,0.07167115,0.85408163,0.1295395,0.0,0.12233166,-0.0900995,0.008043504,21.343412,0.10448437929153442,0.014741948488462291,-0.09728892,0,22087.587663412094,225.0,23808.0,1.828125,1.75,22.0,5356800.0
51.1294,11.0,3.3346295,3.3528976,0.115352094,329,5.000033e-13,0.018268026,244.8092962064954,21.392803,0.11743646,0.8456789,0.12528022,0.0,0.12577151,-0.025827393,0.008809178,21.36492,-0.18881285190582275,0.014941973645415978,-0.033790894,0,22154.513226509094,225.0,23936.0,1.65625,1.68,22.0,5385600.0
56.893116,,3.3678472,3.3834224,0.10819887,330,5.51956e-13,0.015575141,244.93334563712185,21.130772,0.075192235,0.84429044,0.1191313,0.0,0.117091425,-0.05632772,0.0071774386,21.66591,-0.17112886905670166,0.014949545021796988,-0.062660865,0,22221.40489435196,225.0,23936.0,1.65625,1.68,22.0,5385600.0
54.57035,12.0,3.3854423,3.4061847,0.12160232,331,5.161408e-13,0.020742392,243.0424337849154,21.753708,0.07782867,0.83726615,0.124822356,0.0,0.12322463,0.06500107,0.0077141724,21.3652,-0.02686023712158203,0.01483413292144259,0.058124162,0,22288.816990852356,225.0,24064.0,1.90625,1.84,22.0,5414400.0
54.935513,,3.4104862,3.4123738,0.10825467,332,5.5423504e-13,0.0018877904,243.16455579270453,20.81718,0.10387252,0.91537344,0.1190796,0.0,0.11364343,-0.048907675,0.0062251925,21.120464,-0.1020350456237793,0.014841586657269564,-0.05421749,0,22356.1952316761,225.0,24064.0,1.90625,1.84,22.0,5414400.0
52.362267,12.0,3.399753,3.4094272,0.12647843,333,5.160294e-13,0.0096740825,242.97367253786445,21.362782,0.09894633,0.8631466,0.12225511,0.0,0.1277667,0.10107762,0.006479911,20.842205,-0.020474910736083984,0.01482993606798489,0.09546086,0,22423.626405715942,225.0,24192.0,1.7890625,1.87,22.0,5443200.0
55.548206,10.0,3.4333725,3.449104,0.11394958,334,4.5800104e-13,0.01573148,243.29430795887026,21.736134,0.06931122,0.8410717,0.119670786,0.0,0.12098806,-0.04037764,0.0067871907,22.100822,-0.12735199928283691,0.014849506101005265,-0.04632376,0,22490.9687128067,225.0,24320.0,1.640625,1.63,22.0,5472000.0
50.62862,,3.4510324,3.4526653,0.1333305,335,5.1906006e-13,0.0016327207,242.95549383846634,20.725834,0.08869422,0.84179616,0.13190237,0.0,0.12275794,0.13304497,0.008114595,20.363693,0.15230387449264526,0.014828826528226705,0.12577218,0,22558.404932260513,225.0,24320.0,1.640625,1.63,22.0,5472000.0
52.970985,12.0,3.4992945,3.5091267,0.13126051,336,4.705717e-13,0.009832144,242.66524065616855,21.874159,0.07354487,0.84260315,0.133362,0.0,0.13034442,0.068479225,0.007840178,21.68016,0.013909757137298584,0.0148111108798931,0.061481655,0,22625.921812534332,225.0,24448.0,1.96875,1.94,22.0,5500800.0
53.811485,,3.4614449,3.4643312,0.12538879,337,6.2381133e-13,0.0028863046,243.6012954611352,21.19421,0.11030996,0.8956317,0.12979184,0.0,0.121525876,-0.0039033093,0.0061310236,21.382334,0.060665786266326904,0.014868243131172803,-0.0091387015,0,22693.17925453186,225.0,24448.0,1.96875,1.94,22.0,5500800.0
51.757298,3.0,3.4491458,3.4630492,0.13395213,338,5.110285e-13,0.013903404,243.1677162306826,21.66105,0.09458724,0.85398525,0.13721675,0.0,0.13056004,0.019282708,0.009478087,21.940056,0.05000495910644531,0.014841779555095374,0.010658607,0,22760.556619644165,225.0,24576.0,1.5546875,1.55,22.0,5529600.0
52.134666,,3.4575918,3.4583156,0.11107527,339,5.1863646e-13,0.00072395755,245.82332715370802,20.979128,0.06313219,0.8670366,0.12535226,0.0,0.117430806,0.05734752,0.0066735195,20.648731,-0.11771070957183838,0.015003865182721437,0.051541038,0,22827.206112146378,225.0,24576.0,1.5546875,1.55,22.0,5529600.0
