#{"t_start": 1568105719.305269, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
3.0,225,102.538618
1.0,225,198.747678
1.0,225,294.698478
3.0,225,391.128109
0.0,225,478.197658
0.0,225,574.238025
0.0,225,669.882466
0.0,225,765.138423
4.0,225,851.982012
3.0,225,947.039013
0.0,225,1041.484295
3.0,225,1135.89796
0.0,225,1221.433224
0.0,225,1315.508352
12.0,225,1410.170419
3.0,225,1504.154114
0.0,225,1589.613195
2.0,225,1683.897276
2.0,225,1777.954619
2.0,225,1871.552523
2.0,225,1956.767118
3.0,225,2050.559027
2.0,225,2143.948181
2.0,225,2238.036809
3.0,225,2323.1238
3.0,225,2416.920725
3.0,225,2510.6485
3.0,225,2604.123775
2.0,225,2688.798106
2.0,225,2781.766445
0.0,225,2875.474437
2.0,225,2969.25812
2.0,225,3062.777027
2.0,225,3147.858114
0.0,225,3241.524201
2.0,225,3335.483556
2.0,225,3428.930393
3.0,225,3514.278875
1.0,225,3607.785869
2.0,225,3700.126694
0.0,225,3793.535147
3.0,225,3878.063773
2.0,225,3971.452939
0.0,225,4064.768755
11.0,225,4158.22099
0.0,225,4243.416589
3.0,225,4337.364105
0.0,225,4431.452423
2.0,225,4525.468721
0.0,225,4610.849521
2.0,225,4704.560837
2.0,225,4798.504013
12.0,225,4892.532322
2.0,225,4977.763895
2.0,225,5071.589659
1.0,225,5165.599781
2.0,225,5258.905651
0.0,225,5343.876762
2.0,225,5437.832865
1.0,225,5532.042704
3.0,225,5625.446454
2.0,225,5710.528466
3.0,225,5804.303201
2.0,225,5898.227511
2.0,225,5992.027066
0.0,225,6086.263465
12.0,225,6171.764115
0.0,225,6265.701472
3.0,225,6359.803216
3.0,225,6453.962927
2.0,225,6539.560698
2.0,225,6633.383784
2.0,225,6727.183269
2.0,225,6821.011146
12.0,225,6906.613335
1.0,225,7000.752754
0.0,225,7094.762725
2.0,225,7188.789479
3.0,225,7274.019842
2.0,225,7368.431555
3.0,225,7462.701054
3.0,225,7556.885182
2.0,225,7642.484338
2.0,225,7736.82983
2.0,225,7831.125496
2.0,225,7925.436419
12.0,225,8011.218148
2.0,225,8105.357672
2.0,225,8199.975533
2.0,225,8293.651794
0.0,225,8379.077273
2.0,225,8473.195473
3.0,225,8567.392131
0.0,225,8661.079063
1.0,225,8746.063123
2.0,225,8839.96413
3.0,225,8933.552569
2.0,225,9027.824024
3.0,225,9121.686088
3.0,225,9205.948389
2.0,225,9299.231929
2.0,225,9392.946332
0.0,225,9486.723364
0.0,225,9571.896179
1.0,225,9665.833715
2.0,225,9759.868459
2.0,225,9853.242661
0.0,225,9938.534221
2.0,225,10032.489909
3.0,225,10126.509547
2.0,225,10220.339746
0.0,225,10306.388542
2.0,225,10400.027656
2.0,225,10493.799542
2.0,225,10587.823101
0.0,225,10673.023788
3.0,225,10766.460327
2.0,225,10859.845514
12.0,225,10953.252921
2.0,225,11038.65432
0.0,225,11133.140446
2.0,225,11226.689641
3.0,225,11320.225893
2.0,225,11405.013004
2.0,225,11498.031466
0.0,225,11591.469455
3.0,225,11684.911278
2.0,225,11769.554026
0.0,225,11862.414109
0.0,225,11955.157785
2.0,225,12047.782464
0.0,225,12141.148995
0.0,225,12225.422276
3.0,225,12317.898192
2.0,225,12410.342263
2.0,225,12502.901916
2.0,225,12586.311312
2.0,225,12678.783528
0.0,225,12771.157118
2.0,225,12863.734504
2.0,225,12947.723668
0.0,225,13039.987478
3.0,225,13132.440418
2.0,225,13225.605259
3.0,225,13309.755451
2.0,225,13403.849563
2.0,225,13497.518199
2.0,225,13590.870849
2.0,225,13676.133198
3.0,225,13769.809554
2.0,225,13863.550775
0.0,225,13957.756393
2.0,225,14042.730937
2.0,225,14136.48361
2.0,225,14230.27878
2.0,225,14324.623284
2.0,225,14410.243274
2.0,225,14504.117579
2.0,225,14598.346484
3.0,225,14693.185314
0.0,225,14787.168826
4.0,225,14873.028152
2.0,225,14967.589588
2.0,225,15061.688277
3.0,225,15155.778541
0.0,225,15240.613246
2.0,225,15334.224227
0.0,225,15428.070098
1.0,225,15521.199949
3.0,225,15606.305313
0.0,225,15700.348777
2.0,225,15794.304773
0.0,225,15888.275808
2.0,225,15973.415376
3.0,225,16067.592243
0.0,225,16161.604131
3.0,225,16255.397697
2.0,225,16340.030498
2.0,225,16433.828167
0.0,225,16527.582978
3.0,225,16622.86639
0.0,225,16709.876708
0.0,225,16804.104728
2.0,225,16898.180043
3.0,225,16992.358955
0.0,225,17077.423889
0.0,225,17171.902498
0.0,225,17266.331457
2.0,225,17360.125765
3.0,225,17445.515532
3.0,225,17539.384955
3.0,225,17633.196627
0.0,225,17727.63905
1.0,225,17821.160414
0.0,225,17906.45839
0.0,225,18000.012743
0.0,225,18094.002879
0.0,225,18187.885345
1.0,225,18273.141256
0.0,225,18367.306805
2.0,225,18461.360181
2.0,225,18555.673607
0.0,225,18641.409755
0.0,225,18735.718493
1.0,225,18830.531598
