opt_feat_var,ev,advstd,rew_mean,rank,opt_approxkl,retmean,retstd,total_secs,opt_vf,opt_tot,ups,opt_ent,opt_aux,opt_dyn_loss,opt_clipfrac,n_updates,opt_pg,vpredmean,tps,advmean,recent_best_ext_ret,vpredstd,epcount,best_ext_ret,eprew_recent,tcount,eplen,eprew
19.941574,0.41418421268463135,0.19572598,8.64392,0,1.2076887e-13,3.3745089,0.2557219,2124.8054478168488,0.018382559,-0.047008134,0.019332172728067303,1.2922387,0.39334264,9.017427,0.0,40,-0.064098455,3.3881285,316.7383179766547,-0.013619849,,0.21965082,2816.0,22.0,2.21875,633600.0,225.0,2.4
18.88758,0.2834399342536926,0.2009441,9.028551,0,1.2789742e-13,3.365873,0.23738264,2177.313048839569,0.019307723,-0.0021275785,0.019044861706161254,1.2793248,0.42208904,9.226856,0.0,41,-0.020155977,3.3908565,312.031014193746,-0.024983315,13.0,0.22079302,2944.0,22.0,2.21875,662400.0,225.0,2.15
19.612175,0.2918637990951538,0.17834312,9.5868635,0,1.308333e-13,3.4528131,0.2119327,2229.458359003067,0.016220616,0.15926325,0.01917718001608526,1.272248,0.35280234,9.076898,0.0,42,0.14431489,3.4608202,314.1989173835409,-0.0080071585,,0.1871101,2944.0,22.0,2.21875,662400.0,225.0,2.15
20.34731,0.2778741121292114,0.18384942,9.413014,0,1.3603205e-13,3.3421693,0.21634948,2281.6367135047913,0.015299865,0.014383153,0.01916503518651503,1.2555752,0.35678625,9.5986185,0.0,43,0.00033886358,3.3697286,313.99993649586224,-0.027559154,20.0,0.18594661,3072.0,22.0,2.21875,691200.0,225.0,2.28
21.689867,0.3292808532714844,0.18658403,10.011343,0,1.2899774e-13,3.329185,0.22782643,2333.6041197776794,0.019289982,0.011777133,0.019242830684080305,1.2373703,0.42618024,10.488747,0.0,44,-0.0062754788,3.348591,315.2745379279717,-0.019405805,12.0,0.19491212,3200.0,22.0,1.96875,720000.0,225.0,2.02
20.948805,0.4457195997238159,0.17491047,9.909136,0,1.4744622e-13,3.3356676,0.23493679,2385.930456161499,0.01644887,0.09253502,0.019110835367201845,1.2708143,0.35393387,9.679065,0.0,45,0.077356964,3.3355498,313.111926656235,0.00011796923,,0.19604042,3200.0,22.0,1.96875,720000.0,225.0,2.02
22.56036,0.34330594539642334,0.17968988,10.212555,0,1.2831296e-13,3.2761397,0.221739,2438.164212703705,0.015393969,-0.0821846,0.01914470767944829,1.233357,0.36392832,10.805744,0.0,46,-0.09634521,3.2985039,313.6668906200808,-0.022364212,12.0,0.20297895,3328.0,22.0,2.4921875,748800.0,225.0,2.52
22.311695,0.3416295647621155,0.15675873,10.49,0,1.1919343e-13,3.271377,0.19319531,2490.2425928115845,0.013902828,0.096497014,0.0192018261306998,1.2645866,0.34839725,10.046812,0.0,47,0.08385877,3.2656145,314.6027193253855,0.00576268,,0.17385855,3328.0,22.0,2.4921875,748800.0,225.0,2.52
21.793165,0.22090667486190796,0.16778585,10.540807,0,1.3035589e-13,3.28008,0.19009058,2542.2374732494354,0.016391499,0.07725589,0.019232662746388882,1.1861349,0.30735555,10.1149235,0.0,48,0.06205053,3.3100116,315.10794643683545,-0.029931491,13.0,0.17808868,3456.0,22.0,1.9375,777600.0,225.0,1.9
24.492609,0.3166719079017639,0.16689263,11.375793,0,1.3403353e-13,3.355724,0.2018936,2594.1661279201508,0.013732072,0.021482041,0.01925719058853147,1.1951813,0.28249037,11.137434,0.0,49,0.00894515,3.3526552,315.5098106024996,0.0030689938,,0.1697219,3456.0,22.0,1.9375,777600.0,225.0,1.9
24.173159,0.22216194868087769,0.16960807,11.177417,0,1.3554393e-13,3.3236022,0.19231004,2646.2986283302307,0.015822351,0.10044647,0.019181892142787905,1.1637324,0.33451635,10.880102,0.0,50,0.085787855,3.343107,314.27612086743704,-0.0195047,13.0,0.16630372,3584.0,22.0,2.09375,806400.0,225.0,1.93
25.723875,0.2574472427368164,0.16202849,11.4415655,0,1.3788857e-13,3.283463,0.18803024,2698.0226905345917,0.012591423,0.06444801,0.01933336163832252,1.1866703,0.31880707,11.364246,0.0,51,0.053043254,3.3004556,316.75779708227617,-0.016992575,13.0,0.16072838,3712.0,22.0,1.890625,835200.0,225.0,1.99
25.055262,0.35857266187667847,0.15832749,11.328136,0,1.489866e-13,3.2669027,0.19768904,2750.0169003009796,0.014066337,-0.046809338,0.01923291082782179,1.163711,0.33533564,11.758333,0.0,52,-0.059711967,3.276289,315.1120110030322,-0.009386099,,0.15509237,3712.0,22.0,1.890625,835200.0,225.0,1.99
26.176645,0.33310455083847046,0.17697033,11.90286,0,1.5279954e-13,3.2500305,0.21670632,2801.8862714767456,0.015510031,-0.08350087,0.019279200370703787,1.1638114,0.3010022,11.940134,0.0,53,-0.09784709,3.271556,315.87041887361084,-0.021525517,12.0,0.20390524,3840.0,22.0,1.8984375,864000.0,225.0,1.81
27.712925,0.4184364080429077,0.15255475,11.704317,0,1.488939e-13,3.1998653,0.20004474,2853.9720900058746,0.012364641,0.199411,0.01919908390113423,1.2147661,0.26724613,10.920722,0.0,54,0.18826114,3.204176,314.5577906361832,-0.004310646,,0.16711137,3840.0,22.0,1.8984375,864000.0,225.0,1.81
29.557667,0.2921517491340637,0.16184795,12.25521,0,1.483684e-13,3.2028837,0.1923699,2905.9683067798615,0.012282074,-0.078752704,0.01923216845461514,1.1161668,0.2608462,12.619488,0.0,55,-0.08991861,3.2037816,315.0998479604145,-0.00089789985,21.0,0.17001729,3968.0,22.0,2.3125,892800.0,225.0,2.26
26.947983,0.316162109375,0.15660533,12.717646,0,1.42248e-13,3.2000208,0.1893782,2957.99529337883,0.011331631,0.20410067,0.019220794156466218,1.1352695,0.23393346,11.808823,0.0,56,0.19390431,3.182106,314.9134914595425,0.017914932,,0.16748808,3968.0,22.0,2.3125,892800.0,225.0,2.26
28.711988,0.1829901933670044,0.16000327,13.112221,0,1.5368474e-13,3.151853,0.17701711,3010.3517305850983,0.012664718,0.09423245,0.01909984814398861,1.1304383,0.29899696,12.816443,0.0,57,0.08269817,3.1285682,312.93191199110936,0.023285024,12.0,0.15815589,4096.0,22.0,2.1171875,921600.0,225.0,2.1
31.53186,0.3574860692024231,0.14986873,13.086617,0,1.4690419e-13,3.2348595,0.18696906,3061.8981976509094,0.010025501,0.037653737,0.019399971655152726,1.1450053,0.22389638,13.089181,0.0,58,0.028773243,3.2303882,317.84913559802226,0.004471287,,0.16540584,4096.0,22.0,2.1171875,921600.0,225.0,2.1
29.03547,0.22822517156600952,0.15259375,13.304655,0,1.4963871e-13,3.1853213,0.17369664,3114.36212015152,0.012300417,0.024306085,0.01906071739085781,1.1273738,0.31736395,13.226518,0.0,59,0.013133042,3.1748753,312.29079373181435,0.010445986,13.0,0.15147527,4224.0,22.0,2.4765625,950400.0,225.0,2.48
28.157331,0.30043935775756836,0.15789504,12.647484,0,1.4430418e-13,3.1533277,0.18877994,3166.6143510341644,0.011178288,0.1838714,0.01913793886132708,1.122765,0.27795762,12.017059,0.0,60,0.17381588,3.1810787,313.55599030398287,-0.027750868,13.0,0.17036027,4352.0,22.0,2.125,979200.0,225.0,2.18
28.943893,0.3512864112854004,0.14188686,12.335677,0,1.3599895e-13,3.0927799,0.1761634,3218.6178588867188,0.009572579,-0.040282995,0.01922947203552696,1.1179008,0.19068162,12.525943,0.0,61,-0.048737675,3.1149697,315.0556698300737,-0.022189979,,0.16093098,4352.0,22.0,2.125,979200.0,225.0,2.18
28.691433,0.22535806894302368,0.14814258,12.731028,0,1.5495606e-13,3.083765,0.16831754,3270.8654265403748,0.010110257,-0.024176082,0.019139646971298295,1.124279,0.2240435,12.914761,0.0,62,-0.03316206,3.1062903,313.58397597775127,-0.022525286,12.0,0.1577607,4480.0,22.0,2.578125,1008000.0,225.0,2.43
29.374804,0.1914609670639038,0.13330927,13.061804,0,1.538995e-13,3.0415516,0.14825517,3322.818528175354,0.008724736,0.14172988,0.019248128957265468,1.1395487,0.24389367,12.800165,0.0,63,0.1341447,3.0394788,315.36134483583743,0.0020729825,,0.13226679,4480.0,22.0,2.578125,1008000.0,225.0,2.43
29.956478,0.08545684814453125,0.14929947,13.238361,0,1.476908e-13,3.0827508,0.15611915,3374.976033449173,0.012568973,-0.11925005,0.019172696139321696,1.1425849,0.29051274,13.376989,0.0,64,-0.13067643,3.0939825,314.12545354664667,-0.011231791,13.0,0.1435826,4608.0,22.0,2.2890625,1036800.0,225.0,2.42
34.24774,0.2704308032989502,0.14181104,13.678687,0,1.595191e-13,3.13167,0.16602628,3426.72412276268,0.009177903,0.041752614,0.01932438498244193,1.134485,0.20092784,13.648343,0.0,65,0.0337092,3.1328263,316.6107235523286,-0.0011564544,,0.14104167,4608.0,22.0,2.2890625,1036800.0,225.0,2.42
29.269474,0.21641159057617188,0.14289643,13.948229,0,1.6901512e-13,3.0538092,0.16142745,3479.3730070590973,0.010764603,0.031356543,0.018993754822417958,1.1304327,0.27081215,13.533193,0.0,66,0.021722374,3.0445576,311.1936790104958,0.00925165,15.0,0.13629343,4736.0,22.0,2.2265625,1065600.0,225.0,2.2
31.308971,0.26709693670272827,0.1411514,13.967282,0,1.480337e-13,2.999166,0.16487771,3531.4243717193604,0.010036446,0.07845311,0.019211792169656943,1.111566,0.20423785,13.9786005,0.0,67,0.06952823,2.982778,314.76600290765936,0.016387645,12.0,0.14638598,4864.0,22.0,1.9609375,1094400.0,225.0,1.73
33.087074,0.2718087434768677,0.13630381,13.661684,0,1.6011762e-13,3.0251231,0.15972956,3583.407988548279,0.008257261,0.12695469,0.019236830005327766,1.117371,0.19142309,13.45035,0.0,68,0.1198148,3.0245693,315.1762228072901,0.00055387564,,0.14095624,4864.0,22.0,1.9609375,1094400.0,225.0,1.73
34.35283,0.18124890327453613,0.1513522,14.317999,0,1.5419721e-13,3.0389795,0.16726798,3635.322789669037,0.009394373,0.18514082,0.019262329401472975,1.1154956,0.24976899,13.391895,0.0,69,0.17686194,3.0286484,315.5940049137332,0.010331202,11.0,0.15547962,4992.0,22.0,2.0546875,1123200.0,225.0,2.07
35.68873,0.37836790084838867,0.13910827,14.498028,0,1.6051655e-13,2.9915416,0.1764356,3686.3746218681335,0.009179346,-0.08216506,0.019587935573009547,1.1217308,0.16839176,14.996108,0.0,70,-0.09022268,2.9702168,320.9287364281884,0.021324873,,0.14053258,4992.0,22.0,2.0546875,1123200.0,225.0,2.07
34.766205,0.18129539489746094,0.1430835,14.661033,0,1.6078547e-13,2.9790792,0.15813425,3738.2645440101624,0.010912208,-0.042674273,0.019271564857293148,1.1246399,0.24607493,14.847404,0.0,71,-0.05246184,2.9570384,315.74531862189093,0.022040728,13.0,0.1430749,5120.0,22.0,2.0625,1152000.0,225.0,1.93
35.357708,0.24325615167617798,0.13373756,14.759833,0,1.4502498e-13,3.0100079,0.1537372,3790.001391649246,0.010121174,-0.11600629,0.019328583893939533,1.1303259,0.17917718,15.236483,0.0,72,-0.12499714,2.9928012,316.6795185183053,0.017206645,,0.13334997,5120.0,22.0,2.0625,1152000.0,225.0,1.93
35.238106,0.24163460731506348,0.14284697,14.800536,0,1.6423379e-13,2.9991155,0.16403322,3841.9693965911865,0.009202813,0.052071527,0.019242609007546468,1.1291718,0.24978404,14.856795,0.0,73,0.043997888,2.985066,315.2709059796413,0.0140497,14.0,0.14043747,5248.0,22.0,2.2734375,1180800.0,225.0,2.22
34.753826,0.26704949140548706,0.14111066,14.99996,0,1.6653515e-13,3.0550842,0.16482477,3893.8573784828186,0.011583058,0.11499163,0.019272285480065453,1.1308508,0.2161239,14.1875515,0.0,74,0.10453942,3.0529985,315.7571253053924,0.0020855945,13.0,0.15191528,5376.0,22.0,2.03125,1209600.0,225.0,2.1
36.929893,0.29967308044433594,0.13444646,14.828325,0,1.6873094e-13,3.046923,0.16065674,3945.7506062984467,0.009532786,-0.13168211,0.019270337230763705,1.1139075,0.19832659,15.111093,0.0,75,-0.14010099,3.0416007,315.72520518883255,0.005322432,,0.14471553,5376.0,22.0,2.03125,1209600.0,225.0,2.1
35.485844,0.24595212936401367,0.14456685,15.108995,0,1.7181775e-13,3.0448606,0.16648276,3997.8632736206055,0.009086438,0.084906,0.01918919240533271,1.1248337,0.26955044,14.801896,0.0,76,0.076944396,3.044405,314.3957283689711,0.00045563164,13.0,0.14975141,5504.0,22.0,2.140625,1238400.0,225.0,2.18
36.077927,0.25600284337997437,0.13862261,14.596416,0,1.9422749e-13,3.07759,0.16071205,4049.5355858802795,0.008590954,-0.09500309,0.019352724046382892,1.1196783,0.23651701,15.183645,0.0,77,-0.10247436,3.098618,317.0750307759373,-0.021027772,,0.14969128,5504.0,22.0,2.140625,1238400.0,225.0,2.18
37.6369,0.17940795421600342,0.14131385,15.413856,0,1.6822798e-13,3.1198773,0.15599874,4101.456012248993,0.008679392,-0.029948162,0.01926024245060106,1.0923717,0.21611512,15.5671425,0.0,78,-0.037535183,3.1202419,315.55981231064777,-0.00036451314,13.0,0.15016888,5632.0,22.0,2.2109375,1267200.0,225.0,2.23
39.48153,0.2640565037727356,0.13246478,15.779896,0,1.6546827e-13,3.142468,0.15441099,4153.318765878677,0.009812432,0.06648938,0.019281660344151772,1.0578885,0.17087519,15.756938,0.0,79,0.05773484,3.1420841,315.91072307858263,0.00038407557,,0.14313537,5632.0,22.0,2.2109375,1267200.0,225.0,2.23
35.963192,0.09773623943328857,0.15444443,16.087976,0,1.7958794e-13,3.0623093,0.16259436,4205.782425880432,0.016496016,0.02694286,0.01906081276004291,1.0983254,0.2799504,16.011648,0.0,80,0.01154517,3.0436726,312.29235626054304,0.01863678,11.0,0.1527402,5760.0,22.0,1.9296875,1296000.0,225.0,1.88
37.435215,0.14622801542282104,0.14937627,15.804795,0,1.6286686e-13,3.046152,0.16166303,4257.852011919022,0.012179268,-0.15231027,0.01920506914072423,1.100982,0.22027287,16.644659,0.0,81,-0.16338855,3.0365965,314.65585280162577,0.009555567,13.0,0.15421867,5888.0,22.0,2.359375,1324800.0,225.0,2.25
35.09815,0.28103208541870117,0.13354729,14.983252,0,1.766447e-13,3.045946,0.15749992,4310.259474277496,0.00850019,0.11618334,0.01908125207742083,1.129253,0.18770283,14.347976,0.0,82,0.10881241,3.0611079,312.6272340364629,-0.015161864,,0.15316743,5888.0,22.0,2.359375,1324800.0,225.0,2.25
