#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567755467.2517707}
r,l,t
2.0,225,160.979526
0.0,225,336.777419
0.0,225,512.690789
1.0,225,690.159541
3.0,225,837.771119
3.0,225,1013.577639
0.0,225,1190.406352
3.0,225,1365.806467
11.0,225,1511.286135
0.0,225,1686.552271
1.0,225,1861.13897
2.0,225,2036.499531
0.0,225,2182.08251
0.0,225,2356.277754
10.0,225,2531.305676
2.0,225,2706.068028
11.0,225,2850.508026
12.0,225,3025.045999
3.0,225,3198.457375
0.0,225,3373.188844
1.0,225,3517.999159
0.0,225,3692.429053
0.0,225,3866.564837
1.0,225,4040.766361
12.0,225,4185.000967
0.0,225,4358.173144
0.0,225,4532.551327
0.0,225,4705.590913
3.0,225,4849.965389
2.0,225,5024.288165
0.0,225,5199.46895
0.0,225,5372.426131
2.0,225,5544.45082
0.0,225,5689.292686
11.0,225,5866.560252
0.0,225,6038.983621
2.0,225,6210.782253
3.0,225,6354.925409
1.0,225,6530.578952
2.0,225,6704.285491
0.0,225,6876.730823
2.0,225,7021.824792
