opt_dyn_loss,opt_vf,opt_clipfrac,total_secs,advstd,tps,rew_mean,opt_approxkl,opt_ent,opt_pg,advmean,ups,opt_aux,opt_tot,vpredmean,ev,retstd,recent_best_ext_ret,retmean,opt_feat_var,rank,vpredstd,n_updates,epcount,eplen,tcount,eprew_recent,best_ext_ret,eprew
0.021794217,0.0021438897,0.0,5449.302311182022,0.065026276,174.2224886036975,0.021216433,7.626251e-15,1.3368077,-0.025174309,0.015800964,0.010633696814190522,0.0,-0.024367226,0.62641096,0.19576364755630493,0.07250986,12.0,0.6422119,0.051869605,0,0.07346633,57,4096.0,225.0,921600.0,1.640625,22.0,1.56
0.02245143,0.0024086854,0.0,5543.121896743774,0.06277993,174.63304598820685,0.022363031,8.631079e-15,1.276058,-0.044316247,0.018018615,0.01065875524830364,0.0,-0.043183617,0.66953015,0.3750491738319397,0.07941415,,0.68754876,0.055015117,0,0.0802274,58,4096.0,225.0,921600.0,1.640625,22.0,1.56
0.02256878,0.0024149395,0.0,5638.032490730286,0.06235582,172.6256186145933,0.021210738,7.70696e-15,1.2936196,-0.044437446,0.01655582,0.01053623160489461,0.0,-0.043316126,0.65884924,0.30127644538879395,0.07459751,12.0,0.675405,0.051435478,0,0.0751637,59,4224.0,225.0,950400.0,1.8984375,22.0,2.1
0.021599058,0.002001927,0.0,5735.579434156418,0.06504837,167.96015768968556,0.02133521,8.826605e-15,1.2717161,0.063412644,0.008806127,0.010251474468364597,0.0,0.06414285,0.6763334,0.3153630495071411,0.078615144,15.0,0.68513954,0.05651076,0,0.084213056,60,4352.0,225.0,979200.0,1.8046875,22.0,1.52
0.018777382,0.0016841709,0.0,5831.695465564728,0.06100265,170.46063762661223,0.020613546,7.962828e-15,1.3598726,0.0842087,0.012830753,0.010404091652014906,0.0,0.084533,0.68025935,0.4108847975730896,0.0794783,,0.6930901,0.04645935,0,0.07659909,61,4352.0,225.0,979200.0,1.8046875,22.0,1.52
0.02076903,0.0019247357,0.0,5926.111581087112,0.065208666,173.52969786302634,0.021488056,8.177175e-15,1.2986984,-0.006444899,0.011823019,0.010591412223085104,0.0,-0.0058188615,0.6864011,0.3271411061286926,0.079495646,12.0,0.69822407,0.05430899,0,0.082446486,62,4480.0,225.0,1008000.0,1.6640625,22.0,1.6
0.021339593,0.0016120066,0.0,6020.003235340118,0.06229224,174.499002391104,0.022365227,9.098059e-15,1.2233932,0.06238927,0.014458261,0.010650573876410156,0.0,0.062777884,0.7370104,0.5083028078079224,0.0888352,,0.75146866,0.062438328,0,0.08751443,63,4480.0,225.0,1008000.0,1.6640625,22.0,1.6
0.022006733,0.0022278961,0.0,6113.994493484497,0.06462915,174.31408328243427,0.021272546,1.0432346e-14,1.2409317,0.012713479,0.0072269225,0.010639287309718888,0.0,0.013700443,0.7117506,0.2626728415489197,0.075265914,13.0,0.7189776,0.052582316,0,0.08151456,64,4608.0,225.0,1036800.0,1.515625,22.0,1.47
0.02253185,0.0020637794,0.0,6207.3970630168915,0.06084058,175.41273309742948,0.022244342,8.869224e-15,1.2582473,-0.027787937,0.02039889,0.010706343572841155,0.0,-0.026982404,0.6942177,0.43448907136917114,0.08090453,,0.7146166,0.05833675,0,0.07777923,65,4608.0,225.0,1036800.0,1.515625,22.0,1.47
0.020850882,0.002376083,0.0,6301.785293340683,0.06473312,173.58096389556155,0.021022469,9.222522e-15,1.2884084,0.005867357,0.015421654,0.010594541253391208,0.0,0.0069550313,0.6969811,0.4384744167327881,0.08638568,12.0,0.7124027,0.05047393,0,0.08242702,66,4736.0,225.0,1065600.0,1.6328125,22.0,1.46
0.023913434,0.0028556068,0.0,6397.866032361984,0.06682476,170.52325124568034,0.022401137,8.682672e-15,1.226652,-0.12006416,0.013695325,0.010407913284038107,0.0,-0.118435204,0.7148025,0.4304347038269043,0.08854532,10.0,0.7284978,0.054173633,0,0.09163983,67,4864.0,225.0,1094400.0,1.4609375,22.0,1.38
0.020398846,0.0016248461,0.0,6493.612041950226,0.06514658,171.1194029961129,0.021571819,8.758961e-15,1.3147762,0.12856713,0.018635917,0.01044429949927447,0.0,0.12887721,0.731616,0.512535959482193,0.093308315,,0.7502519,0.057927143,0,0.089928694,68,4864.0,225.0,1094400.0,1.4609375,22.0,1.38
0.021126952,0.0023196253,0.0,6588.063284397125,0.06874924,173.4651612360854,0.021712005,9.95501e-15,1.2900817,0.01504772,0.011913731,0.010587473219975916,0.0,0.016077263,0.72243273,0.46214818954467773,0.09374251,11.0,0.73434645,0.04588904,0,0.097467594,69,4992.0,225.0,1123200.0,1.9296875,22.0,1.93
0.021872282,0.002063069,0.0,6683.3805866241455,0.06495424,171.8890444567735,0.02278493,9.39772e-15,1.1199567,0.06105077,0.019406792,0.010491274686082366,0.0,0.061993882,0.7738838,0.5441751778125763,0.09620742,,0.79329056,0.04606452,0,0.096451275,70,4992.0,225.0,1123200.0,1.9296875,22.0,1.93
0.021893458,0.0024231581,0.0,6777.599329471588,0.070141345,173.8932138643443,0.021538736,9.326107e-15,1.2133479,-0.008521634,0.0058566416,0.01061359947902492,0.0,-0.0073118247,0.7675929,0.3656008243560791,0.08806286,14.0,0.77344954,0.052476786,0,0.09624882,71,5120.0,225.0,1152000.0,1.7890625,22.0,1.73
0.023288088,0.0019744663,0.0,6871.339884996414,0.061308593,174.780274218248,0.022713287,1.0016224e-14,1.1584325,-0.12113323,0.01708714,0.010667741346328613,0.0,-0.1203172,0.78027606,0.5344531238079071,0.08985446,,0.7973632,0.05670505,0,0.088477105,72,5120.0,225.0,1152000.0,1.7890625,22.0,1.73
0.019365955,0.0020044304,0.0,6966.137524604797,0.0667077,172.83130748490836,0.021217892,9.670585e-15,1.2450998,0.123542674,0.012826439,0.010548785857233177,0.0,0.12430201,0.75225824,0.39154869318008423,0.08551909,12.0,0.7650846,0.048897725,0,0.08647053,73,5248.0,225.0,1180800.0,1.65625,22.0,1.66
0.022355862,0.0022557813,0.0,7062.808922767639,0.06539601,169.48135965098334,0.021742998,1.0462544e-14,1.1545773,0.06945993,0.009340959,0.010344321267760213,0.0,0.07056113,0.75560755,0.4408610463142395,0.08745635,5.0,0.7649485,0.049391598,0,0.08960229,74,5376.0,225.0,1209600.0,1.578125,22.0,1.53
