ev,vpredstd,opt_tot,tps,opt_ent,retstd,opt_dyn_loss,opt_approxkl,opt_vf,recent_best_ext_ret,opt_feat_var,advmean,n_updates,opt_pg,rank,rew_mean,total_secs,advstd,opt_clipfrac,ups,vpredmean,retmean,opt_aux,eprew_recent,tcount,epcount,eprew,eplen,best_ext_ret
-0.026809334754943848,0.07471302,0.12936771,191.40863470980474,1.7826383,0.23423208,0.17996863,1.480066e-14,0.24410042,,0.024020813,0.6223701,1,-0.112950064,0,0.17345126,85.59696984291077,0.2373511,0.0,0.011682655927112106,0.09450467,0.71687484,1.7951126,,,,,,
0.30313992500305176,0.1289685,0.14251629,234.9030582050764,1.7859921,0.20370963,0.09307642,9.423018e-15,0.05047877,3.0,0.06482279,0.29260153,2,0.0938235,0,0.09845169,155.34489107131958,0.17005302,0.0,0.014337344861149683,0.6245539,0.91715544,1.5930727,1.0859375,28800.0,128.0,1.11,225.0,3.0
