opt_clipfrac,recent_best_ext_ret,vpredstd,opt_aux,opt_ent,ups,opt_vf,ev,rew_mean,opt_tot,retmean,rank,opt_dyn_loss,advmean,opt_approxkl,opt_pg,vpredmean,advstd,opt_feat_var,tps,total_secs,n_updates,retstd,epcount,eplen,eprew,tcount,best_ext_ret,eprew_recent
0.0,3.0,0.32295305,0.1553534,1.0269238,0.00651891273293265,0.006115671,0.8841132521629333,16.41728,0.049518906,2.8797271,0,16.383528,0.0057100444,3.2406586e-13,0.04443016,2.8740172,0.111717515,75.22116,750.9787468338413,24586.638337373734,159,0.32817414,20224.0,900.0,0.82,18201600.0,14.0,0.8359375
0.0,3.0,0.3614798,0.13340642,1.0639812,0.006499269800923975,0.00556544,0.9014594033360481,15.791053,0.061008975,2.842289,0,15.90021,-0.007911599,3.3553808e-13,0.056507517,2.8502007,0.11397709,71.2175,748.7158810664419,24740.501775979996,160,0.3630864,20352.0,900.0,1.04,18316800.0,14.0,1.09375
0.0,3.0,0.32331574,0.1091713,0.9919854,0.006493195174945836,0.0049818153,0.8869122192263603,16.032166,-0.0046101683,2.900009,0,16.283197,-0.011077439,3.1452076e-13,-0.008599998,2.911087,0.10877804,73.90401,748.0160841537603,24894.509159564972,161,0.32346952,20480.0,900.0,0.8,18432000.0,14.0,0.7734375
0.0,3.0,0.35165566,0.16102247,1.060039,0.006494659885857797,0.0062697404,0.9050479829311371,15.869678,-0.0016137832,2.845967,0,15.799987,-0.0019690401,3.3814772e-13,-0.006823485,2.8479364,0.11067775,75.30116,748.1848188508181,25048.481810569763,162,0.35917675,20608.0,900.0,0.74,18547200.0,14.0,0.8515625
0.0,3.0,0.32731023,0.11358181,1.0754653,0.006529247040953527,0.004998729,0.8984729573130608,16.12857,-0.062309563,2.8512576,0,16.645117,0.002246462,3.2636738e-13,-0.06623282,2.8490112,0.106708296,77.29957,752.1692591178463,25201.638827562332,163,0.33489397,20736.0,900.0,0.95,18662400.0,14.0,0.921875
0.0,3.0,0.33475164,0.13240694,1.0534804,0.00648384899150351,0.0059893443,0.8951577544212341,16.268759,-0.04490114,2.8658304,0,16.407629,0.0049773147,3.3589283e-13,-0.049837,2.8608532,0.110821255,74.312035,746.9394038212043,25355.86820602417,164,0.34225902,20864.0,900.0,1.16,18777600.0,14.0,1.0859375
0.0,3.0,0.28299358,0.15416427,1.0480202,0.006483965172357985,0.0058843265,0.864543229341507,16.271727,-0.008891992,2.8813934,0,16.200012,0.0013471562,3.395037e-13,-0.013728298,2.8800466,0.10596534,75.79568,746.9527878556399,25510.094820976257,165,0.28791448,20992.0,900.0,0.91,18892800.0,14.0,0.90625
0.0,3.0,0.31196874,0.13389795,1.0453514,0.006393839149242974,0.0053649256,0.8842213228344917,15.904809,0.042408116,2.8026237,0,15.046914,0.0068861637,3.5038958e-13,0.03808854,2.7957375,0.10753569,69.659485,736.5702699927906,25666.49537730217,166,0.3160373,21120.0,900.0,1.03,19008000.0,14.0,0.9609375
0.0,3.0,0.33651587,0.13648419,1.0850708,0.0063989341619062595,0.0054053506,0.9002470001578331,15.858057,0.008564694,2.7876549,0,15.986554,0.002473487,3.3343396e-13,0.0042444146,2.7851813,0.10873418,73.27047,737.1572154516011,25822.771403074265,167,0.34427312,21248.0,900.0,1.11,19123200.0,14.0,1.0546875
0.0,3.0,0.3385779,0.14876898,1.0659432,0.006399940088451473,0.0062927045,0.8852219805121422,16.150183,-0.0017412389,2.8311682,0,16.084505,0.007975443,3.384679e-13,-0.006968,2.8231926,0.11574355,75.63127,737.2730981896096,25979.022865772247,168,0.34163898,21376.0,900.0,1.1,19238400.0,14.0,1.0703125
0.0,10.0,0.34262118,0.17613141,1.07517,0.006447094234931383,0.005793121,0.8983189091086388,16.225147,0.07898666,2.785752,0,15.107007,0.019164275,3.3604304e-13,0.074268706,2.766588,0.113609396,69.14543,742.7052558640953,26134.131502866745,169,0.35628223,21504.0,900.0,1.2,19353600.0,14.0,1.1640625
0.0,3.0,0.34161204,0.181659,1.0569004,0.006447039641897916,0.0054096025,0.902846097946167,15.904847,0.11085575,2.7963357,0,14.397678,0.008181602,3.4432678e-13,0.10650305,2.7881544,0.10961613,67.001144,742.6989667466399,26289.241453409195,170,0.35167733,21632.0,900.0,0.72,19468800.0,14.0,0.765625
0.0,3.0,0.3582214,0.1769573,0.99445564,0.0063989438950065375,0.0062435553,0.9077933952212334,15.722166,0.029122211,2.7761261,0,15.722205,0.0045449543,3.3551742e-13,0.023873111,2.7715812,0.11274465,68.29521,737.1583367047531,26445.517241477966,171,0.37129143,21760.0,900.0,0.87,19584000.0,14.0,0.84375
0.0,3.0,0.35096124,0.17593347,1.0638868,0.00646321266765792,0.0065382416,0.8902558609843254,16.399853,0.012470549,2.8440437,0,16.415245,0.012928926,3.6699452e-13,0.006996195,2.831115,0.11881595,81.203476,744.5620993141923,26600.239057302475,172,0.35866094,21888.0,900.0,0.88,19699200.0,14.0,0.8828125
0.0,3.0,0.3436082,0.24228835,1.051644,0.006445893837605195,0.008828127,0.8943053260445595,15.85512,-0.0029399572,2.8655221,0,15.419077,-0.0066731353,3.4686024e-13,-0.01071644,2.8721948,0.11397885,70.95912,742.5669700921185,26755.376579761505,173,0.35058853,22016.0,900.0,1.2,19814400.0,14.0,1.140625
0.0,3.0,0.3404632,0.15815093,1.0161517,0.006474449690670313,0.0072876476,0.898779846727848,15.647322,0.016310763,2.8781033,0,16.07604,-0.017826807,3.5075423e-13,0.010039267,2.8959296,0.11100028,75.077095,745.85660436522,26909.829861164093,174,0.34889165,22144.0,900.0,0.87,19929600.0,14.0,0.9140625
0.0,3.0,0.32501566,0.14085124,1.0317116,0.006405873383203307,0.005495403,0.88948605209589,15.606303,-0.014821015,2.8466542,0,15.727345,-0.012452966,3.555617e-13,-0.019284707,2.8591073,0.110351734,70.35848,737.956613745021,27065.936599493027,175,0.33194843,22272.0,900.0,0.95,20044800.0,14.0,0.921875
0.0,3.0,0.33008048,0.16376188,1.0467937,0.006468550677022562,0.0051413993,0.8989539667963982,15.805764,0.013250727,2.8509862,0,15.58543,-0.007424403,3.4875127e-13,0.009156121,2.8584104,0.1073062,73.63273,745.1770379929992,27220.53073501587,176,0.33757102,22400.0,900.0,0.81,20160000.0,14.0,0.75
0.0,3.0,0.34571806,0.17452084,0.9991013,0.006455950252101438,0.007443002,0.8921258673071861,15.721419,-0.055410907,2.9195611,0,16.202036,-0.021393558,3.8113794e-13,-0.061854806,2.940955,0.11395097,68.92734,743.7254690420857,27375.42660021782,177,0.34694397,22528.0,900.0,0.9,20275200.0,14.0,0.9375
0.0,3.0,0.3365292,0.14831224,1.0490652,0.00642641239215336,0.006224659,0.8972348794341087,15.6784115,-0.043146808,2.9001486,0,16.309055,-0.018498436,3.6134225e-13,-0.048322402,2.9186466,0.10907738,75.88287,740.322707576067,27531.034416675568,178,0.3402607,22656.0,900.0,1.01,20390400.0,14.0,1.0625
0.0,3.0,0.35844246,0.18564461,0.9999509,0.006423343840543498,0.00815724,0.8924631327390671,16.480658,0.06368604,2.8429596,0,16.404234,0.018365202,3.4257411e-13,0.05652875,2.8245933,0.12194182,74.62511,739.969210430611,27686.716569900513,179,0.3718553,22784.0,900.0,0.89,20505600.0,14.0,0.8515625
0.0,3.0,0.32032925,0.14954898,1.0283619,0.006475666657034154,0.0061338996,0.8872938975691795,15.856659,0.06164189,2.8629541,0,15.58719,-0.005068923,3.510775e-13,0.056536354,2.868023,0.10931744,73.64574,745.9967988903346,27841.140825033188,180,0.3256235,22912.0,900.0,0.88,20620800.0,14.0,0.84375
0.0,3.0,0.3237769,0.1507625,1.0849799,0.006564313965552357,0.0056879744,0.8880614712834358,15.893666,-0.02774169,2.8915834,0,15.823694,-0.009767973,3.672787e-13,-0.032344684,2.9013512,0.11047638,74.292496,756.2089688316315,27993.479668855667,181,0.33020198,23040.0,900.0,0.84,20736000.0,14.0,0.9140625
0.0,3.0,0.35909027,0.13613042,1.0422753,0.006481938623704759,0.0055346903,0.9099788516759872,15.986794,0.035193812,2.871868,0,15.960231,-0.0030343207,3.4674133e-13,0.030701397,2.8749027,0.11066266,73.25449,746.7193294507882,28147.75450205803,182,0.3688322,23168.0,900.0,0.96,20851200.0,14.0,0.9921875
0.0,3.0,0.3348009,0.16611144,1.0838985,0.0064811693376283855,0.0061089727,0.898194819688797,16.462328,0.059975114,2.9466202,0,15.847346,-0.0009945512,3.737902e-13,0.05495004,2.9476144,0.10811849,73.2686,746.6307076947901,28302.04764699936,183,0.3388559,23296.0,900.0,0.83,20966400.0,14.0,0.84375
0.0,3.0,0.34418923,0.15000759,1.0573374,0.006470520518361523,0.005555829,0.9043153375387192,16.088257,0.0060282294,2.8971379,0,16.846966,-0.0051462767,3.6335602e-13,0.0015297381,2.902284,0.10877273,79.80738,745.4039637152475,28456.594718933105,184,0.3516405,23424.0,900.0,0.93,21081600.0,14.0,0.953125
0.0,3.0,0.37905273,0.1674663,1.070085,0.006435217191518351,0.0064601637,0.9102677404880524,16.268204,0.017475355,2.8894238,0,16.05257,0.002940251,3.7245367e-13,0.012085276,2.8864837,0.113597505,76.18341,741.337020462914,28611.989629507065,185,0.37922287,23552.0,900.0,0.89,21196800.0,14.0,0.828125
0.0,3.0,0.34599406,0.15445669,1.0715333,0.00650537291595518,0.0063315816,0.9066532924771309,16.026268,-0.039927978,2.8932648,0,16.154535,-0.003466477,3.8005024e-13,-0.045188025,2.8967311,0.1072913,79.04121,749.4189599180368,28765.708718776703,186,0.35116807,23680.0,900.0,0.89,21312000.0,14.0,0.90625
0.0,3.0,0.32533252,0.13921069,1.035398,0.006508508827115751,0.005812556,0.8967534154653549,16.447046,-0.01637286,2.929619,0,16.886534,0.0033897995,3.7861646e-13,-0.021150017,2.926229,0.10602721,78.949165,749.7802168837345,28919.35374355316,187,0.32997385,23808.0,900.0,0.91,21427200.0,14.0,0.890625
0.0,3.0,0.37531728,0.12011147,1.0832887,0.006509909070767001,0.0061436547,0.913060836493969,15.97076,0.055955462,2.8858936,0,15.645087,-0.0044037253,3.6979396e-13,0.050895095,2.8902977,0.112548664,78.92511,749.9415249523585,29072.965720176697,188,0.3817092,23936.0,900.0,0.99,21542400.0,14.0,0.9921875
0.0,3.0,0.34838703,0.14449205,1.0564722,0.006505887084636896,0.0061148107,0.9080512225627899,16.499136,0.05449021,2.9199266,0,16.076885,0.0075186924,3.7654355e-13,0.04943187,2.9124086,0.107607745,80.49136,749.4781921501703,29226.672660827637,189,0.354871,24064.0,900.0,0.99,21657600.0,14.0,0.9921875
0.0,3.0,0.39700627,0.166165,1.0676831,0.006446165387455313,0.006661526,0.9195922017097473,16.637629,0.07557506,2.894525,0,15.368484,0.017662976,3.8058117e-13,0.06998122,2.8768623,0.11654523,73.16937,742.598252634852,29381.803647994995,190,0.4110034,24192.0,900.0,0.92,21772800.0,14.0,0.9453125
0.0,3.0,0.38693744,0.11634837,1.0266048,0.006484610241770012,0.005779906,0.9112256765365601,16.432543,-0.020766981,2.924623,0,16.861843,0.0070680734,3.938433e-13,-0.025520282,2.9175546,0.115967676,76.57764,747.0270998519054,29536.014920949936,191,0.3892183,24320.0,900.0,0.82,21888000.0,14.0,0.8046875
0.0,3.0,0.32370684,0.12832908,1.0422227,0.006389672171709631,0.0059519955,0.8824986070394516,16.874918,-0.0075107343,2.9747405,0,16.794483,0.006368707,3.7955633e-13,-0.012420507,2.9683719,0.11180067,81.859055,736.0902341809494,29692.517472743988,192,0.32615414,24448.0,900.0,0.95,22003200.0,14.0,0.8828125
0.0,3.0,0.32825115,0.123954855,1.0314612,0.006413064515054051,0.006932458,0.8853254094719887,16.952272,-0.021861074,2.9786477,0,17.369724,0.012857272,3.9393594e-13,-0.02776207,2.9657905,0.11351402,79.67121,738.7850321342266,29848.449164628983,193,0.3352092,24576.0,900.0,0.95,22118400.0,14.0,0.921875
0.0,3.0,0.33288112,0.13226111,1.0317345,0.006419069463144883,0.0067462665,0.8881620094180107,17.242048,0.0024436451,2.9723911,0,17.255491,0.02358111,3.8719277e-13,-0.0032708868,2.9488099,0.11513123,80.09416,739.4768021542905,30004.234984636307,194,0.34426942,24704.0,900.0,1.09,22233600.0,14.0,1.1796875
0.0,3.0,0.32797933,0.12655836,1.0893922,0.006389888520127332,0.00654093,0.8912353441119194,17.813938,-0.036792696,3.014663,0,17.983835,0.03533028,3.99687e-13,-0.042244237,2.979333,0.11320439,83.31734,736.1151575186685,30160.73223757744,195,0.34325698,24832.0,900.0,1.22,22348800.0,14.0,1.25
0.0,3.0,0.38588062,0.17840697,1.0530782,0.006382199801681049,0.0070526493,0.912478856742382,16.808077,0.056866784,2.9755666,0,16.280811,0.007908836,3.919922e-13,0.050867215,2.967658,0.11759394,77.42199,735.2294171536569,30317.418024778366,196,0.39749205,24960.0,900.0,0.98,22464000.0,14.0,0.9609375
0.0,3.0,0.34931025,0.13124885,1.0007783,0.006358375749271706,0.008363377,0.8878401964902878,18.330515,-0.035501856,3.0481591,0,19.2087,0.041279946,3.9863086e-13,-0.042864457,3.006879,0.124742605,82.661095,732.4848863161005,30474.69089436531,197,0.3724742,25088.0,900.0,1.0,22579200.0,14.0,0.953125
0.0,3.0,0.39785933,0.16159116,1.0595063,0.006370342641210707,0.006653577,0.9171517118811607,16.600368,0.032008067,2.9796908,0,16.377274,-0.0004377618,3.9067718e-13,0.026413996,2.980128,0.115457185,80.75424,733.8634722674734,30631.668321847916,198,0.4011245,25216.0,900.0,1.31,22694400.0,14.0,1.2578125
0.0,3.0,0.40168458,0.18822563,1.0740626,0.006366788081704064,0.007779703,0.9106132462620735,17.607826,0.016158067,3.0276074,0,16.436855,0.021376567,3.9249165e-13,0.009452426,3.0062308,0.11964642,73.94496,733.4539870123082,30788.733389377594,199,0.40018713,25344.0,900.0,1.36,22809600.0,14.0,1.34375
0.0,3.0,0.35699925,0.12165254,1.0423509,0.006415092244527488,0.0054518953,0.905777670443058,16.939892,0.03055963,3.0489304,0,16.756775,-0.0022510982,4.1938992e-13,0.026150085,3.0511816,0.11181151,81.79652,739.0186265695667,30944.61579322815,200,0.3642584,25472.0,900.0,1.21,22924800.0,14.0,1.25
0.0,3.0,0.37301752,0.1337438,1.0627398,0.006413241254895332,0.006191718,0.9107608124613762,16.641314,0.03246475,3.0100632,0,16.476992,-0.008807133,3.8962824e-13,0.027335772,3.0188704,0.11268302,81.36856,738.8053925639423,31100.543187856674,201,0.37720782,25600.0,900.0,1.28,23040000.0,14.0,1.296875
0.0,3.0,0.32670784,0.15917563,1.0716166,0.00640740236041188,0.006423289,0.8868834748864174,17.185776,-0.012963973,3.038044,0,17.258093,0.0049205734,4.0333709e-13,-0.018315645,3.0331237,0.11137864,82.79655,738.1327519194485,31256.612674951553,202,0.33116078,25728.0,900.0,1.33,23155200.0,14.0,1.28125
0.0,3.0,0.3766292,0.16140945,1.0748982,0.006378709965378981,0.008010457,0.9069151431322098,17.193472,-0.0009549707,3.011753,0,16.828386,0.015415493,4.2009863e-13,-0.00789053,2.996338,0.11671025,77.6174,734.8273880116586,31413.384186029434,203,0.38253352,25856.0,900.0,1.31,23270400.0,14.0,1.34375
0.0,3.0,0.36155447,0.16032572,1.0597117,0.006331435555402838,0.006439241,0.898944154381752,16.610262,-0.017402826,3.007749,0,15.943159,-0.013269032,4.101022e-13,-0.022782356,3.0210185,0.1135937,76.05202,729.3813759824069,31571.326250076294,204,0.3573333,25984.0,900.0,1.05,23385600.0,14.0,1.09375
0.0,3.0,0.33192754,0.12845206,1.0678295,0.0063998790843157625,0.005847343,0.8861412182450294,16.748283,0.06462255,3.019848,0,16.771734,-0.0045322413,4.0616281e-13,0.059843037,3.0243802,0.111687616,85.95149,737.2660705131758,31727.57920217514,205,0.33099523,26112.0,900.0,1.26,23500800.0,14.0,1.234375
0.0,3.0,0.34822857,0.11404954,1.0152882,0.006375073042227507,0.0063883974,0.900494821369648,16.210524,-0.052063126,2.9475121,0,16.15684,-0.008220685,3.9554774e-13,-0.057436235,2.9557333,0.112299524,75.15152,734.4084144646088,31884.440150022507,206,0.35600418,26240.0,900.0,1.35,23616000.0,14.0,1.3828125
0.0,3.0,0.31609297,0.13036844,1.0504463,0.006365069988493413,0.005952897,0.8817173317074776,16.673105,-0.03147531,2.999316,0,17.353361,-0.0013675463,4.2997273e-13,-0.03637776,3.0006835,0.11024605,86.11894,733.2560626744412,32041.54761338234,207,0.3205549,26368.0,900.0,1.14,23731200.0,14.0,1.1640625
0.0,3.0,0.36290592,0.15781647,1.047735,0.0064106218181379775,0.006336736,0.9010791555047035,16.964495,0.023653379,3.0250852,0,16.916754,0.0019308241,4.250204e-13,0.018364377,3.0231543,0.11526453,82.66724,738.503633449495,32197.538721323013,208,0.36648124,26496.0,900.0,1.19,23846400.0,14.0,1.2421875
0.0,3.0,0.3315812,0.11737454,1.0712761,0.006367994318302432,0.005871551,0.8929934203624725,16.967848,-0.009072455,3.0070612,0,17.209255,0.0024496047,4.1872406e-13,-0.01387273,3.0046115,0.110430926,83.60951,733.5929454684402,32354.57403731346,209,0.33758682,26624.0,900.0,1.45,23961600.0,14.0,1.4296875
0.0,3.0,0.34518957,0.16041856,1.0539402,0.006320291714719968,0.0066489223,0.8920844793319702,16.750261,0.036164008,2.972562,0,16.138582,0.006959043,4.1150595e-13,0.030569026,2.965603,0.11417265,77.98875,728.0976055357403,32512.794582366943,210,0.34755227,26752.0,900.0,1.3,24076800.0,14.0,1.265625
0.0,3.0,0.32061124,0.13928829,1.0719264,0.006356801693348631,0.006080678,0.8894001841545105,16.621225,-0.054156054,2.967879,0,16.577091,0.00021018852,4.2078507e-13,-0.059164807,2.9676688,0.10741024,80.70459,732.3035550737623,32670.106395483017,211,0.32297465,26880.0,900.0,1.45,24192000.0,14.0,1.3671875
0.0,3.0,0.3399071,0.13628715,1.044194,0.00636578302261933,0.0051607015,0.8999621644616127,16.565989,-0.009871297,2.9606514,0,16.624882,0.0022193096,4.298091e-13,-0.013987804,2.9584317,0.10878457,77.33356,733.3382042057468,32827.196261167526,212,0.34394196,27008.0,900.0,1.39,24307200.0,14.0,1.2890625
0.0,3.0,0.36489874,0.16673529,1.0275109,0.006262667974522757,0.0063965796,0.9101580306887627,16.498745,-0.009197305,2.8915188,0,16.218012,0.012916325,4.3126792e-13,-0.014566374,2.8786025,0.11095264,76.84459,721.4593506650216,32986.8726170063,213,0.37016726,27136.0,900.0,1.16,24422400.0,14.0,1.1484375
0.0,3.0,0.3773798,0.12797026,1.0601614,0.006368422522474533,0.0060969037,0.9168973937630653,16.840052,0.057160623,2.9651895,0,16.340063,0.011006678,4.1209527e-13,0.052123882,2.9541824,0.11255814,78.853035,733.6422745890662,33143.89737415314,214,0.39045373,27264.0,900.0,1.19,24537600.0,14.0,1.15625
0.0,3.0,0.32856205,0.14068475,1.0167859,0.006357790030897424,0.0061936164,0.8873727545142174,17.11911,-0.054655146,3.02219,0,17.357096,0.006523459,4.230666e-13,-0.059831977,3.0156665,0.11184787,83.24427,732.4174115593831,33301.18473267555,215,0.3332775,27392.0,900.0,1.1,24652800.0,14.0,1.0546875
0.0,3.0,0.33277303,0.1288066,1.0710181,0.006383650797810392,0.0056811143,0.8926622942090034,16.71636,-0.0011430057,2.9687164,0,16.186747,0.0078380285,4.1821906e-13,-0.005753102,2.9608784,0.10955252,79.73131,735.3965719077571,33457.83490538597,216,0.33438453,27520.0,900.0,1.02,24768000.0,14.0,1.0703125
0.0,3.0,0.29367495,0.13840525,1.0024345,0.00639972620311999,0.0055589653,0.8646685034036636,16.986834,0.005377498,3.0386288,0,16.535727,0.0002178875,4.3233825e-13,0.00082096737,3.0384104,0.10775905,74.48929,737.2484585994229,33614.09159016609,217,0.29292357,27648.0,900.0,1.01,24883200.0,14.0,1.0546875
0.0,3.0,0.35611817,0.14013946,1.0218459,0.0064613363371655705,0.0060027884,0.9027300924062729,16.845089,0.024925105,2.997197,0,16.327192,0.00642563,4.5287545e-13,0.019944161,2.9907715,0.11161695,74.24939,744.3459460414738,33768.85833621025,218,0.35788286,27776.0,900.0,1.13,24998400.0,14.0,1.1875
0.0,3.0,0.33676863,0.120169595,1.0412717,0.006471710823924411,0.0059261937,0.8893222659826279,17.004911,-0.019621791,3.0217707,0,17.04777,0.00811654,4.1449765e-13,-0.024506712,3.0136545,0.11423934,85.74467,745.5410869160921,33923.37698316574,219,0.34338835,27904.0,900.0,0.98,25113600.0,14.0,1.015625
0.0,3.0,0.35620943,0.11620554,0.98193145,0.0064594635927203775,0.006314008,0.9062553867697716,17.149467,-0.033525623,3.0066638,0,17.271852,0.016183816,4.4383244e-13,-0.038857702,2.99048,0.11159929,79.557175,744.1302058813875,34078.18859958649,220,0.36449224,28032.0,900.0,1.18,25228800.0,14.0,1.1328125
0.0,3.0,0.34786573,0.12831256,1.0428269,0.0064478925344767105,0.0070329495,0.9011857435107231,17.822691,-0.0744119,3.0627415,0,17.753649,0.02835875,4.356886e-13,-0.080402024,3.0343828,0.11346896,83.25669,742.797219971717,34233.27803301811,221,0.3609668,28160.0,900.0,0.86,25344000.0,14.0,0.90625
0.0,3.0,0.3256116,0.14541195,1.045715,0.006502762772322505,0.0065036505,0.891241580247879,17.314056,0.083613865,3.062047,0,15.907437,0.006741904,4.3279513e-13,0.07815593,3.0553055,0.10905701,76.85671,749.1182713715526,34387.05882358551,222,0.33069083,28288.0,900.0,0.84,25459200.0,14.0,0.859375
0.0,3.0,0.32806164,0.12602605,1.0277269,0.006492002721787693,0.0064054467,0.8847640007734299,17.362654,-0.033821765,3.1250136,0,17.173462,0.0005670764,4.3008143e-13,-0.039199486,3.1244466,0.11206444,82.270485,747.8787135499423,34541.09449529648,223,0.33012146,28416.0,900.0,1.21,25574400.0,14.0,1.2109375
0.0,3.0,0.37903547,0.12703772,1.0281414,0.006498755741166372,0.00634793,0.9119087308645248,17.390043,0.015556823,3.105212,0,17.083557,0.0045322264,4.5812106e-13,0.010237035,3.1006796,0.11436435,83.62728,748.6566613823661,34694.97010469437,224,0.38532236,28544.0,900.0,1.06,25689600.0,14.0,1.09375
0.0,3.0,0.32781687,0.099450104,1.0068471,0.006522145019382227,0.0053644944,0.8976503387093544,17.490736,0.015074149,3.1322837,0,18.027815,0.0025460254,4.555367e-13,0.010716502,3.1297386,0.10644836,85.19606,751.3511062328325,34848.293895721436,225,0.33273295,28672.0,900.0,0.97,25804800.0,14.0,0.96875
0.0,3.0,0.36526838,0.11461036,0.99761844,0.0064542695678796395,0.005812159,0.904924064874649,17.30176,-0.001137496,3.0729365,0,17.71754,0.0076260683,4.3927606e-13,-0.005952036,3.065311,0.11435096,84.78318,743.5318542197344,35003.230095624924,226,0.3708553,28800.0,900.0,0.98,25920000.0,14.0,1.0078125
0.0,3.0,0.37394133,0.12762968,1.0460118,0.006395545563410172,0.0060320026,0.9105474650859833,17.11925,-0.059688736,3.0222087,0,17.480238,0.010888746,4.143731e-13,-0.06467473,3.0113196,0.114377804,88.08199,736.7668489048518,35159.58892226219,227,0.38242427,28928.0,900.0,1.12,26035200.0,14.0,1.1328125
0.0,3.0,0.32343692,0.12303867,1.0230212,0.006393957858121438,0.00688379,0.8842908516526222,17.446424,0.009652001,3.0575938,0,16.851377,0.017602472,4.3475477e-13,0.0037912326,3.0399914,0.11300299,86.349846,736.5839452555896,35315.98657488823,228,0.33220494,29056.0,900.0,1.12,26150400.0,14.0,1.0859375
0.0,3.0,0.32782304,0.11344133,1.029081,0.006441519087670444,0.006248042,0.8859193697571754,17.44133,0.043749556,3.0821693,0,17.689276,0.0075535937,4.647159e-13,0.038530596,3.0746157,0.1129094,84.6009,742.0629988996352,35471.2294588089,229,0.3342906,29184.0,900.0,1.12,26265600.0,14.0,1.1171875
0.0,3.0,0.32306576,0.10641349,0.9910646,0.006414751618723396,0.006231841,0.8839928582310677,17.450254,-0.009842249,3.0918105,0,17.667257,0.011390412,4.444895e-13,-0.015083025,3.08042,0.1123958,89.45879,738.9793864769352,35627.12014007568,230,0.32999527,29312.0,900.0,1.13,26380800.0,14.0,1.1328125
0.0,3.0,0.34619206,0.11653828,1.0361985,0.006410189556565752,0.0065377,0.8974702879786491,17.101345,-0.020496223,3.0703013,0,17.148336,0.003072014,4.3816548e-13,-0.025997724,3.067229,0.11526769,88.54208,738.4538369163747,35783.12176704407,231,0.3599836,29440.0,900.0,1.21,26496000.0,14.0,1.125
0.0,12.0,0.31784707,0.11998866,1.0385185,0.006388056256986773,0.008007355,0.8839746415615082,17.669802,-0.014134916,3.0831592,0,17.435736,0.019823698,4.579042e-13,-0.021103753,3.0633357,0.11582433,85.6975,735.9040808048762,35939.66390752792,232,0.34003478,29568.0,900.0,1.16,26611200.0,14.0,1.1875
0.0,3.0,0.3750984,0.16369729,1.0701355,0.006364152302087005,0.0073339944,0.904354602098465,17.354427,0.06153416,3.0782208,0,16.291803,0.008137815,4.5143265e-13,0.0552703,3.0700836,0.11894587,85.38091,733.150345200423,36096.794025182724,233,0.3846071,29696.0,900.0,1.19,26726400.0,14.0,1.234375
0.0,3.0,0.33621392,0.14685994,1.0503703,0.0063930570421117565,0.006792685,0.8884993195533752,17.927109,0.034210958,3.1258454,0,17.090645,0.01622021,4.5548916e-13,0.028468642,3.1096253,0.11689429,82.74341,736.4801712512743,36253.21371507645,234,0.3500697,29824.0,900.0,1.0,26841600.0,14.0,1.015625
0.0,3.0,0.28416395,0.13115403,0.989384,0.006408428203702297,0.0076270425,0.8342128992080688,18.587666,-0.03213971,3.2192972,0,18.15569,0.024631606,4.6524124e-13,-0.03877737,3.1946654,0.11931757,89.268,738.2509290665047,36409.25821900368,235,0.29304144,29952.0,900.0,1.25,26956800.0,14.0,1.203125
0.0,3.0,0.38854316,0.16494152,1.0418184,0.006370195463527257,0.007821178,0.915116548538208,17.277088,0.077007525,3.1192555,0,16.020378,-0.0023135908,4.6018137e-13,0.07022816,3.121569,0.11611956,77.3957,733.84651739834,36566.23927330971,236,0.39856014,30080.0,900.0,1.24,27072000.0,14.0,1.2578125
0.0,3.0,0.39957926,0.11368661,1.0274507,0.0064450944185532495,0.006762301,0.9181607738137245,17.815638,0.006926514,3.1479466,0,17.902874,0.012858822,4.69345e-13,0.0011916638,3.1350873,0.11769714,86.58963,742.4748770173343,36721.39603829384,237,0.41141978,30208.0,900.0,1.04,27187200.0,14.0,1.0
0.0,3.0,0.36172718,0.123687215,1.0049944,0.006464636660177098,0.0062744683,0.8969670534133911,17.86314,0.018808883,3.229086,0,17.51995,-0.00433203,4.793501e-13,0.013539409,3.2334177,0.11658172,86.12605,744.7261432524017,36876.08377289772,238,0.36319712,30336.0,900.0,0.95,27302400.0,14.0,0.9140625
0.0,3.0,0.38785774,0.11787392,1.036548,0.006467357245448674,0.007462241,0.9087516963481903,18.924417,-0.034063052,3.257881,0,19.54873,0.029484712,4.908263e-13,-0.040488746,3.228396,0.12257146,84.53217,745.0395546756873,37030.70643591881,239,0.40576723,30464.0,900.0,0.81,27417600.0,14.0,0.8359375
0.0,3.0,0.34278318,0.11562779,1.0206383,0.006520684532019337,0.006794978,0.8878976181149483,17.857456,0.041806735,3.2475061,0,17.725065,-0.008174447,4.5118954e-13,0.036032397,3.2556808,0.11528972,88.691986,751.1828580886277,37184.064568042755,240,0.34433654,30592.0,900.0,0.71,27532800.0,14.0,0.71875
0.0,13.0,0.38381198,0.0991105,1.0236907,0.006458389851697169,0.0073495684,0.9065847396850586,18.619844,-0.0849366,3.248862,0,19.69295,0.018894391,4.6463587e-13,-0.091262475,3.229968,0.12254473,90.43997,744.0065109155138,37338.90192270279,241,0.40094584,30720.0,900.0,0.91,27648000.0,14.0,0.96875
