#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1568654178.3939111}
r,l,t
3.0,900,113.667768
2.0,900,277.230925
2.0,900,439.822131
1.0,900,601.77755
3.0,900,763.377601
3.0,900,925.076463
2.0,900,1087.185517
0.0,900,1248.037605
0.0,900,1409.49353
2.0,900,1570.669436
3.0,900,1731.947723
2.0,900,1892.962311
2.0,900,2053.684213
0.0,900,2214.369521
3.0,900,2374.871749
0.0,900,2535.720824
10.0,900,2695.24791
0.0,900,2853.565414
3.0,900,3011.802098
0.0,900,3169.79365
2.0,900,3326.409875
1.0,900,3484.242658
3.0,900,3641.685403
0.0,900,3797.17741
0.0,900,3954.213179
1.0,900,4110.127601
0.0,900,4264.62585
1.0,900,4419.510044
1.0,900,4573.885375
0.0,900,4727.36289
3.0,900,4879.533445
0.0,900,5032.368219
1.0,900,5184.961555
3.0,900,5336.450676
1.0,900,5489.493459
0.0,900,5642.412182
2.0,900,5795.299352
0.0,900,5948.048628
0.0,900,6099.946437
1.0,900,6251.653404
2.0,900,6404.377336
0.0,900,6556.57787
1.0,900,6708.322449
2.0,900,6860.976609
0.0,900,7014.266533
1.0,900,7168.050611
1.0,900,7320.262158
2.0,900,7471.716412
1.0,900,7625.960605
2.0,900,7781.437643
0.0,900,7932.818662
0.0,900,8088.154977
0.0,900,8239.410948
1.0,900,8393.914844
0.0,900,8546.514005
0.0,900,8700.677941
0.0,900,8855.381737
3.0,900,9008.453599
2.0,900,9161.301042
0.0,900,9313.843395
1.0,900,9466.607548
3.0,900,9622.319414
0.0,900,9776.227789
2.0,900,9929.982716
0.0,900,10082.989458
2.0,900,10235.771437
0.0,900,10387.901507
1.0,900,10540.505606
2.0,900,10692.840757
0.0,900,10844.440096
0.0,900,10996.887359
0.0,900,11148.368219
2.0,900,11302.8646
2.0,900,11457.171725
0.0,900,11608.6982
2.0,900,11761.051389
2.0,900,11915.415683
2.0,900,12068.666019
0.0,900,12222.007959
0.0,900,12375.521403
2.0,900,12528.161772
0.0,900,12681.486195
1.0,900,12833.993461
2.0,900,12989.131387
1.0,900,13142.362359
2.0,900,13295.304179
1.0,900,13448.293734
0.0,900,13601.417904
0.0,900,13754.404406
0.0,900,13907.798582
0.0,900,14060.38241
1.0,900,14213.453359
1.0,900,14365.202775
2.0,900,14516.140735
0.0,900,14667.015737
2.0,900,14820.364797
0.0,900,14972.789631
0.0,900,15123.919963
1.0,900,15275.420368
0.0,900,15428.879424
2.0,900,15582.184352
1.0,900,15735.745503
1.0,900,15888.007657
0.0,900,16041.337434
0.0,900,16195.637367
0.0,900,16347.885139
0.0,900,16501.905615
0.0,900,16655.226483
0.0,900,16809.079681
0.0,900,16964.648952
0.0,900,17118.116737
2.0,900,17272.056342
0.0,900,17426.249634
0.0,900,17579.965404
2.0,900,17734.273043
3.0,900,17889.63335
0.0,900,18044.653203
2.0,900,18197.889343
1.0,900,18351.873625
0.0,900,18506.982107
3.0,900,18661.358945
3.0,900,18816.309668
2.0,900,18971.518952
0.0,900,19126.749549
0.0,900,19282.34646
0.0,900,19439.760334
0.0,900,19594.639179
0.0,900,19752.233637
2.0,900,19910.152212
2.0,900,20064.925278
0.0,900,20219.279529
2.0,900,20373.167107
0.0,900,20530.505063
2.0,900,20684.726565
1.0,900,20839.082241
0.0,900,20994.155098
2.0,900,21148.128921
2.0,900,21301.957659
0.0,900,21455.269584
2.0,900,21607.3558
2.0,900,21760.591817
0.0,900,21914.606151
3.0,900,22070.560764
2.0,900,22224.299563
2.0,900,22379.532732
2.0,900,22533.78543
0.0,900,22689.057379
2.0,900,22843.294269
2.0,900,22997.573401
1.0,900,23150.392639
0.0,900,23302.836614
0.0,900,23454.654438
2.0,900,23607.126496
2.0,900,23759.224677
0.0,900,23914.208521
0.0,900,24069.023726
0.0,900,24222.549557
1.0,900,24376.748956
0.0,900,24530.225171
0.0,900,24683.934283
0.0,900,24837.689545
0.0,900,24991.86132
0.0,900,25145.214139
1.0,900,25299.432712
0.0,900,25453.430037
0.0,900,25609.941699
2.0,900,25766.149259
0.0,900,25922.553618
0.0,900,26077.724818
0.0,900,26232.802731
0.0,900,26388.925977
0.0,900,26543.566935
2.0,900,26698.816496
0.0,900,26853.341114
2.0,900,27009.263315
0.0,900,27163.969024
3.0,900,27318.723523
0.0,900,27474.329527
2.0,900,27630.164343
2.0,900,27784.520648
0.0,900,27936.90016
0.0,900,28091.053478
3.0,900,28245.457592
2.0,900,28400.393422
0.0,900,28555.213288
2.0,900,28709.03182
0.0,900,28862.891436
1.0,900,29016.577554
2.0,900,29170.145374
0.0,900,29325.252752
0.0,900,29479.660745
1.0,900,29635.981553
0.0,900,29791.961507
0.0,900,29947.696354
3.0,900,30104.151385
3.0,900,30260.77173
1.0,900,30418.207021
1.0,900,30574.935575
2.0,900,30732.083647
0.0,900,30887.961501
2.0,900,31044.005395
2.0,900,31200.203846
2.0,900,31356.956088
0.0,900,31514.693532
2.0,900,31671.200186
2.0,900,31827.889376
1.0,900,31985.128778
2.0,900,32141.030899
2.0,900,32297.96936
2.0,900,32456.143725
1.0,900,32613.357459
1.0,900,32770.610697
