total_secs,advstd,advmean,opt_feat_var,recent_best_ext_ret,ev,opt_tot,opt_ent,ups,retstd,opt_approxkl,n_updates,opt_clipfrac,retmean,opt_vf,rank,opt_pg,opt_dyn_loss,vpredstd,vpredmean,opt_aux,tps,rew_mean,epcount,eprew_recent,tcount,eprew,eplen,best_ext_ret
72159.72969222069,0.12542354,0.022437017,50.95067,12.0,0.050634801387786865,-0.052988958,0.6295156,0.017979142996630025,0.12872484,1.1325837e-12,1303,0.0,4.8486953,0.008011543,0,-0.060370985,18.727253,0.102322474,4.8262587,0.052471627,294.57027885678633,18.621418,94848.0,1.8828125,21340800.0,1.91,225.0,24.0
72214.95340633392,0.10077855,-0.027813347,47.209156,,-0.12052035331726074,0.067512944,0.6248439,0.018108162698899852,0.09520466,1.2326489e-12,1304,0.0,4.864773,0.0053620264,0,0.06277576,17.137724,0.091955416,4.8925858,0.02105863,296.68413765877517,17.351337,94848.0,1.8828125,21340800.0,1.91,225.0,24.0
72271.13302445412,0.120304875,-0.0048227184,49.14233,13.0,0.00951772928237915,0.038531788,0.6457028,0.017800049794937198,0.12088151,1.3452829e-12,1305,0.0,4.8584495,0.0071788854,0,0.03199861,17.842571,0.094274595,4.8632727,0.06237449,291.63601584025105,18.070576,94976.0,1.609375,21369600.0,1.65,225.0,24.0
72326.60374903679,0.10172694,-0.026446337,50.66139,,-0.12002766132354736,0.073950835,0.59979594,0.018027527268183168,0.096121736,1.4193549e-12,1306,0.0,4.878216,0.005911842,0,0.06863879,17.223377,0.09571945,4.904662,0.020408543,295.363006761913,17.480347,94976.0,1.609375,21369600.0,1.65,225.0,24.0
72383.00942826271,0.11644872,-0.003433897,50.708153,4.0,0.044812679290771484,0.091039605,0.6228212,0.017728711252544282,0.11914902,1.2449139e-12,1307,0.0,4.828286,0.0068153767,0,0.084847055,18.119244,0.094671175,4.8317204,0.06271864,290.4672051616855,18.34998,95104.0,1.6328125,21398400.0,1.65,225.0,24.0
72438.62365889549,0.123988815,0.01652221,49.672142,12.0,-0.07395708560943604,0.16640845,0.5972488,0.017981009331999045,0.11964349,1.1386598e-12,1308,0.0,4.8972526,0.008845704,0,0.15816,18.089582,0.09677839,4.88073,0.047918513,294.60085689547236,18.609777,95232.0,1.6328125,21427200.0,1.62,225.0,24.0
72494.01365423203,0.10239235,-0.02208829,51.50549,,-0.05230391025543213,0.010608785,0.6521732,0.01805380184497773,0.09981526,1.1075616e-12,1309,0.0,4.8704777,0.005813049,0,0.0054479092,17.546202,0.09851416,4.8925657,0.024016604,295.79348942811515,17.510855,95232.0,1.6328125,21427200.0,1.62,225.0,24.0
72549.730656147,0.1181174,0.0010073853,49.72339,13.0,0.02555757761001587,-0.0033539194,0.6167623,0.017947842949733027,0.11965636,1.2694432e-12,1310,0.0,4.8575935,0.0067193382,0,-0.009456495,17.94925,0.09608959,4.8565865,0.05315051,294.0574588884259,18.140707,95360.0,1.796875,21456000.0,1.77,225.0,24.0
72605.65778589249,0.10133227,-0.022974113,50.409416,,-0.1028667688369751,0.007845031,0.6148186,0.017880409821688707,0.09649087,1.1857197e-12,1311,0.0,4.8221235,0.00632583,0,0.0021340195,17.563614,0.09584357,4.8450975,0.03402387,292.95263451854777,17.309402,95360.0,1.796875,21456000.0,1.77,225.0,24.0
72661.32557606697,0.12636568,0.014166369,49.12795,10.0,0.02453029155731201,0.028636513,0.5983885,0.017963709298781497,0.12794468,1.2610923e-12,1312,0.0,4.8348327,0.0075683217,0,0.021666579,18.18443,0.09834038,4.8206663,0.04257983,294.31741315123605,18.30974,95488.0,1.78125,21484800.0,1.79,225.0,24.0
72716.60676836967,0.10524943,-0.00995908,53.579716,,0.03661322593688965,-0.021416409,0.63704836,0.018089334877661258,0.10723076,1.2370841e-12,1313,0.0,4.854849,0.006077875,0,-0.026857235,17.7622,0.09687588,4.8648076,0.018521078,296.37566263560205,17.750324,95488.0,1.78125,21484800.0,1.79,225.0,24.0
72772.20502996445,0.117160775,0.01598167,49.755447,10.0,-0.006932973861694336,-0.04633661,0.64544696,0.017986173871559062,0.11675674,1.1860194e-12,1314,0.0,4.8040476,0.007275142,0,-0.052966304,18.45534,0.091693014,4.788066,0.03966782,294.6854727116237,18.487846,95616.0,1.7890625,21513600.0,1.8,225.0,24.0
72827.87396454811,0.120417275,0.009589585,51.939148,4.0,-0.15721285343170166,0.08088833,0.6467768,0.01796334001142264,0.111939184,1.2032229e-12,1315,0.0,4.8780637,0.0066581676,0,0.07487694,18.03919,0.09155451,4.868474,0.03773413,294.3113627471485,18.308132,95744.0,1.6328125,21542400.0,1.6,225.0,24.0
72883.74536085129,0.10798712,0.001136989,52.41973,,0.056934893131256104,-0.09203224,0.65734464,0.017898246082372195,0.11119906,1.206349e-12,1316,0.0,4.8466234,0.00796538,0,-0.099340275,18.233568,0.10045496,4.845486,0.02800957,293.24486381358605,17.851181,95744.0,1.6328125,21542400.0,1.6,225.0,24.0
72939.20503306389,0.12015613,0.011300723,53.509624,12.0,0.022707700729370117,-0.045556545,0.6728128,0.018031119912980575,0.12154405,1.294113e-12,1317,0.0,4.8748035,0.0069944505,0,-0.05187818,18.408276,0.09966049,4.8635025,0.04013562,295.42186865427374,18.434378,95872.0,1.9453125,21571200.0,1.99,225.0,24.0
72994.46333694458,0.10052329,-0.022562806,51.943813,,-0.05828201770782471,-0.004675679,0.6540313,0.018096827621765316,0.09771607,1.3444658e-12,1318,0.0,4.906219,0.0051374966,0,-0.009159144,17.582123,0.09430583,4.928782,0.0159107,296.49842375500293,17.591644,95872.0,1.9453125,21571200.0,1.99,225.0,24.0
73050.0688829422,0.122056544,0.0076798983,51.809753,11.0,-0.038752079010009766,0.025181763,0.6577034,0.017983817658094897,0.11975815,1.2220408e-12,1319,0.0,4.906658,0.006884087,0,0.01895538,18.175455,0.09147426,4.8989787,0.04372992,294.6468685102268,18.408867,96000.0,1.71875,21600000.0,1.63,225.0,24.0
73105.56313300133,0.09728385,-0.03689024,52.645576,,-0.5820943117141724,0.017923806,0.6481558,0.01801988492383488,0.07734363,1.1174262e-12,1320,0.0,4.8706455,0.0058590504,0,0.012712911,17.25046,0.08472168,4.9075356,0.018689116,295.2377945921107,17.18539,96000.0,1.71875,21600000.0,1.63,225.0,24.0
73161.64209866524,0.120275475,0.00057497714,49.21348,12.0,0.06157183647155762,-0.05660704,0.65099484,0.017831997936501857,0.12415854,1.1526385e-12,1321,0.0,4.827183,0.007892649,0,-0.0638487,18.13881,0.0933362,4.8266077,0.06466554,292.15945419164643,18.098593,96128.0,1.875,21628800.0,1.92,225.0,24.0
73216.73015928268,0.1268703,0.0019544936,53.241447,13.0,-0.076363205909729,0.08014857,0.6733227,0.018152753768995285,0.12228708,1.1913016e-12,1322,0.0,4.8868465,0.009906529,0,0.070915364,17.844973,0.093694195,4.8848925,0.028825643,297.41471775121875,18.138203,96256.0,1.796875,21657600.0,1.8,225.0,24.0
