#{"t_start": 1568400185.5318525, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
2.0,225,104.633705
0.0,225,205.714672
12.0,225,307.021371
2.0,225,408.224211
2.0,225,500.645489
2.0,225,602.01902
12.0,225,702.766454
0.0,225,803.632352
2.0,225,895.576493
2.0,225,996.325534
2.0,225,1096.639564
2.0,225,1196.827548
1.0,225,1288.088533
3.0,225,1388.034372
3.0,225,1487.586808
3.0,225,1587.148019
3.0,225,1678.302932
3.0,225,1778.017279
0.0,225,1877.917971
2.0,225,1977.12965
3.0,225,2068.147232
10.0,225,2167.66309
2.0,225,2267.009578
3.0,225,2366.612602
2.0,225,2457.472844
2.0,225,2556.701369
3.0,225,2656.157817
2.0,225,2755.502239
3.0,225,2845.974715
0.0,225,2944.7889
3.0,225,3043.794413
1.0,225,3142.963482
2.0,225,3241.989774
0.0,225,3332.466093
2.0,225,3431.767761
2.0,225,3530.682454
0.0,225,3629.974271
3.0,225,3720.389441
2.0,225,3819.366521
2.0,225,3918.085823
3.0,225,4017.270799
2.0,225,4107.49656
0.0,225,4206.318971
3.0,225,4305.61682
2.0,225,4404.800404
2.0,225,4497.165878
3.0,225,4596.811003
3.0,225,4695.427203
12.0,225,4794.720434
2.0,225,4884.839676
2.0,225,4984.664376
2.0,225,5083.720643
1.0,225,5182.409208
12.0,225,5272.867442
0.0,225,5371.672744
1.0,225,5470.779545
2.0,225,5570.152293
3.0,225,5659.95305
2.0,225,5758.59545
2.0,225,5857.830255
2.0,225,5956.79943
2.0,225,6047.504902
2.0,225,6146.846326
1.0,225,6246.621846
2.0,225,6347.252033
3.0,225,6446.936478
1.0,225,6538.03948
2.0,225,6637.935855
3.0,225,6737.772656
2.0,225,6837.720415
0.0,225,6928.803854
0.0,225,7028.618639
1.0,225,7128.681418
2.0,225,7228.955215
2.0,225,7319.582079
0.0,225,7419.720136
2.0,225,7519.156709
2.0,225,7618.751578
2.0,225,7709.515808
0.0,225,7808.786762
2.0,225,7907.98336
2.0,225,8006.768146
2.0,225,8097.686513
2.0,225,8196.332848
2.0,225,8295.109197
2.0,225,8394.360856
2.0,225,8484.915347
3.0,225,8583.446779
10.0,225,8682.329255
1.0,225,8781.244795
3.0,225,8871.282177
1.0,225,8969.955342
3.0,225,9069.571009
1.0,225,9168.421015
2.0,225,9259.003967
2.0,225,9358.250807
2.0,225,9457.474019
3.0,225,9556.299212
2.0,225,9655.629267
0.0,225,9745.766642
2.0,225,9844.820315
3.0,225,9943.727636
0.0,225,10043.587255
2.0,225,10133.911603
2.0,225,10232.794886
3.0,225,10331.608042
2.0,225,10430.486821
0.0,225,10520.610798
1.0,225,10619.498833
0.0,225,10718.24395
0.0,225,10816.96384
0.0,225,10907.204332
0.0,225,11006.417799
2.0,225,11105.715531
3.0,225,11204.390202
2.0,225,11294.577703
3.0,225,11393.33025
3.0,225,11491.91334
0.0,225,11590.247253
0.0,225,11679.389843
0.0,225,11777.992505
3.0,225,11876.326116
3.0,225,11974.629954
2.0,225,12064.147939
0.0,225,12161.655147
3.0,225,12259.766888
2.0,225,12358.39728
3.0,225,12448.217413
2.0,225,12546.097126
0.0,225,12644.415684
2.0,225,12742.716422
2.0,225,12840.35588
2.0,225,12930.080218
0.0,225,13028.409967
3.0,225,13126.295461
1.0,225,13224.925289
0.0,225,13314.508722
2.0,225,13412.507136
1.0,225,13511.097874
0.0,225,13609.121076
1.0,225,13698.59754
3.0,225,13797.901072
3.0,225,13896.405643
2.0,225,13995.829983
2.0,225,14086.071057
10.0,225,14184.837893
2.0,225,14283.854741
2.0,225,14383.159967
3.0,225,14472.792396
3.0,225,14571.841744
1.0,225,14670.394659
3.0,225,14769.833055
3.0,225,14860.484712
0.0,225,14959.663675
0.0,225,15058.294319
4.0,225,15157.929317
0.0,225,15247.899885
1.0,225,15346.804458
2.0,225,15445.857619
0.0,225,15544.247955
3.0,225,15642.874035
2.0,225,15732.935822
0.0,225,15831.402905
0.0,225,15929.92314
2.0,225,16028.424598
2.0,225,16118.380901
2.0,225,16217.027716
3.0,225,16316.40562
1.0,225,16415.271005
0.0,225,16505.199122
0.0,225,16603.708432
2.0,225,16701.942324
0.0,225,16799.89246
2.0,225,16889.773126
3.0,225,16988.246939
0.0,225,17086.516511
2.0,225,17184.692122
2.0,225,17274.616627
0.0,225,17372.979103
2.0,225,17471.417601
3.0,225,17570.118733
2.0,225,17660.022547
2.0,225,17758.510982
3.0,225,17857.813623
13.0,225,17956.474443
3.0,225,18046.694828
2.0,225,18145.666536
2.0,225,18244.187291
0.0,225,18342.229638
2.0,225,18431.874892
2.0,225,18529.918482
4.0,225,18627.96728
1.0,225,18725.800323
2.0,225,18823.90517
2.0,225,18912.923295
0.0,225,19010.870731
3.0,225,19108.856512
3.0,225,19207.187866
2.0,225,19296.551701
2.0,225,19395.409979
2.0,225,19494.193411
2.0,225,19592.47441
3.0,225,19681.446995
0.0,225,19779.450253
0.0,225,19877.676607
