opt_clipfrac,rank,advmean,rew_mean,ups,retmean,n_updates,opt_vf,retstd,ev,tps,total_secs,vpredstd,advstd,opt_approxkl,opt_aux,opt_pg,opt_tot,recent_best_ext_ret,vpredmean,opt_ent,opt_feat_var,opt_dyn_loss,eplen,eprew_recent,best_ext_ret,epcount,tcount,eprew
0.0,0,0.70648235,0.16262108,0.012049015058091606,0.58117664,1,0.2879979,0.20343803,-0.11184203624725342,197.41106271177287,82.99433255195618,0.05676407,0.21451303,1.066508e-14,1.8062108,-0.09272675,0.1934824,,-0.12530568,1.7887487,0.019180734,0.1670801,,,,,,
0.0,0,0.3784536,0.10659539,0.014196594248309633,0.9891906,2,0.1011914,0.2087629,0.28216129541397095,232.59700016430503,153.43376207351685,0.109126695,0.17687513,8.743006e-15,1.5774716,-0.1643191,-0.06491496,14.0,0.610737,1.7872671,0.07734796,0.11468574,225.0,2.4609375,14.0,128.0,28800.0,2.03
