#{"t_start": 1568228451.6697516, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
3.0,225,100.750794
4.0,225,198.946002
3.0,225,296.920928
1.0,225,395.267003
12.0,225,487.917434
0.0,225,591.449551
2.0,225,694.690645
2.0,225,797.330458
3.0,225,891.460265
3.0,225,994.456331
2.0,225,1096.92253
3.0,225,1199.565543
3.0,225,1291.925262
0.0,225,1388.40799
0.0,225,1485.002135
0.0,225,1580.999113
0.0,225,1668.684877
0.0,225,1764.248796
1.0,225,1860.704635
0.0,225,1956.614007
2.0,225,2043.689186
2.0,225,2139.282302
0.0,225,2235.818582
3.0,225,2332.035105
0.0,225,2419.691687
3.0,225,2515.603781
0.0,225,2612.037153
2.0,225,2707.689185
2.0,225,2795.069257
2.0,225,2890.781732
0.0,225,2986.95316
2.0,225,3081.953376
2.0,225,3177.047805
2.0,225,3263.849478
3.0,225,3359.713201
3.0,225,3455.758559
10.0,225,3551.954169
2.0,225,3639.605762
2.0,225,3735.70974
2.0,225,3832.073454
0.0,225,3928.315149
2.0,225,4015.998979
3.0,225,4112.319179
0.0,225,4208.509979
2.0,225,4304.500252
0.0,225,4392.137717
2.0,225,4488.047795
3.0,225,4583.893093
2.0,225,4680.469797
0.0,225,4768.24204
2.0,225,4864.69301
0.0,225,4960.853246
3.0,225,5056.852014
2.0,225,5144.259716
2.0,225,5240.117827
3.0,225,5336.712615
2.0,225,5432.775411
0.0,225,5520.272134
2.0,225,5616.521888
0.0,225,5712.330981
2.0,225,5808.532019
2.0,225,5895.500567
2.0,225,5991.317725
3.0,225,6087.24238
3.0,225,6183.392635
1.0,225,6278.969724
3.0,225,6366.475669
0.0,225,6462.387525
11.0,225,6558.266627
3.0,225,6654.634093
3.0,225,6742.311419
2.0,225,6838.464594
0.0,225,6934.455033
0.0,225,7030.567192
2.0,225,7118.218261
0.0,225,7214.479636
4.0,225,7310.821994
2.0,225,7407.217894
2.0,225,7494.760027
3.0,225,7590.910006
2.0,225,7686.758996
2.0,225,7783.158619
3.0,225,7870.579341
3.0,225,7966.768484
2.0,225,8062.817959
3.0,225,8158.79705
3.0,225,8245.988502
3.0,225,8341.412314
3.0,225,8437.402206
0.0,225,8533.765025
2.0,225,8621.13517
0.0,225,8717.108858
2.0,225,8812.945466
3.0,225,8908.588791
0.0,225,8995.765534
2.0,225,9091.693711
0.0,225,9187.459833
2.0,225,9283.211401
2.0,225,9379.25509
0.0,225,9466.040766
2.0,225,9561.653447
2.0,225,9657.533671
0.0,225,9752.924233
2.0,225,9839.283134
2.0,225,9934.819693
2.0,225,10030.251055
0.0,225,10125.926293
2.0,225,10213.399179
3.0,225,10309.457115
0.0,225,10405.597023
0.0,225,10501.326534
2.0,225,10589.335945
3.0,225,10685.71048
2.0,225,10781.969536
2.0,225,10877.982432
2.0,225,10965.280304
0.0,225,11063.579992
3.0,225,11165.049117
0.0,225,11266.970576
0.0,225,11359.697467
2.0,225,11461.54869
0.0,225,11564.067709
1.0,225,11665.883929
2.0,225,11758.368594
2.0,225,11860.658782
0.0,225,11961.446887
0.0,225,12062.432318
0.0,225,12155.059057
2.0,225,12257.182358
0.0,225,12357.938763
0.0,225,12459.879172
0.0,225,12561.228023
0.0,225,12655.271142
2.0,225,12757.886434
3.0,225,12860.1874
0.0,225,12961.190555
0.0,225,13053.26035
0.0,225,13154.062042
0.0,225,13255.202447
0.0,225,13356.705654
0.0,225,13451.083354
0.0,225,13552.833966
10.0,225,13654.892498
0.0,225,13756.935097
0.0,225,13850.311945
2.0,225,13952.642331
2.0,225,14058.194449
2.0,225,14166.166906
0.0,225,14265.579367
0.0,225,14373.425218
2.0,225,14481.06721
0.0,225,14589.700377
0.0,225,14689.393162
2.0,225,14799.257012
0.0,225,14908.429365
0.0,225,15017.80554
2.0,225,15118.30673
2.0,225,15227.52513
2.0,225,15336.824734
0.0,225,15444.229193
2.0,225,15552.761938
2.0,225,15652.177478
3.0,225,15760.943287
3.0,225,15869.310365
10.0,225,15977.446949
2.0,225,16076.52721
0.0,225,16184.558107
0.0,225,16292.371424
2.0,225,16400.555116
1.0,225,16500.60965
2.0,225,16608.587886
3.0,225,16716.672142
3.0,225,16824.430663
0.0,225,16923.897099
2.0,225,17031.858739
2.0,225,17140.194841
2.0,225,17248.550827
2.0,225,17347.780489
0.0,225,17455.614583
2.0,225,17563.337768
0.0,225,17671.565437
2.0,225,17770.513708
2.0,225,17878.657763
0.0,225,17986.627071
1.0,225,18095.066523
0.0,225,18194.23589
0.0,225,18301.471644
2.0,225,18408.954286
0.0,225,18516.539498
2.0,225,18615.548369
2.0,225,18723.027233
2.0,225,18830.140846
0.0,225,18937.861055
0.0,225,19045.917182
2.0,225,19145.858881
2.0,225,19253.903063
3.0,225,19361.490851
3.0,225,19469.775867
0.0,225,19569.107787
0.0,225,19676.962561
2.0,225,19785.48664
2.0,225,19893.537594
2.0,225,19993.766087
3.0,225,20102.16882
0.0,225,20210.599086
0.0,225,20319.111974
0.0,225,20418.86594
