#{"t_start": 1568228451.459263, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
1.0,225,100.923491
1.0,225,199.112955
1.0,225,297.089589
2.0,225,395.436179
2.0,225,487.942392
2.0,225,591.619549
2.0,225,694.844919
2.0,225,797.491058
0.0,225,891.623496
2.0,225,994.636261
12.0,225,1097.091361
2.0,225,1199.733757
5.0,225,1292.092486
3.0,225,1388.58964
0.0,225,1485.175979
3.0,225,1581.16204
0.0,225,1668.868859
0.0,225,1764.416246
0.0,225,1860.872701
2.0,225,1956.780302
2.0,225,2043.848177
3.0,225,2139.457256
3.0,225,2235.989417
2.0,225,2332.196856
2.0,225,2419.861568
2.0,225,2515.777266
2.0,225,2612.203823
0.0,225,2707.870953
2.0,225,2795.234611
0.0,225,2890.95125
2.0,225,2987.124288
2.0,225,3082.133941
2.0,225,3177.218367
3.0,225,3264.010191
2.0,225,3359.893592
10.0,225,3455.929397
3.0,225,3552.116728
0.0,225,3639.792327
2.0,225,3735.886907
0.0,225,3832.24348
3.0,225,3928.494145
4.0,225,4016.172815
11.0,225,4112.479295
2.0,225,4208.680782
1.0,225,4304.67029
2.0,225,4392.307926
0.0,225,4488.229211
1.0,225,4584.069547
3.0,225,4680.629579
0.0,225,4768.413087
2.0,225,4864.864573
2.0,225,4961.021042
0.0,225,5057.022701
1.0,225,5144.433457
2.0,225,5240.29245
0.0,225,5336.896826
0.0,225,5432.955983
3.0,225,5520.441667
0.0,225,5616.693448
0.0,225,5712.49811
0.0,225,5808.690032
2.0,225,5895.680341
0.0,225,5991.489745
2.0,225,6087.428132
2.0,225,6183.559071
2.0,225,6279.135793
2.0,225,6366.655109
0.0,225,6462.563896
0.0,225,6558.440643
0.0,225,6654.800504
1.0,225,6742.486779
2.0,225,6838.641762
0.0,225,6934.635346
0.0,225,7030.746038
2.0,225,7118.427623
3.0,225,7214.640732
1.0,225,7310.993387
1.0,225,7407.40902
2.0,225,7494.922706
2.0,225,7591.071142
2.0,225,7686.938552
2.0,225,7783.330956
10.0,225,7870.75755
2.0,225,7966.933401
2.0,225,8062.979123
3.0,225,8158.969771
2.0,225,8246.167828
1.0,225,8341.589654
10.0,225,8437.571992
0.0,225,8533.927466
2.0,225,8621.316002
0.0,225,8717.287462
0.0,225,8813.134062
1.0,225,8908.76175
2.0,225,8995.929497
2.0,225,9091.852072
0.0,225,9187.633813
0.0,225,9283.395414
2.0,225,9379.423015
