retstd,ev,opt_ent,opt_clipfrac,opt_aux,rank,opt_feat_var,n_updates,opt_vf,vpredmean,advmean,recent_best_ext_ret,opt_dyn_loss,total_secs,opt_approxkl,vpredstd,retmean,rew_mean,opt_tot,advstd,opt_pg,tps,ups,eplen,best_ext_ret,epcount,eprew,eprew_recent,tcount
0.25799006,0.358192503452301,1.383232,0.0,0.48299223,0,12.43039,37,0.024645796,3.1007333,0.018595716,10.0,5.9346733,2055.221953868866,9.542168e-14,0.20554711,3.119329,5.9393682,0.028009154,0.20668328,0.00474659,308.32164037191427,0.018818459495356096,225.0,23.0,2688.0,1.89,1.8203125,604800.0
0.25461888,0.3550660014152527,1.3623687,0.0,0.44404584,0,11.788574,38,0.021829892,3.1391332,0.025963755,,5.7439704,2108.5221524238586,9.0132166e-14,0.21723989,3.165097,5.866964,0.09315108,0.20447879,0.07268355,307.39097497161754,0.018761656187232516,225.0,23.0,2688.0,1.89,1.8203125,604800.0
0.2507482,0.32707828283309937,1.3531829,0.0,0.5075424,0,12.190023,39,0.023441937,3.097689,0.016468903,14.0,6.0209227,2161.8487038612366,9.998117e-14,0.20299605,3.114158,6.249517,0.063277125,0.20569327,0.041188374,307.23906868869904,0.018752384563519228,225.0,23.0,2816.0,1.81,1.9140625,633600.0
0.24699482,0.3580666780471802,1.338515,0.0,0.4392647,0,11.904941,40,0.022461342,3.0481877,0.050123606,,5.7526054,2215.541902780533,9.4626686e-14,0.20071363,3.0983114,6.437248,0.17056715,0.19789408,0.14944433,305.14106683466605,0.018624332692545535,225.0,23.0,2816.0,1.81,1.9140625,633600.0
0.22995317,0.2522948980331421,1.3564413,0.0,0.49306864,0,12.355794,41,0.018399496,3.0601652,0.009553684,14.0,6.101685,2269.3473370075226,1.0595489e-13,0.200225,3.0697188,6.42887,0.15529963,0.19884038,0.13825658,304.50455860797604,0.0185854833134751,225.0,23.0,2944.0,2.55,2.484375,662400.0
0.23843409,0.3363302946090698,1.278578,0.0,0.37109065,0,13.965853,42,0.01971333,3.1332788,0.030436557,,6.3757067,2322.612323284149,9.727908e-14,0.2006096,3.1637154,6.8189173,0.2013382,0.19424254,0.18290345,307.5941841965615,0.018774059094028413,225.0,23.0,2944.0,2.55,2.484375,662400.0
0.23032376,0.23678135871887207,1.2934027,0.0,0.44603333,0,14.029575,43,0.024177684,3.1083143,0.02196341,15.0,7.1314483,2376.4505093097687,1.01705536e-13,0.20922686,3.1302779,6.8213167,-0.031838812,0.20121633,-0.05472309,304.31931700305597,0.018574177063174803,225.0,23.0,3072.0,2.36,2.4296875,691200.0
0.20505455,0.2191908359527588,1.2994477,0.0,0.46330464,0,15.018547,44,0.021350339,3.0892026,0.027868668,12.0,7.359486,2430.0621247291565,1.02034714e-13,0.17036106,3.1170712,7.2981167,0.08201558,0.18119317,0.06196469,305.60541539054196,0.018652674279207884,225.0,23.0,3200.0,2.38,2.3671875,720000.0
0.21320538,0.2548092007637024,1.2992792,0.0,0.42990625,0,15.0057125,45,0.01648069,3.0707996,0.014601646,,6.6897216,2483.4440512657166,1.0558542e-13,0.17602453,3.085401,6.7917237,0.08547434,0.18404834,0.07029293,306.92035793760596,0.018732932003027707,225.0,23.0,3200.0,2.38,2.3671875,720000.0
0.21653529,0.2460229992866516,1.3200505,0.0,0.44888556,0,16.432858,46,0.024457423,2.9972358,0.059407532,13.0,7.993088,2536.973619699478,1.0954039e-13,0.17766863,3.0566432,7.689814,-0.07076956,0.1880216,-0.09390694,306.0738294625678,0.01868126400528368,225.0,23.0,3328.0,2.34,2.4296875,748800.0
0.23121643,0.33012205362319946,1.3042575,0.0,0.3970996,0,16.362253,47,0.019851375,3.0270693,0.054735314,,7.7591133,2590.514018058777,1.1082494e-13,0.17454869,3.0818048,7.863117,0.01778777,0.18924157,-0.0007593483,306.01191814170517,0.018677485238141184,225.0,23.0,3328.0,2.34,2.4296875,748800.0
0.21199584,0.26804614067077637,1.3009886,0.0,0.38198155,0,16.07277,48,0.0153351035,3.06959,0.026680328,12.0,7.1066704,2644.0624980926514,1.0346887e-13,0.171367,3.0962706,7.7480736,0.296533,0.18137155,0.28249887,305.9657340345713,0.018674666383946003,225.0,23.0,3456.0,2.44,2.5,777600.0
0.23027454,0.35131508111953735,1.3081228,0.0,0.39191175,0,17.311623,49,0.016470244,3.211715,0.036184534,,7.942369,2697.1099650859833,1.1157153e-13,0.18386535,3.2478995,8.312855,0.16799426,0.18546537,0.15283215,308.8554633920499,0.01885104146679992,225.0,23.0,3456.0,2.44,2.5,777600.0
0.234993,0.22947996854782104,1.2830932,0.0,0.42123175,0,17.809376,50,0.023120465,3.3103852,0.002976179,14.0,8.20618,2750.6016952991486,1.1630158e-13,0.20850886,3.3133616,8.503199,0.078726836,0.20627515,0.056889467,306.29033562215193,0.018694478492562984,225.0,23.0,3584.0,2.83,2.5546875,806400.0
0.20776285,0.2760118842124939,1.2106861,0.0,0.33225548,0,17.963703,51,0.015975097,3.3316875,0.000561486,14.0,8.199956,2803.8838675022125,1.2583016e-13,0.18200494,3.332249,8.7528,0.16860151,0.1767802,0.1538371,307.49497106759935,0.018768003605200156,225.0,23.0,3712.0,2.32,2.2109375,835200.0
0.22465377,0.3286973237991333,1.2232224,0.0,0.32568762,0,19.07063,52,0.018683646,3.422839,-0.0010349595,,9.219841,2857.366126060486,1.2963248e-13,0.19060455,3.421804,8.615515,-0.1505395,0.18406571,-0.16799992,306.3445793364969,0.01869778926614361,225.0,23.0,3712.0,2.32,2.2109375,835200.0
0.23107363,0.3610442876815796,1.1999888,0.0,0.32264864,0,20.268358,53,0.016838023,3.487363,-0.03914229,10.0,8.76359,2910.6515209674835,1.3410636e-13,0.20985757,3.4482207,8.846966,0.073337175,0.18470803,0.057699144,307.47637375299587,0.018766868515197502,225.0,23.0,3840.0,1.86,1.9453125,864000.0
0.2009396,0.32199376821517944,1.2216696,0.0,0.3242285,0,21.046585,54,0.014207139,3.3742409,0.00509735,,9.14598,2964.083101272583,1.3203491e-13,0.16525614,3.3793383,9.1998625,-0.011060565,0.16545595,-0.024046034,306.6351379922843,0.018715523559099383,225.0,23.0,3840.0,1.86,1.9453125,864000.0
0.21680427,0.3030517101287842,1.2156987,0.0,0.35205042,0,20.049822,55,0.017437203,3.3547783,-0.012667995,11.0,9.5178995,3017.472048521042,1.3603409e-13,0.18132025,3.3421102,9.452355,0.049674004,0.18099564,0.0334525,306.8799975349382,0.018730468599544567,225.0,23.0,3968.0,1.86,1.859375,892800.0
0.21521018,0.3648573160171509,1.2273693,0.0,0.28728127,0,22.28596,56,0.014096894,3.331879,0.0055504236,,9.509343,3070.1141657829285,1.321519e-13,0.1754792,3.3374293,9.635034,0.056422744,0.17151357,0.04355322,311.2336823097762,0.018996196430040052,225.0,23.0,3968.0,1.86,1.859375,892800.0
0.21834688,0.24274307489395142,1.2308533,0.0,0.2954607,0,23.160355,57,0.0195804,3.3670325,0.0070473794,13.0,9.75956,3123.20578289032,1.417351e-13,0.17778838,3.3740797,10.040628,0.08619439,0.19000657,0.06784484,308.59862427733503,0.018835365251302187,225.0,23.0,4096.0,1.83,1.796875,921600.0
0.22934346,0.37290799617767334,1.1963277,0.0,0.30639303,0,23.459953,58,0.0184731,3.3860717,0.035840634,,10.873376,3175.677765607834,1.3432749e-13,0.18441136,3.4219122,10.9095545,-0.03665091,0.18161511,-0.053927682,312.2428227689473,0.019057789475643756,225.0,23.0,4096.0,1.83,1.796875,921600.0
0.21222939,0.29332149028778076,1.20648,0.0,0.4043233,0,23.097397,59,0.0150945475,3.3446627,0.026685752,13.0,10.773912,3229.0988912582397,1.4427226e-13,0.18844385,3.3713484,10.773338,0.03681751,0.17840888,0.022929441,306.6951472947017,0.018719186236248884,225.0,23.0,4224.0,2.15,2.125,950400.0
0.21166243,0.24729448556900024,1.206533,0.0,0.32757992,0,22.523834,60,0.018252183,3.48795,-0.03127805,13.0,9.946165,3282.1980397701263,1.2983736e-13,0.20657566,3.4566717,10.674026,0.12659688,0.18363537,0.10955123,308.55485368719866,0.01883269370649406,225.0,23.0,4352.0,1.87,2.1328125,979200.0
0.19817743,0.33644747734069824,1.1963055,0.0,0.28970426,0,23.578468,61,0.012927674,3.3977475,-0.0047198953,,10.7042885,3335.640998840332,1.6418052e-13,0.17614377,3.3930278,10.771885,-0.017312061,0.16143282,-0.029043429,306.56985101586633,0.018711538758292623,225.0,23.0,4352.0,1.87,2.1328125,979200.0
0.1900918,0.20718687772750854,1.1704996,0.0,0.3731902,0,23.198284,62,0.014264755,3.2714143,0.0062111057,3.0,10.937162,3389.0715086460114,1.6392133e-13,0.17280065,3.277625,11.18564,0.14213246,0.16925783,0.1290382,306.64128153721055,0.018715898531323886,225.0,23.0,4480.0,1.56,1.6328125,1008000.0
0.18041737,0.2313501238822937,1.1578374,0.0,0.28260943,0,24.371902,63,0.012661304,3.327346,-0.0013707392,,10.89498,3442.197472333908,1.4579601e-13,0.16356485,3.3259754,11.044699,0.061681658,0.15817675,0.050178193,308.3991115201669,0.018823187958994562,225.0,23.0,4480.0,1.56,1.6328125,1008000.0
0.18217857,0.1893957257270813,1.1766956,0.0,0.3179118,0,23.828085,64,0.012431168,3.3355503,-0.020909853,12.0,11.253366,3495.947767019272,1.4116407e-13,0.16420367,3.3146405,11.062437,-0.059488058,0.16402186,-0.07074253,304.81693348671763,0.018604549163007668,225.0,23.0,4608.0,2.05,2.1328125,1036800.0
0.17554088,0.28991466760635376,1.1759497,0.0,0.28193572,0,23.714697,65,0.011249963,3.2896562,-0.02339771,,10.77887,3549.1794266700745,1.4681932e-13,0.15997985,3.2662582,10.865057,-0.0052699726,0.14792226,-0.015343986,307.78675899790335,0.018785812927118124,225.0,23.0,4608.0,2.05,2.1328125,1036800.0
0.17346978,0.20087099075317383,1.1865873,0.0,0.34074587,0,23.922699,66,0.012107898,3.3033156,-0.023414655,22.0,11.489822,3602.9778594970703,1.637836e-13,0.16473766,3.2799006,10.989054,-0.21691382,0.1550716,-0.22783512,304.54418723845373,0.01858790205312828,225.0,23.0,4736.0,2.36,2.40625,1065600.0
0.16983029,0.21258479356765747,1.1805414,0.0,0.3219622,0,24.680134,67,0.010923157,3.2259903,-0.030690528,13.0,11.52557,3656.444492340088,1.8084004e-13,0.15880151,3.1952996,10.914251,-0.07972173,0.15070131,-0.08946434,306.4341090658312,0.01870325372716255,225.0,23.0,4864.0,1.83,1.65625,1094400.0
0.18570508,0.3825002908706665,1.1578825,0.0,0.23946422,0,24.267265,68,0.010978695,3.1897185,-0.018406723,,10.974358,3710.058534145355,1.6262499e-13,0.16241448,3.1713119,10.839883,-0.0697972,0.1459292,-0.079618014,305.5915847476798,0.018651830123759754,225.0,23.0,4864.0,1.83,1.65625,1094400.0
0.19334814,0.3438178300857544,1.1654608,0.0,0.2915247,0,25.493845,69,0.012727961,3.1718721,-0.015032167,13.0,11.657092,3763.5609114170074,1.5485105e-13,0.17288107,3.1568398,11.373461,-0.009981502,0.1566218,-0.021544002,306.2293833564088,0.01869075826149956,225.0,23.0,4992.0,2.31,2.21875,1123200.0
0.19108649,0.4042552709579468,1.1771504,0.0,0.27400574,0,26.307207,70,0.00989885,3.1741304,-0.0011958764,,11.403762,3817.0910832881927,1.6716164e-13,0.16246994,3.1729343,11.571018,0.0944044,0.14748916,0.0856827,306.0703791391958,0.018681053414257555,225.0,23.0,4992.0,2.31,2.21875,1123200.0
0.18170732,0.20064973831176758,1.1879221,0.0,0.31309783,0,26.50357,71,0.010574287,3.1628175,-0.006718648,12.0,11.7737875,3870.8404462337494,1.7020359e-13,0.16910069,3.1560988,11.626944,-0.046703324,0.16245796,-0.05608969,304.82221745763843,0.01860487167099844,225.0,23.0,5120.0,1.79,1.9375,1152000.0
0.18272784,0.3526473045349121,1.1650212,0.0,0.22855903,0,27.633814,72,0.010516359,3.2987819,-0.012805097,,11.363908,3924.1715915203094,1.5646397e-13,0.16162643,3.285977,12.06794,0.23708549,0.1470196,0.22773415,307.2126036664905,0.01875076926675357,225.0,23.0,5120.0,1.79,1.9375,1152000.0
0.1779054,0.27497708797454834,1.130974,0.0,0.33591294,0,26.353529,73,0.010487089,3.2239704,-0.0010379076,13.0,12.560731,3978.098004579544,1.7448314e-13,0.15839253,3.2229323,12.257381,-0.06293184,0.15148339,-0.072287954,303.82143129014077,0.01854378853089238,225.0,23.0,5248.0,2.19,2.2734375,1180800.0
0.17806502,0.27341610193252563,1.1308216,0.0,0.2729184,0,26.291885,74,0.01309888,3.1943629,-0.014466362,20.0,12.498215,4031.6975491046906,1.6017562e-13,0.16229413,3.1798964,12.149319,-0.07565594,0.15178244,-0.087624,305.6742393083838,0.018656874957787097,225.0,23.0,5376.0,2.28,2.09375,1209600.0
0.16268972,0.2784026861190796,1.1952531,0.0,0.24750827,0,28.685463,75,0.0076570534,3.1043787,0.011065643,,11.94618,4085.0449919700623,1.7059872e-13,0.14179987,3.1154444,12.259529,0.009898508,0.13819985,0.003436708,307.118750590293,0.018745040929583314,225.0,23.0,5376.0,2.28,2.09375,1209600.0
0.17554241,0.30134648084640503,1.1435623,0.0,0.28022817,0,28.186262,76,0.010553337,3.0697782,0.0058863694,12.0,12.534088,4138.850566148758,1.5562111e-13,0.16440326,3.0756645,12.394232,0.0063726213,0.146728,-0.0030371528,304.50376657233494,0.01858543497145599,225.0,23.0,5504.0,1.91,1.8671875,1238400.0
0.17746758,0.35172373056411743,1.1788228,0.0,0.2392859,0,29.3601,77,0.011970864,3.0507188,0.01838857,,12.836712,4192.218275308609,1.5444075e-13,0.15097527,3.0691075,12.601934,-0.018448353,0.1428891,-0.029240394,307.00212278037606,0.018737922532981937,225.0,23.0,5504.0,1.91,1.8671875,1238400.0
0.18111795,0.27851009368896484,1.1610584,0.0,0.33872476,0,27.94349,78,0.013101074,3.0019264,0.02379939,13.0,12.679206,4245.823944091797,1.6366837e-13,0.15867557,3.0257258,12.805538,0.12860027,0.15384261,0.11666025,305.63931710779156,0.018654743475817356,225.0,23.0,5632.0,1.78,1.828125,1267200.0
0.1880656,0.4020460247993469,1.1432753,0.0,0.2091684,0,30.979465,79,0.011516331,3.0209103,0.02972408,,13.3413315,4298.967024803162,1.5808568e-13,0.16209137,3.0506344,13.037502,-0.056712776,0.14542641,-0.06708583,308.2997782719106,0.01881712513866642,225.0,23.0,5632.0,1.78,1.828125,1267200.0
0.17565736,0.24625980854034424,1.1528165,0.0,0.29088637,0,29.605867,80,0.012306173,3.011737,0.018719392,12.0,13.306731,4352.690360784531,1.7781501e-13,0.16491793,3.0304565,12.92112,-0.014451162,0.15250258,-0.025604518,304.9698925189956,0.018613885041442603,225.0,23.0,5760.0,1.88,2.03125,1296000.0
0.15943693,0.18327754735946655,1.1648492,0.0,0.29502147,0,30.847454,81,0.008963155,3.028916,0.015561074,13.0,13.932133,4406.35115647316,1.9198296e-13,0.1442678,3.044477,13.237772,-0.13996159,0.14408745,-0.14775988,305.325327173108,0.018635579051093018,225.0,23.0,5888.0,1.91,1.8671875,1324800.0
0.15870862,0.1960633397102356,1.1287159,0.0,0.22794233,0,31.173769,82,0.013356655,3.0373302,0.013345843,,13.106949,4459.614983320236,1.8522151e-13,0.1410847,3.050676,12.914207,0.0010390794,0.14230216,-0.01118886,307.6008798060911,0.01877446776160224,225.0,23.0,5888.0,1.91,1.8671875,1324800.0
