#{"t_start": 1568536519.4329407, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
2.0,900,107.584887
0.0,900,269.994266
2.0,900,431.905069
1.0,900,593.036702
1.0,900,754.250109
2.0,900,915.346803
0.0,900,1075.676424
2.0,900,1236.119245
2.0,900,1395.913117
0.0,900,1555.648327
1.0,900,1714.425632
0.0,900,1872.203127
1.0,900,2030.187367
0.0,900,2187.73456
0.0,900,2346.114719
0.0,900,2503.072522
0.0,900,2660.00821
0.0,900,2817.243534
0.0,900,2972.989165
2.0,900,3129.928722
0.0,900,3286.702554
1.0,900,3443.29462
0.0,900,3599.082386
2.0,900,3755.854954
0.0,900,3912.8623
0.0,900,4068.150853
1.0,900,4225.059781
0.0,900,4380.080719
3.0,900,4534.705596
2.0,900,4692.059697
2.0,900,4847.393441
0.0,900,5002.107574
0.0,900,5158.41464
2.0,900,5311.981828
0.0,900,5468.541645
1.0,900,5624.596642
0.0,900,5782.898933
2.0,900,5939.965403
0.0,900,6094.758427
2.0,900,6249.308025
0.0,900,6403.628458
0.0,900,6557.850704
2.0,900,6713.199908
0.0,900,6869.103255
0.0,900,7024.525691
1.0,900,7178.939829
0.0,900,7335.472857
2.0,900,7491.119299
1.0,900,7646.066472
0.0,900,7801.844612
2.0,900,7956.992342
0.0,900,8111.103849
0.0,900,8264.751723
0.0,900,8418.286141
1.0,900,8571.563485
2.0,900,8724.039342
1.0,900,8876.655195
0.0,900,9029.358173
0.0,900,9183.047212
1.0,900,9337.308148
0.0,900,9488.826456
2.0,900,9640.171858
0.0,900,9792.970479
0.0,900,9944.380574
0.0,900,10096.918506
0.0,900,10247.930324
1.0,900,10399.275425
0.0,900,10549.132058
0.0,900,10699.550008
2.0,900,10850.430287
1.0,900,11000.253112
1.0,900,11151.381339
1.0,900,11301.2294
0.0,900,11450.867252
0.0,900,11599.770499
0.0,900,11750.512071
0.0,900,11901.500592
0.0,900,12052.434553
0.0,900,12204.199493
0.0,900,12355.823445
0.0,900,12506.789965
0.0,900,12656.930482
0.0,900,12807.638484
0.0,900,12958.762018
1.0,900,13109.892813
2.0,900,13261.339193
0.0,900,13412.981246
0.0,900,13565.257274
2.0,900,13718.286613
2.0,900,13870.039807
0.0,900,14021.522662
0.0,900,14173.83681
0.0,900,14324.134369
0.0,900,14474.996333
0.0,900,14627.597494
0.0,900,14780.077553
1.0,900,14934.176548
0.0,900,15086.492989
2.0,900,15238.405288
0.0,900,15390.489475
0.0,900,15542.639364
0.0,900,15696.747487
0.0,900,15849.462998
2.0,900,16002.833162
2.0,900,16157.242446
0.0,900,16311.383196
0.0,900,16466.342139
0.0,900,16621.823704
0.0,900,16777.000343
0.0,900,16933.209745
0.0,900,17088.322603
0.0,900,17242.260307
0.0,900,17396.10228
2.0,900,17551.311412
0.0,900,17704.559552
1.0,900,17858.366448
1.0,900,18013.281485
0.0,900,18167.38645
0.0,900,18321.273038
2.0,900,18475.630224
1.0,900,18630.012427
1.0,900,18783.401534
1.0,900,18937.850102
1.0,900,19093.075936
1.0,900,19247.192821
0.0,900,19401.570637
0.0,900,19553.997147
0.0,900,19705.706471
0.0,900,19857.610932
2.0,900,20008.98455
3.0,900,20161.607709
0.0,900,20312.015917
0.0,900,20463.062095
2.0,900,20613.850828
0.0,900,20764.60072
0.0,900,20915.442519
1.0,900,21067.506581
2.0,900,21218.767824
2.0,900,21370.476847
2.0,900,21522.214965
0.0,900,21674.226832
0.0,900,21825.031452
0.0,900,21977.446251
2.0,900,22129.402368
1.0,900,22280.319739
0.0,900,22431.587629
2.0,900,22585.246611
0.0,900,22737.41536
2.0,900,22890.809816
0.0,900,23043.539164
2.0,900,23197.802718
2.0,900,23350.291362
0.0,900,23503.978604
2.0,900,23657.656634
0.0,900,23812.904002
2.0,900,23967.096766
0.0,900,24120.76584
0.0,900,24275.983372
2.0,900,24433.89919
1.0,900,24590.397407
0.0,900,24747.081263
0.0,900,24902.295736
3.0,900,25055.035847
0.0,900,25206.894619
0.0,900,25358.045947
0.0,900,25509.394408
0.0,900,25663.262342
0.0,900,25816.352473
0.0,900,25969.376015
0.0,900,26121.956429
0.0,900,26273.786466
0.0,900,26425.551789
0.0,900,26577.092467
0.0,900,26729.774351
2.0,900,26882.45889
0.0,900,27034.946078
2.0,900,27187.698429
1.0,900,27339.170347
1.0,900,27490.865383
0.0,900,27642.423025
0.0,900,27795.240067
2.0,900,27948.218729
0.0,900,28099.558275
2.0,900,28251.673891
1.0,900,28404.826513
1.0,900,28559.139648
0.0,900,28713.290966
0.0,900,28867.197694
0.0,900,29021.187198
0.0,900,29173.608099
3.0,900,29327.368025
2.0,900,29480.511786
1.0,900,29633.883001
0.0,900,29786.078517
2.0,900,29938.636659
0.0,900,30092.405976
0.0,900,30244.834491
2.0,900,30398.088974
2.0,900,30550.877898
0.0,900,30704.005976
2.0,900,30856.006007
2.0,900,31009.011625
1.0,900,31160.928368
1.0,900,31312.962428
0.0,900,31465.458521
1.0,900,31617.582885
2.0,900,31768.94646
2.0,900,31921.602983
0.0,900,32074.007738
0.0,900,32226.086452
2.0,900,32379.524141
0.0,900,32532.744839
3.0,900,32687.842519
0.0,900,32843.094442
2.0,900,32998.526071
0.0,900,33152.654312
0.0,900,33307.186445
1.0,900,33459.962263
2.0,900,33611.790687
0.0,900,33763.629978
1.0,900,33915.914547
0.0,900,34068.289326
0.0,900,34219.761964
1.0,900,34371.166419
1.0,900,34522.781783
1.0,900,34674.842383
2.0,900,34826.827832
0.0,900,34979.214161
0.0,900,35130.328285
1.0,900,35282.677
2.0,900,35435.727596
2.0,900,35588.578547
2.0,900,35741.560949
1.0,900,35893.115784
2.0,900,36044.804342
0.0,900,36196.770193
0.0,900,36349.376865
2.0,900,36500.701037
2.0,900,36653.130917
0.0,900,36805.2225
0.0,900,36958.190413
0.0,900,37111.154618
2.0,900,37264.404939
2.0,900,37417.541904
2.0,900,37571.335277
2.0,900,37725.723128
0.0,900,37879.494678
1.0,900,38033.831325
0.0,900,38188.846311
2.0,900,38344.157823
2.0,900,38497.651733
2.0,900,38652.750457
2.0,900,38807.302332
3.0,900,38962.901376
2.0,900,39118.764868
2.0,900,39273.286188
0.0,900,39428.78312
3.0,900,39584.798996
0.0,900,39738.881752
0.0,900,39894.110368
0.0,900,40047.946256
0.0,900,40201.36254
0.0,900,40353.562904
1.0,900,40507.870714
0.0,900,40660.856676
0.0,900,40813.217244
2.0,900,40964.812603
2.0,900,41118.192972
2.0,900,41271.286177
0.0,900,41426.047619
3.0,900,41578.285028
0.0,900,41729.287863
1.0,900,41880.906429
0.0,900,42031.653068
0.0,900,42183.229142
0.0,900,42336.918791
1.0,900,42489.054506
0.0,900,42641.473171
0.0,900,42794.595318
2.0,900,42948.776917
0.0,900,43102.130967
1.0,900,43256.47001
2.0,900,43409.411224
2.0,900,43562.492577
0.0,900,43716.393252
0.0,900,43868.285701
2.0,900,44020.95556
0.0,900,44173.875985
0.0,900,44326.347789
0.0,900,44479.735187
2.0,900,44633.172478
3.0,900,44785.794515
2.0,900,44940.121035
0.0,900,45093.474131
0.0,900,45246.328334
2.0,900,45398.797039
0.0,900,45551.827247
0.0,900,45705.18399
3.0,900,45858.524614
0.0,900,46011.658549
0.0,900,46165.503911
3.0,900,46320.086529
2.0,900,46473.883252
0.0,900,46627.694664
0.0,900,46782.282314
0.0,900,46936.435446
2.0,900,47091.660442
0.0,900,47246.449353
3.0,900,47399.630504
0.0,900,47554.437126
0.0,900,47709.737569
0.0,900,47863.120293
1.0,900,48016.484241
0.0,900,48169.934152
0.0,900,48322.458448
2.0,900,48475.450343
0.0,900,48628.506174
2.0,900,48782.161322
0.0,900,48935.331472
0.0,900,49088.870408
2.0,900,49241.252074
0.0,900,49395.162566
3.0,900,49549.013672
1.0,900,49703.521379
0.0,900,49858.184168
2.0,900,50013.334163
3.0,900,50168.053301
2.0,900,50323.329231
0.0,900,50477.545624
2.0,900,50631.18095
0.0,900,50784.017683
2.0,900,50937.000204
0.0,900,51089.661479
2.0,900,51243.635359
1.0,900,51396.125457
2.0,900,51549.67908
0.0,900,51703.257907
0.0,900,51856.137008
2.0,900,52009.497698
0.0,900,52162.011654
2.0,900,52315.407183
0.0,900,52469.590909
1.0,900,52624.322589
2.0,900,52777.905642
3.0,900,52933.122953
2.0,900,53088.694542
2.0,900,53245.732512
2.0,900,53399.638501
2.0,900,53555.271691
0.0,900,53710.83196
0.0,900,53864.812556
0.0,900,54020.521108
3.0,900,54175.732808
3.0,900,54330.034467
0.0,900,54482.516959
3.0,900,54635.765322
2.0,900,54789.159127
0.0,900,54942.68559
2.0,900,55096.226654
0.0,900,55248.941867
0.0,900,55401.753008
0.0,900,55555.361965
3.0,900,55708.363678
2.0,900,55862.229166
0.0,900,56016.141928
0.0,900,56170.017165
2.0,900,56324.790661
2.0,900,56478.992255
1.0,900,56633.411836
0.0,900,56787.721655
2.0,900,56941.498971
0.0,900,57096.046919
2.0,900,57249.430493
0.0,900,57403.463218
0.0,900,57559.067004
0.0,900,57714.265861
0.0,900,57869.065935
0.0,900,58023.260989
0.0,900,58176.601064
0.0,900,58331.595389
0.0,900,58487.155364
1.0,900,58641.350578
2.0,900,58796.88625
0.0,900,58951.679504
0.0,900,59105.573246
0.0,900,59259.312052
0.0,900,59414.353624
2.0,900,59569.398803
2.0,900,59722.921075
0.0,900,59876.287683
0.0,900,60029.125582
0.0,900,60182.576308
3.0,900,60336.19067
0.0,900,60488.758528
0.0,900,60642.863067
0.0,900,60796.083226
3.0,900,60950.724862
2.0,900,61104.839525
3.0,900,61258.978422
0.0,900,61413.426969
1.0,900,61566.483871
0.0,900,61719.832737
2.0,900,61873.942375
0.0,900,62030.031554
1.0,900,62184.990326
0.0,900,62338.241847
2.0,900,62492.777609
0.0,900,62647.249717
2.0,900,62803.086888
2.0,900,62957.593877
3.0,900,63111.698518
2.0,900,63266.201714
1.0,900,63419.110279
2.0,900,63572.937317
0.0,900,63726.416385
2.0,900,63880.081278
0.0,900,64033.652404
0.0,900,64188.402435
2.0,900,64342.875673
1.0,900,64496.886709
0.0,900,64652.328998
0.0,900,64806.953042
0.0,900,64960.681542
0.0,900,65115.836119
3.0,900,65271.232273
0.0,900,65426.280304
3.0,900,65580.916841
2.0,900,65734.149786
1.0,900,65887.478322
2.0,900,66041.462464
2.0,900,66196.035029
0.0,900,66349.936731
0.0,900,66503.520178
0.0,900,66656.83056
0.0,900,66810.450576
3.0,900,66964.55726
0.0,900,67118.669029
0.0,900,67273.720937
0.0,900,67428.814569
0.0,900,67584.450646
2.0,900,67738.99598
1.0,900,67895.734451
0.0,900,68051.169746
0.0,900,68206.089363
0.0,900,68360.3469
3.0,900,68515.513455
0.0,900,68669.526384
0.0,900,68825.844677
0.0,900,68980.07857
0.0,900,69134.611244
0.0,900,69291.162451
0.0,900,69445.231126
0.0,900,69613.076898
0.0,900,69767.968497
2.0,900,69934.858444
2.0,900,70094.367513
3.0,900,70249.711795
3.0,900,70405.034599
2.0,900,70560.717692
