#{"t_start": 1568536518.771951, "env_id": "DeepmindLabNavMazeStatic01-v0"}
r,l,t
1.0,900,108.194969
2.0,900,270.605256
0.0,900,432.518076
0.0,900,593.656088
0.0,900,754.861213
2.0,900,915.963219
1.0,900,1076.290287
0.0,900,1236.731488
0.0,900,1396.524097
2.0,900,1556.277286
0.0,900,1715.040401
0.0,900,1872.821906
0.0,900,2030.800445
0.0,900,2188.339324
0.0,900,2346.730754
0.0,900,2503.685363
0.0,900,2660.627379
2.0,900,2817.855319
2.0,900,2973.601915
2.0,900,3130.539164
0.0,900,3287.316005
0.0,900,3443.906776
1.0,900,3599.6949
2.0,900,3756.463951
2.0,900,3913.472916
0.0,900,4068.765873
0.0,900,4225.672324
1.0,900,4380.69985
0.0,900,4535.330934
2.0,900,4692.674077
0.0,900,4848.010614
0.0,900,5002.714734
0.0,900,5159.031159
1.0,900,5312.590994
0.0,900,5469.151126
0.0,900,5625.212243
1.0,900,5783.51935
0.0,900,5940.577803
0.0,900,6095.372053
0.0,900,6249.920427
0.0,900,6404.246716
3.0,900,6558.459622
0.0,900,6713.810688
0.0,900,6869.716413
0.0,900,7025.140567
1.0,900,7179.563164
2.0,900,7336.087265
0.0,900,7491.732777
0.0,900,7646.67934
0.0,900,7802.462242
0.0,900,7957.60236
0.0,900,8111.71498
0.0,900,8265.367413
1.0,900,8418.89954
0.0,900,8572.179507
0.0,900,8724.655315
0.0,900,8877.26967
0.0,900,9029.966665
0.0,900,9183.660533
2.0,900,9337.92016
2.0,900,9489.44693
0.0,900,9640.784305
2.0,900,9793.586093
0.0,900,9944.995476
0.0,900,10097.529197
0.0,900,10248.541618
2.0,900,10399.892967
1.0,900,10549.742803
0.0,900,10700.164313
0.0,900,10851.045066
0.0,900,11000.870404
2.0,900,11151.992895
0.0,900,11301.846011
1.0,900,11451.482234
1.0,900,11600.392877
0.0,900,11751.129058
0.0,900,11902.114866
0.0,900,12053.047451
0.0,900,12204.81618
2.0,900,12356.439718
1.0,900,12507.401104
3.0,900,12657.54592
0.0,900,12808.254557
0.0,900,12959.378382
1.0,900,13110.508137
0.0,900,13261.952777
0.0,900,13413.596783
1.0,900,13565.874991
0.0,900,13718.902765
0.0,900,13870.659329
1.0,900,14022.134301
1.0,900,14174.457637
0.0,900,14324.745844
1.0,900,14475.610348
2.0,900,14628.216028
0.0,900,14780.694426
0.0,900,14934.792001
1.0,900,15087.109089
0.0,900,15239.014999
2.0,900,15391.106982
0.0,900,15543.258335
0.0,900,15697.354835
1.0,900,15850.08026
1.0,900,16003.442896
0.0,900,16157.851364
0.0,900,16311.998892
0.0,900,16466.953782
0.0,900,16622.439377
0.0,900,16777.616001
2.0,900,16933.825095
1.0,900,17088.935529
1.0,900,17242.879112
1.0,900,17396.719383
0.0,900,17551.92399
0.0,900,17705.171994
1.0,900,17858.980814
0.0,900,18013.898118
2.0,900,18167.995282
0.0,900,18321.885426
