recent_best_ext_ret,vpredstd,retstd,opt_aux,ups,opt_vf,ev,vpredmean,opt_clipfrac,opt_pg,opt_ent,opt_feat_var,retmean,opt_tot,advstd,n_updates,opt_approxkl,rew_mean,opt_dyn_loss,advmean,tps,rank,total_secs,best_ext_ret,tcount,eprew_recent,epcount,eprew,eplen
3.0,0.46110013,0.458826,0.15453279,0.006539164232996234,0.0064527136,0.9395801834762096,3.1058137,0.0,0.011619346,1.0887914,83.2192,3.0927975,0.016983269,0.112781465,175,3.209049e-13,19.107986,18.191126,-0.013016567,753.3117196411662,0,26939.895423173904,13.0,20044800.0,0.671875,22272.0,0.72,900.0
3.0,0.44107097,0.44629824,0.14918937,0.006559207753673955,0.0055686343,0.9362717196345329,3.1225836,0.0,0.07884818,1.094635,83.54471,3.1098573,0.08332218,0.112665586,176,3.1333223e-13,19.38324,18.196774,-0.012726071,755.6207332232397,0,27092.35285973549,13.0,20160000.0,0.6953125,22400.0,0.69,900.0
3.0,0.44417486,0.4444317,0.13596599,0.00654991724762205,0.0063343514,0.9304964616894722,3.1226375,0.0,0.034067433,1.0691334,87.81,3.1003358,0.03933265,0.11716785,177,3.3540122e-13,19.056326,19.170187,-0.022301417,754.5504669260602,0,27245.026544332504,13.0,20275200.0,0.5703125,22528.0,0.58,900.0
3.0,0.42989364,0.4308058,0.14660573,0.006600610829193867,0.006885021,0.9281267821788788,3.0809267,0.0,0.002890947,1.038123,81.88191,3.0614238,0.008737845,0.1154955,178,3.4626945e-13,18.866772,18.657898,-0.019502623,760.3903675231335,0,27396.52767443657,13.0,20390400.0,0.65625,22656.0,0.72,900.0
3.0,0.4304295,0.43469673,0.16216153,0.006592125048294936,0.007107774,0.922346755862236,3.1202352,0.0,-0.0052626566,1.0654485,89.57126,3.1157017,0.0007796688,0.121134035,179,3.473762e-13,19.720718,20.672934,-0.0045337756,759.4128055635766,0,27548.22382593155,13.0,20505600.0,0.625,22784.0,0.52,900.0
3.0,0.43001807,0.43239936,0.17105918,0.006586300787881025,0.006441357,0.9247763231396675,3.1214602,0.0,-0.014933181,1.0984476,84.13545,3.1171007,-0.009590272,0.118593894,180,3.3109005e-13,19.76468,19.39924,-0.0043598386,758.741850763894,0,27700.05412220955,13.0,20620800.0,0.8359375,22912.0,0.73,900.0
3.0,0.45432404,0.45728806,0.17578425,0.006547413972587696,0.0065014325,0.931719146668911,3.1040814,0.0,-0.019045785,1.1087776,87.37232,3.0983467,-0.013653129,0.11949214,181,3.2960575e-13,19.578257,19.31849,-0.005734536,754.2620896421026,0,27852.786178588867,13.0,20736000.0,0.84375,23040.0,0.82,900.0
3.0,0.4539574,0.4540826,0.17967564,0.006551975304636217,0.007228828,0.9338473081588745,3.1248016,0.0,-0.06420758,1.0670727,91.04712,3.105705,-0.058045827,0.1167908,182,3.346671e-13,19.188734,20.376297,-0.01909673,754.7875550940922,0,28005.41190648079,13.0,20851200.0,0.765625,23168.0,0.81,900.0
3.0,0.41054735,0.41822377,0.19331941,0.006590848675603825,0.008611903,0.9290901869535446,3.0508833,0.0,-0.033117376,1.0959802,83.40213,3.0423367,-0.025601454,0.11136837,183,3.3151487e-13,19.120674,18.573242,-0.008546174,759.2657674295607,0,28157.13743519783,13.0,20966400.0,0.6953125,23296.0,0.72,900.0
3.0,0.43697202,0.44428277,0.15749046,0.006591068918888643,0.0057403827,0.9327687993645668,3.1189475,0.0,0.048734963,1.0348595,84.679985,3.111197,0.053440485,0.11519799,184,3.2039562e-13,19.893724,19.256327,-0.0077504367,759.2911394559717,0,28308.857893943787,13.0,21081600.0,0.7109375,23424.0,0.63,900.0
3.0,0.48557448,0.48951784,0.19606474,0.006525501171563058,0.0073285075,0.9362271577119827,3.0134974,0.0,0.01980785,1.0845497,81.05461,3.0006568,0.026051808,0.12361933,185,3.2162253e-13,18.621477,18.409075,-0.012840919,751.7377349640643,0,28462.102828502655,13.0,21196800.0,0.84375,23552.0,0.76,900.0
3.0,0.43433374,0.43783674,0.17046453,0.006474755985847771,0.0073291403,0.9286837875843048,3.053543,0.0,0.024663879,1.0557859,82.80051,3.0352232,0.030937232,0.11692472,186,3.292684e-13,18.864231,18.416773,-0.018320022,745.8918895696632,0,28616.548803329468,13.0,21312000.0,0.6953125,23680.0,0.7,900.0
3.0,0.46973094,0.47769642,0.16844384,0.0064852900347335245,0.0060663233,0.9446807913482189,3.0440483,0.0,-0.03543068,1.0526404,91.125244,3.0326848,-0.030416999,0.11235437,187,3.406952e-13,18.991528,19.945469,-0.01136397,747.105412001302,0,28770.743911743164,13.0,21427200.0,0.703125,23808.0,0.74,900.0
3.0,0.48103443,0.49467388,0.19458397,0.00650896287507632,0.0060053454,0.9450975805521011,3.0161834,0.0,0.043868795,1.096155,84.30311,3.019594,0.048777986,0.11590835,188,3.3605296e-13,19.451447,18.71938,0.0034105217,749.832523208792,0,28924.378218650818,13.0,21542400.0,0.9609375,23936.0,0.92,900.0
3.0,0.48197377,0.49312708,0.18129621,0.006489083704752558,0.00611909,0.940423808991909,3.0691295,0.0,-0.020846633,1.0909929,85.352936,3.0618322,-0.015818536,0.120363615,189,3.464592e-13,19.406105,19.515802,-0.00729737,747.5424427874947,0,29078.483180999756,13.0,21657600.0,1.0234375,24064.0,1.05,900.0
3.0,0.46979675,0.5325656,0.23184861,0.006558049411092478,0.0114342775,0.9120481908321381,3.0797873,0.0,0.10557616,1.0938934,81.48932,3.132043,0.11591654,0.15794124,190,3.4540876e-13,21.951252,20.448273,0.052255485,755.4872921578534,0,29230.967545986176,13.0,21772800.0,0.9375,24192.0,0.9,900.0
3.0,0.5560181,0.580063,0.20309833,0.0064920707804032324,0.00967209,0.9362528324127197,3.1340153,0.0,0.08679155,1.0609857,78.91587,3.1303186,0.09540266,0.14645548,191,3.4147587e-13,20.069496,18.787733,-0.0036964098,747.8865539024523,0,29385.001602888107,13.0,21888000.0,0.90625,24320.0,0.91,900.0
3.0,0.57727563,0.5399313,0.19685261,0.006530627558377485,0.010358559,0.926819309592247,3.147894,0.0,-0.019267268,1.0800608,82.01554,3.0913289,-0.00998877,0.14606182,192,3.4308735e-13,18.215563,17.414791,-0.056564726,752.3282947250863,0,29538.126243829727,13.0,22003200.0,1.1484375,24448.0,1.11,900.0
3.0,0.47684506,0.45817503,0.14041632,0.006531107244230508,0.010736376,0.919696182012558,3.100723,0.0,0.048696835,1.0412751,88.33227,3.0622227,0.058391936,0.12983732,193,3.4259477e-13,18.649132,19.065151,-0.03850001,752.3835545353545,0,29691.239638328552,13.0,22118400.0,0.984375,24576.0,0.86,900.0
3.0,0.4816258,0.46366277,0.14615011,0.006570564056812486,0.007933571,0.9307703226804733,3.0083873,0.0,-0.011486452,1.0590304,86.38945,2.97129,-0.0046119113,0.12199679,194,3.5529942e-13,17.992338,18.200089,-0.03709779,756.9289793447984,0,29843.43357348442,13.0,22233600.0,1.1015625,24704.0,1.08,900.0
3.0,0.44983545,0.4387748,0.15519147,0.006552777964243101,0.0064895693,0.9313089326024055,2.9785218,0.0,-0.07404779,1.0059029,80.96446,2.9533784,-0.068564124,0.11499841,195,3.4832472e-13,18.178022,17.738161,-0.025143538,754.8800214808052,0,29996.04060602188,13.0,22348800.0,1.125,24832.0,1.1,900.0
3.0,0.44075072,0.43677354,0.15546954,0.006498277231549506,0.005792094,0.9364037290215492,2.9466553,0.0,0.016728412,1.094191,91.97452,2.934718,0.021426316,0.110146865,196,3.324416e-13,18.546389,18.900421,-0.011936895,748.6015370745032,0,30149.92754626274,13.0,22464000.0,1.0390625,24960.0,1.04,900.0
3.0,0.4476751,0.44650692,0.13588989,0.006560311444619525,0.0055414205,0.9363636523485184,2.8528514,0.0,-0.0043171057,1.0508399,86.02752,2.8400517,0.00017347466,0.11263693,197,3.439487e-13,18.018888,19.114267,-0.012799508,755.7478784201693,0,30302.359333753586,13.0,22579200.0,1.0703125,25088.0,1.07,900.0
3.0,0.42344767,0.41935182,0.19645849,0.00654663819242583,0.008275781,0.9300299733877182,2.9511044,0.0,0.020413924,1.0858388,80.606674,2.9419687,0.027603867,0.11092631,198,3.2809942e-13,18.562754,17.155703,-0.0091352705,754.1727197674556,0,30455.10948896408,13.0,22694400.0,0.953125,25216.0,1.01,900.0
3.0,0.35834584,0.3527712,0.12608197,0.006526265725147369,0.0056131557,0.900124117732048,3.0638938,0.0,0.018125853,1.0833149,96.83202,3.056894,0.022655694,0.1114868,199,3.556196e-13,19.58176,19.943218,-0.0069996007,751.825811536977,0,30608.33647084236,13.0,22809600.0,1.09375,25344.0,1.03,900.0
3.0,0.42505082,0.4329138,0.16914728,0.006530940951392121,0.0061847134,0.9386162050068378,2.9336028,0.0,-0.002971719,1.0858645,88.38084,2.9511452,0.00212713,0.10725766,200,3.4830526e-13,19.522324,19.566145,0.017542982,752.3643976003724,0,30761.453763961792,13.0,22924800.0,1.3046875,25472.0,1.29,900.0
3.0,0.42461818,0.4283641,0.15860932,0.00657951584936921,0.006833954,0.9361713603138924,2.942599,0.0,0.089539915,1.0831798,91.3132,2.9487498,0.09529069,0.10822332,201,3.5359687e-13,19.249666,19.276283,0.0061511393,757.960225847333,0,30913.44063091278,13.0,23040000.0,1.046875,25600.0,1.09,900.0
3.0,0.40606618,0.40867206,0.13905177,0.006530198787761602,0.006727665,0.9204550608992577,2.969638,0.0,-0.0029306666,1.0665144,89.518105,2.977245,0.0027304841,0.11526069,202,3.5076868e-13,19.532228,20.413269,0.0076072207,752.2789003501365,0,31066.57532596588,13.0,23155200.0,1.0,25728.0,0.95,900.0
3.0,0.39206028,0.38905576,0.18663418,0.00658505513123066,0.008630326,0.9167596101760864,3.0182595,0.0,-0.07648759,1.1147381,86.17917,3.0184536,-0.06897201,0.112248085,203,3.6630822e-13,19.52077,20.056787,0.00019416717,758.598351117772,0,31218.434343099594,13.0,23270400.0,1.125,25856.0,1.07,900.0
3.0,0.3942756,0.39422497,0.11638353,0.0065779496888656915,0.005715739,0.9239378124475479,3.0003603,0.0,0.005867846,1.0855117,90.86806,2.9957395,0.010498073,0.10872478,204,3.5065e-13,19.225512,20.231897,-0.004620845,757.7798041573277,0,31370.4573969841,13.0,23385600.0,0.953125,25984.0,0.97,900.0
3.0,0.37297207,0.3741321,0.12430767,0.006577789357862726,0.00548069,0.915409192442894,3.0024781,0.0,-0.043443304,1.0853815,87.9209,3.0022728,-0.039047994,0.10881444,205,3.673083e-13,19.328247,19.785452,-0.00020514269,757.761334025786,0,31522.484156370163,13.0,23500800.0,0.90625,26112.0,0.97,900.0
3.0,0.35232788,0.35506004,0.13887814,0.006554731049567905,0.0056539113,0.9124245271086693,2.9716313,0.0,-0.006520053,1.081919,89.495285,2.9782345,-0.0019480605,0.10507346,206,3.7277606e-13,19.42835,19.992035,0.0066026356,755.1050169102226,0,31675.04571723938,13.0,23616000.0,0.9375,26240.0,0.86,900.0
3.0,0.36537114,0.36691716,0.1379454,0.0066134977881171985,0.005258598,0.9150199815630913,2.971322,0.0,0.01425418,1.09654,92.8704,2.989962,0.018416237,0.106961235,207,3.5710166e-13,19.917107,19.795982,0.018639814,761.8749451911012,0,31826.25163459778,13.0,23731200.0,0.9140625,26368.0,0.92,900.0
3.0,0.3985672,0.40754884,0.14501932,0.006534289917484989,0.0056881025,0.9314858093857765,2.8987396,0.0,0.04821039,1.0838624,89.26538,2.9223754,0.05281463,0.10667679,208,3.512293e-13,19.60677,19.001947,0.023635747,752.7501984942706,0,31979.29045176506,13.0,23846400.0,0.8359375,26496.0,0.82,900.0
3.0,0.38691136,0.3915208,0.12401271,0.006577117769177006,0.0053983326,0.9182294681668282,2.9706054,0.0,-0.0078962,1.0567865,93.974915,2.9950569,-0.0035546538,0.11195751,209,3.524697e-13,20.397795,20.524742,0.024451906,757.6839670091912,0,32131.33273458481,13.0,23961600.0,0.90625,26624.0,0.85,900.0
3.0,0.37310877,0.37314734,0.12672967,0.006579284220018239,0.005565038,0.9112537801265717,3.003647,0.0,-0.035812862,1.0706062,93.19523,3.016146,-0.031318434,0.11116174,210,3.716078e-13,19.853249,20.273108,0.012498616,757.9335421461011,0,32283.324952363968,13.0,24076800.0,1.015625,26752.0,1.06,900.0
3.0,0.42650074,0.42616025,0.16721945,0.006515006607452728,0.0066706957,0.9299632161855698,3.0187807,0.0,0.020779677,1.0817469,88.83781,3.0327737,0.026368625,0.11278102,211,3.8144021e-13,20.001245,19.759502,0.013993027,750.5287611785543,0,32436.81673836708,13.0,24192000.0,0.953125,26880.0,0.82,900.0
3.0,0.43486235,0.4495785,0.13232672,0.006519379876891507,0.0064729224,0.9398615285754204,3.02411,0.0,-0.027322553,1.0979947,92.6772,3.047142,-0.021947624,0.11025079,212,3.6319136e-13,20.486656,20.907248,0.02303203,751.0325618179016,0,32590.205560445786,13.0,24307200.0,1.0703125,27008.0,1.09,900.0
3.0,0.40447003,0.4038189,0.13773158,0.0064419031765013774,0.0068469504,0.9188655689358711,3.0671933,0.0,0.013216939,1.1044123,98.72799,3.07682,0.018959478,0.1150242,213,3.6516485e-13,20.361975,20.899176,0.0096273115,742.1072459329587,0,32745.43918824196,13.0,24422400.0,1.078125,27136.0,1.17,900.0
3.0,0.37459958,0.37294224,0.13601427,0.006434055332350617,0.00590999,0.9128133282065392,3.110521,0.0,0.022166153,1.082499,89.22067,3.1059842,0.026993645,0.11012011,214,3.5664408e-13,20.012127,19.499762,-0.0045370236,741.2031742867911,0,32900.86215996742,13.0,24537600.0,1.1875,27264.0,1.24,900.0
3.0,0.35999194,0.35548165,0.1312947,0.006452272544126161,0.0056574484,0.9051573053002357,3.0333586,0.0,0.018362889,1.0834705,91.2262,3.0285764,0.022936866,0.10947605,215,3.6534062e-13,19.588152,19.51646,-0.004782828,743.3017970833338,0,33055.84631371498,13.0,24652800.0,1.109375,27392.0,1.08,900.0
3.0,0.39777234,0.4019957,0.14337985,0.00649180047362935,0.0057518515,0.9209797605872154,3.0611691,0.0,0.021700453,1.119405,91.60113,3.061885,0.0263329,0.11300316,216,3.5972709e-13,19.891615,19.397242,0.0007158667,747.855414562101,0,33209.88678431511,13.0,24768000.0,1.265625,27520.0,1.24,900.0
3.0,0.3435671,0.34278733,0.16625628,0.0064585700434671685,0.007870714,0.8933959528803825,2.9702544,0.0,-0.044092465,1.0257466,88.61329,2.9737685,-0.037247498,0.111921005,217,3.725434e-13,19.43802,19.955717,0.003514023,744.0272690074178,0,33364.71981906891,13.0,24883200.0,1.140625,27648.0,1.12,900.0
3.0,0.37220284,0.3718495,0.142254,0.006561392596909015,0.0055536954,0.9108865931630135,2.9678838,0.0,-0.026634919,1.0638537,91.98004,2.9698787,-0.022145078,0.11100403,218,3.6765713e-13,19.337336,19.214205,0.0019943835,755.8724271639186,0,33517.12648963928,13.0,24998400.0,1.234375,27776.0,1.23,900.0
3.0,0.3729447,0.37215638,0.13581914,0.006571564830530201,0.005996909,0.9142814353108406,2.9533231,0.0,0.009786453,1.050347,88.238014,2.9610422,0.014733015,0.108958945,219,3.6725858e-13,19.432476,19.616112,0.0077194404,757.0442684770792,0,33669.29724740982,13.0,25113600.0,1.2421875,27904.0,1.23,900.0
3.0,0.36620528,0.3725767,0.112585515,0.006572696023471142,0.0052494626,0.9195012301206589,2.9533112,0.0,-0.03423926,1.046109,92.27269,2.9679081,-0.030035906,0.1057086,220,3.6374094e-13,19.72944,19.94723,0.014596816,757.1745819038756,0,33821.44181585312,13.0,25228800.0,0.9921875,28032.0,0.97,900.0
3.0,0.37501624,0.38148448,0.132826,0.006580839544716795,0.0056037963,0.9235229268670082,2.9793777,0.0,-0.005923053,1.0570381,95.92186,2.9918003,-0.0013762945,0.10549758,221,3.8374506e-13,19.75397,20.465338,0.0124228755,758.1127155513748,0,33973.3981115818,13.0,25344000.0,1.0234375,28160.0,1.14,900.0
3.0,0.3567612,0.36929637,0.15141416,0.006568157644076839,0.0061637657,0.9182061925530434,3.0082397,0.0,-0.0075458186,1.0849246,86.70956,3.0199423,-0.0024669776,0.105617344,222,3.5369182e-13,20.151735,19.583538,0.011702531,756.6517605976519,0,34125.64780688286,13.0,25459200.0,0.9375,28288.0,0.97,900.0
3.0,0.35040307,0.36071834,0.13057566,0.006599522716955409,0.005943398,0.9090000092983246,3.0428739,0.0,0.0006985813,1.0786601,92.93497,3.0603936,0.005563319,0.10881504,223,3.845623e-13,20.358585,20.487427,0.01751979,760.2650169932631,0,34277.173916101456,13.0,25574400.0,0.921875,28416.0,0.92,900.0
3.0,0.34820116,0.35293838,0.1352105,0.0066058797997570005,0.005587397,0.9104666858911514,3.0345955,0.0,0.028059902,1.0540814,90.79712,3.0391753,0.032593217,0.10560664,224,3.8563223e-13,19.84503,19.243822,0.004579826,760.9973529320065,0,34428.55420613289,13.0,25689600.0,0.8203125,28544.0,0.76,900.0
3.0,0.36158323,0.36870122,0.11934367,0.006586357165030816,0.0050734966,0.9252036362886429,3.0412676,0.0,-0.013012886,1.0710154,97.85274,3.0533836,-0.009010404,0.100835815,225,3.6643328e-13,20.212809,20.59902,0.012115817,758.7483454115501,0,34580.383202791214,13.0,25804800.0,0.8828125,28672.0,0.98,900.0
3.0,0.3675814,0.37582877,0.13581087,0.0065800884235464666,0.005651071,0.9189848005771637,3.0639253,0.0,0.055846646,1.0653803,95.31284,3.0748217,0.060432337,0.106972784,226,3.6345934e-13,20.367414,19.809721,0.010896485,758.026186392553,0,34732.3568444252,13.0,25920000.0,0.609375,28800.0,0.64,900.0
3.0,0.36637056,0.3730357,0.12193057,0.006582401658431558,0.0059705605,0.9118726179003716,3.0915608,0.0,-0.020237813,1.0091294,91.56425,3.10471,-0.015276382,0.110740334,227,4.0371233e-13,20.584225,20.50144,0.01314939,758.2926710513154,0,34884.27707839012,13.0,26035200.0,1.015625,28928.0,1.01,900.0
3.0,0.36672646,0.37581506,0.12809591,0.006560151623426316,0.006216227,0.9159929379820824,3.0602195,0.0,0.025458857,1.0367324,92.254654,3.0683086,0.030638352,0.10892613,228,3.8861907e-13,20.120909,20.293047,0.008089118,755.7294670187116,0,35036.712579488754,13.0,26150400.0,0.6796875,29056.0,0.56,900.0
3.0,0.37329105,0.3839082,0.13780095,0.0066268923630195065,0.0066163274,0.9157546237111092,3.1021183,0.0,-0.09458124,1.0386806,95.09461,3.1199088,-0.08900359,0.11142957,229,4.0864043e-13,20.893757,22.197565,0.017790103,763.418000219847,0,35187.612872600555,13.0,26265600.0,0.7265625,29184.0,0.7,900.0
3.0,0.3816212,0.3871536,0.13140462,0.006556741693517176,0.0059011606,0.9177683293819427,3.0539267,0.0,-0.039034616,1.0658416,96.35508,3.065609,-0.034199297,0.111020416,230,4.119816e-13,20.261957,20.46676,0.011682416,755.3366430931786,0,35340.12765002251,13.0,26380800.0,0.8203125,29312.0,0.74,900.0
3.0,0.35451618,0.35808027,0.1033943,0.006534090196994819,0.005325002,0.907331570982933,3.0680976,0.0,0.020795487,1.0642837,103.34002,3.0813189,0.025056206,0.10900497,231,4.2460553e-13,20.555544,21.145851,0.013221366,752.7271906938031,0,35493.17114496231,13.0,26496000.0,0.703125,29440.0,0.73,900.0
3.0,0.39986783,0.4045193,0.17694156,0.006541713685790064,0.0079200575,0.9268627986311913,3.0472145,0.0,-0.03279161,1.049375,85.76633,3.0545788,-0.025920928,0.10939777,232,4.0649065e-13,20.127485,20.073776,0.0073643276,753.6054166030154,0,35646.03628826141,13.0,26611200.0,0.984375,29568.0,0.94,900.0
3.0,0.39708441,0.39661065,0.1349938,0.0065250537056694095,0.00575969,0.9237143695354462,3.0699282,0.0,0.046525344,1.0574518,94.01573,3.079911,0.05122758,0.10954328,233,4.3017694e-13,20.359999,21.013924,0.009983422,751.686186893116,0,35799.29173183441,13.0,26726400.0,0.9140625,29696.0,0.85,900.0
3.0,0.373113,0.38473266,0.17282544,0.006613284385247271,0.007957123,0.9136669710278511,3.1299708,0.0,-0.05927858,1.0632489,90.38302,3.1613421,-0.052384708,0.11304401,234,4.109718e-13,21.818638,22.080158,0.031371906,761.8503611804856,0,35950.50252842903,13.0,26841600.0,0.6328125,29824.0,0.64,900.0
3.0,0.3691416,0.37170824,0.11458155,0.006593111787519264,0.0058630044,0.9078476801514626,3.1646636,0.0,0.009134995,1.058885,100.11202,3.1685212,0.013939114,0.112837985,235,4.1702598e-13,20.654448,21.044943,0.0038572762,759.5264779222192,0,36102.175976753235,13.0,26956800.0,0.703125,29952.0,0.67,900.0
3.0,0.38183558,0.3792655,0.13802056,0.006568578534901215,0.006291857,0.9150171652436256,3.099402,0.0,-0.028069733,1.0364368,95.96743,3.1023448,-0.022814313,0.11056278,236,4.3601367e-13,20.35207,20.995665,0.0029426627,756.7002472206199,0,36254.41591644287,13.0,27072000.0,0.765625,30080.0,0.69,900.0
3.0,0.33959928,0.3450554,0.13975775,0.006560831050696421,0.00655772,0.9136371687054634,3.1186113,0.0,-0.16259457,0.9842582,92.719345,3.1284945,-0.1570211,0.10140334,237,4.3772237e-13,20.731365,22.019983,0.009883355,755.8077370402276,0,36406.83563160896,13.0,27187200.0,0.75,30208.0,0.71,900.0
3.0,0.37333733,0.38137382,0.12960413,0.006606231401721342,0.006396267,0.9199261963367462,3.1496973,0.0,-0.12745099,1.064261,99.81648,3.150303,-0.12211898,0.107918546,238,4.2445341e-13,20.667564,21.935308,0.0006055534,761.0378574782985,0,36558.20786476135,13.0,27302400.0,0.8203125,30336.0,0.82,900.0
3.0,0.3721764,0.37734815,0.12037535,0.00656144544855703,0.006050438,0.9114657938480377,3.2113423,0.0,-0.00032178455,1.047329,96.87941,3.207537,0.0046813246,0.112278804,239,4.4740318e-13,20.891253,21.454218,-0.0038049966,755.8785156737698,0,36710.61330771446,13.0,27417600.0,0.65625,30464.0,0.64,900.0
3.0,0.365179,0.3723327,0.16660468,0.0065751853266019815,0.007404055,0.9067141562700272,3.1269248,0.0,0.046037115,1.0962081,89.631645,3.1344316,0.052344963,0.11372057,240,4.2762885e-13,20.67948,19.598358,0.0075066253,757.4613496245482,0,36862.70027565956,13.0,27532800.0,0.75,30592.0,0.74,900.0
3.0,0.3802402,0.38572058,0.10985484,0.006533213047436602,0.0054924106,0.9158821552991867,3.2111664,0.0,0.06524528,1.0511351,97.12985,3.213415,0.069686554,0.11187085,241,4.4342202e-13,21.06133,20.85711,0.002248461,752.6261430646965,0,37015.76431822777,13.0,27648000.0,0.75,30720.0,0.76,900.0
3.0,0.42035937,0.427955,0.15097967,0.006544778538437236,0.0073610474,0.9236825481057167,3.1726682,0.0,0.024818573,1.0516405,94.88031,3.1746566,0.03112798,0.118225195,242,4.4399884e-13,20.752829,20.854761,0.0019883115,753.9584876279696,0,37168.557876348495,13.0,27763200.0,0.765625,30848.0,0.77,900.0
3.0,0.37727964,0.37874937,0.14516571,0.006510723053470101,0.005845012,0.9123828187584877,3.2515597,0.0,-0.01566411,1.0249755,97.63429,3.2477133,-0.010844074,0.11211056,243,4.589239e-13,21.126137,21.395538,-0.0038463497,750.0352957597556,0,37322.150648117065,13.0,27878400.0,0.9765625,30976.0,0.92,900.0
3.0,0.40556714,0.40905526,0.11761046,0.006550082083961246,0.00725393,0.9233467355370522,3.2200925,0.0,-0.05161803,1.0092497,102.44104,3.2158184,-0.045373347,0.11325237,244,4.4191322e-13,20.938555,22.49694,-0.0042737466,754.5694560723356,0,37474.82049059868,13.0,27993600.0,0.703125,31104.0,0.8,900.0
3.0,0.39554146,0.40037307,0.13483082,0.006493916141688219,0.006389795,0.9199006110429764,3.1957424,0.0,-0.0042264936,0.9981161,103.42245,3.1887343,0.0011651851,0.11331293,245,4.551529e-13,20.630884,21.0496,-0.0070084557,748.0991395224828,0,37628.810775995255,13.0,28108800.0,0.8203125,31232.0,0.82,900.0
3.0,0.42506018,0.4331499,0.1605723,0.006481155256702588,0.007171741,0.9274735227227211,3.1696208,0.0,-0.04417448,1.023227,97.53633,3.1694891,-0.038025964,0.11665048,246,4.5505884e-13,20.643963,21.0496,-0.0001311419,746.6290855721381,0,37783.10425615311,13.0,28224000.0,1.0390625,31360.0,1.01,900.0
3.0,0.37177053,0.37212116,0.13016838,0.006497789954138471,0.0066968095,0.9038351699709892,3.1815364,0.0,0.012652719,1.0097966,96.4817,3.18202,0.018339733,0.11539646,247,4.468882e-13,21.04549,20.925438,0.00048335982,748.5454027167518,0,37937.00273656845,13.0,28339200.0,1.0234375,31488.0,1.0,900.0
3.0,0.38236183,0.3825848,0.13282529,0.006484414920022951,0.0063004135,0.9102089926600456,3.1894474,0.0,-0.030642157,1.0318223,98.15416,3.1960201,-0.025373565,0.1146421,248,4.5546406e-13,21.065022,20.763634,0.0065724915,747.004598786644,0,38091.21865463257,13.0,28454400.0,1.21875,31616.0,1.23,900.0
3.0,0.39438835,0.3991312,0.12378113,0.006443084796744756,0.006002347,0.917548730969429,3.17907,0.0,0.021618238,1.0706136,103.55325,3.1784792,0.026549973,0.11460785,249,4.411034e-13,20.768394,21.369923,-0.00059098494,742.2433685849959,0,38246.42381358147,13.0,28569600.0,1.1953125,31744.0,1.2,900.0
3.0,0.3971059,0.39623448,0.11487992,0.006444801222148142,0.005833612,0.922026053071022,3.1273553,0.0,0.05348165,1.0273966,100.60999,3.1275892,0.058287863,0.11064378,250,4.3738534e-13,20.470009,20.775167,0.00023444537,742.4411007914659,0,38401.58763718605,13.0,28684800.0,0.984375,31872.0,0.97,900.0
3.0,0.39545283,0.403539,0.139507,0.0065130588950153235,0.0062878877,0.9257202669978142,3.146762,0.0,0.04574606,1.0630423,97.34911,3.152106,0.050970905,0.10998176,251,4.61502e-13,20.840708,20.121279,0.005343759,750.3043847057653,0,38555.125324487686,13.0,28800000.0,1.1796875,32000.0,1.2,900.0
3.0,0.39372945,0.3967044,0.121479854,0.006450455205496854,0.0064536687,0.9185206294059753,3.1592891,0.0,-0.046545748,1.0203273,104.35094,3.1574628,-0.041112408,0.11323765,252,4.4425032e-13,20.679592,21.634003,-0.0018267614,743.0924396732375,0,38710.153143167496,13.0,28915200.0,1.109375,32128.0,1.12,900.0
3.0,0.3754661,0.38080883,0.15631402,0.006473035797449586,0.0064875158,0.9144579395651817,3.2090304,0.0,0.017333886,1.0422415,91.882034,3.2085633,0.02277916,0.11137734,253,4.5193572e-13,20.974455,20.079628,-0.00046726296,745.6937238661924,0,38864.64016151428,13.0,29030400.0,1.15625,32256.0,1.17,900.0
3.0,0.43009394,0.43502355,0.13672374,0.006440230064151574,0.0063892826,0.9284180104732513,3.204375,0.0,0.065485746,1.0368364,92.44243,3.2016044,0.07083819,0.11638973,254,4.649046e-13,20.995733,20.308178,-0.0027708798,741.9145033902613,0,39019.91411757469,13.0,29145600.0,0.9453125,32384.0,0.91,900.0
3.0,0.40278086,0.4048092,0.104124635,0.006422615936249625,0.0054471707,0.9213140606880188,3.2076235,0.0,-0.018489495,1.0249996,104.00057,3.203999,-0.014067323,0.113553084,255,4.608725e-13,20.870758,22.240866,-0.0036241927,739.8853558559568,0,39175.61391496658,13.0,29260800.0,0.875,32512.0,0.83,900.0
3.0,0.40147975,0.40472,0.10279215,0.0064389156187460335,0.006082891,0.9219690337777138,3.2249537,0.0,0.0019864293,1.0267155,107.21913,3.222716,0.0070426045,0.11305458,256,4.5555156e-13,21.01754,21.945984,-0.002237877,741.763079279543,0,39330.919568777084,13.0,29376000.0,1.015625,32640.0,0.98,900.0
3.0,0.38379353,0.3812551,0.10797573,0.00644748265602226,0.005480101,0.9115662723779678,3.2467802,0.0,-0.0052494155,0.9885428,102.69122,3.2373245,-0.0007578577,0.11337691,257,4.5522456e-13,20.962843,20.49087,-0.009455501,742.7500019737644,0,39486.01886153221,13.0,29491200.0,1.09375,32768.0,1.06,900.0
