#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567762882.8325727}
r,l,t
1.0,225,145.039207
3.0,225,276.354806
2.0,225,408.499527
3.0,225,540.129587
0.0,225,664.290548
2.0,225,797.230738
0.0,225,927.041812
1.0,225,1058.224307
0.0,225,1181.839104
0.0,225,1314.07746
0.0,225,1445.226617
0.0,225,1576.180359
2.0,225,1698.101809
0.0,225,1828.695358
3.0,225,1958.243912
1.0,225,2088.369006
1.0,225,2210.508275
2.0,225,2339.590027
2.0,225,2470.131212
0.0,225,2599.514377
0.0,225,2719.573093
3.0,225,2848.076128
0.0,225,2976.968063
2.0,225,3106.925177
0.0,225,3227.266713
2.0,225,3356.412945
0.0,225,3484.047848
3.0,225,3612.22531
2.0,225,3733.444932
1.0,225,3861.130956
2.0,225,3989.779187
1.0,225,4117.554087
0.0,225,4245.928355
3.0,225,4366.636238
2.0,225,4495.75975
3.0,225,4623.816073
0.0,225,4750.957268
0.0,225,4869.632757
1.0,225,4997.123155
0.0,225,5124.228072
2.0,225,5251.337802
2.0,225,5368.567898
2.0,225,5494.639792
2.0,225,5620.461981
1.0,225,5747.123388
11.0,225,5864.591558
2.0,225,5991.072488
3.0,225,6117.398983
2.0,225,6242.802437
2.0,225,6360.318484
2.0,225,6485.687619
2.0,225,6611.952351
2.0,225,6739.517421
2.0,225,6859.006922
0.0,225,6984.109291
1.0,225,7109.172091
0.0,225,7236.074073
2.0,225,7353.627529
2.0,225,7479.057125
2.0,225,7604.693768
2.0,225,7729.398605
3.0,225,7847.184587
2.0,225,7972.118859
2.0,225,8095.747181
1.0,225,8220.436581
1.0,225,8342.571789
2.0,225,8458.140177
3.0,225,8581.795292
2.0,225,8703.950102
0.0,225,8827.201359
2.0,225,8942.929588
2.0,225,9066.291742
2.0,225,9189.769075
2.0,225,9311.778345
2.0,225,9426.376389
2.0,225,9548.720109
1.0,225,9672.594703
2.0,225,9796.413835
12.0,225,9909.749693
2.0,225,10032.823181
2.0,225,10156.868985
2.0,225,10279.420353
2.0,225,10395.878023
12.0,225,10516.603076
3.0,225,10637.792978
3.0,225,10759.436583
2.0,225,10873.098442
2.0,225,10996.50382
2.0,225,11117.216908
2.0,225,11238.035551
0.0,225,11350.877947
3.0,225,11472.764025
2.0,225,11596.352339
0.0,225,11719.965559
0.0,225,11832.033575
3.0,225,11954.048151
0.0,225,12076.104806
0.0,225,12197.654031
2.0,225,12318.673834
0.0,225,12430.930116
2.0,225,12549.763798
0.0,225,12670.023329
2.0,225,12792.00907
2.0,225,12905.943126
3.0,225,13028.461687
2.0,225,13149.691774
0.0,225,13270.420585
0.0,225,13384.015123
2.0,225,13508.155788
0.0,225,13630.594549
2.0,225,13751.868171
0.0,225,13861.605496
3.0,225,13974.597849
2.0,225,14089.28933
2.0,225,14202.563177
2.0,225,14308.273592
2.0,225,14422.563609
2.0,225,14535.994668
2.0,225,14650.322172
2.0,225,14757.490409
2.0,225,14870.642078
3.0,225,14983.215223
2.0,225,15097.454668
2.0,225,15203.452741
2.0,225,15318.431446
2.0,225,15432.091696
3.0,225,15547.016688
3.0,225,15653.61131
3.0,225,15768.449194
0.0,225,15882.045104
2.0,225,15995.265892
2.0,225,16109.996557
2.0,225,16215.752401
2.0,225,16329.840808
0.0,225,16443.751527
2.0,225,16559.002345
0.0,225,16665.338183
3.0,225,16779.275773
3.0,225,16892.761793
3.0,225,17006.372087
2.0,225,17112.41552
2.0,225,17225.172096
2.0,225,17339.466038
2.0,225,17452.659933
0.0,225,17558.758712
2.0,225,17674.669235
2.0,225,17788.755056
3.0,225,17903.484202
3.0,225,18008.536088
2.0,225,18123.216412
2.0,225,18238.143445
2.0,225,18352.095077
0.0,225,18456.911493
2.0,225,18572.135668
2.0,225,18685.382483
3.0,225,18799.302011
2.0,225,18904.154697
0.0,225,19016.756296
2.0,225,19130.968371
0.0,225,19244.484496
0.0,225,19357.952637
1.0,225,19463.795872
3.0,225,19576.628024
2.0,225,19692.149764
2.0,225,19806.31245
2.0,225,19911.527795
2.0,225,20026.325114
2.0,225,20140.807224
2.0,225,20254.181848
2.0,225,20362.380464
0.0,225,20477.357408
2.0,225,20592.182082
1.0,225,20707.430733
2.0,225,20814.10324
3.0,225,20930.715935
0.0,225,21045.608253
2.0,225,21163.058697
2.0,225,21270.820841
2.0,225,21384.961694
2.0,225,21499.891172
