#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567762882.134146}
r,l,t
1.0,225,145.604153
2.0,225,276.839695
0.0,225,408.850793
1.0,225,540.69232
2.0,225,664.772493
2.0,225,797.523298
0.0,225,927.632991
0.0,225,1058.680216
3.0,225,1182.353452
3.0,225,1314.578538
1.0,225,1445.775605
3.0,225,1576.522504
0.0,225,1698.354429
1.0,225,1829.206538
1.0,225,1958.77584
2.0,225,2088.846113
3.0,225,2211.026271
3.0,225,2340.098478
3.0,225,2470.578462
2.0,225,2599.791227
2.0,225,2719.885309
2.0,225,2848.596954
3.0,225,2977.616884
2.0,225,3107.452841
0.0,225,3227.808614
2.0,225,3357.147047
2.0,225,3484.323364
2.0,225,3612.871341
0.0,225,3733.956233
3.0,225,3861.550971
2.0,225,3990.288796
2.0,225,4118.054489
0.0,225,4246.413091
3.0,225,4367.16639
2.0,225,4496.257558
2.0,225,4624.234633
1.0,225,4751.475013
0.0,225,4870.147063
2.0,225,4997.553973
2.0,225,5124.902133
2.0,225,5251.578651
1.0,225,5369.078933
0.0,225,5495.181236
0.0,225,5620.710604
2.0,225,5747.713789
2.0,225,5864.883619
13.0,225,5991.569665
2.0,225,6117.908899
2.0,225,6243.359629
2.0,225,6360.800092
3.0,225,6485.973735
2.0,225,6612.349018
0.0,225,6740.132461
2.0,225,6859.541749
0.0,225,6984.679134
1.0,225,7109.676052
2.0,225,7236.595608
2.0,225,7354.194754
2.0,225,7479.702306
2.0,225,7605.160128
2.0,225,7729.863805
0.0,225,7847.748593
1.0,225,7972.49731
0.0,225,8096.261243
2.0,225,8220.941424
2.0,225,8343.081688
2.0,225,8458.573917
2.0,225,8582.198641
1.0,225,8704.447354
2.0,225,8827.738206
1.0,225,8943.441447
1.0,225,9066.590664
2.0,225,9190.291995
3.0,225,9312.304217
2.0,225,9427.034732
2.0,225,9549.231882
2.0,225,9673.1157
2.0,225,9796.891246
2.0,225,9910.311707
2.0,225,10033.335365
3.0,225,10157.207778
0.0,225,10279.941457
2.0,225,10396.413956
2.0,225,10517.11854
2.0,225,10638.334496
0.0,225,10759.962771
2.0,225,10873.629649
3.0,225,10996.830913
0.0,225,11117.740997
2.0,225,11238.484292
2.0,225,11351.427282
3.0,225,11473.469697
2.0,225,11596.851855
3.0,225,11720.486003
1.0,225,11832.496778
2.0,225,11954.496697
2.0,225,12076.680459
2.0,225,12198.157144
2.0,225,12319.231032
0.0,225,12431.370865
2.0,225,12550.338538
2.0,225,12670.437364
2.0,225,12792.537519
2.0,225,12906.464233
3.0,225,13029.024035
2.0,225,13150.141988
2.0,225,13270.817374
2.0,225,13384.543808
2.0,225,13508.678981
1.0,225,13631.012293
2.0,225,13752.749274
2.0,225,13861.957904
2.0,225,13975.117039
2.0,225,14089.832119
2.0,225,14203.128794
3.0,225,14308.860477
2.0,225,14423.097097
2.0,225,14536.424586
2.0,225,14650.857373
3.0,225,14758.014458
2.0,225,14871.168244
0.0,225,14983.811897
2.0,225,15097.878065
2.0,225,15203.980712
3.0,225,15318.739614
3.0,225,15432.628704
2.0,225,15547.420426
3.0,225,15654.119309
2.0,225,15769.023832
2.0,225,15882.57402
2.0,225,15995.940704
2.0,225,16110.542919
2.0,225,16216.291656
3.0,225,16330.345077
2.0,225,16444.297234
4.0,225,16559.446462
2.0,225,16665.783776
2.0,225,16779.799253
2.0,225,16893.22947
2.0,225,17006.912362
2.0,225,17112.969997
2.0,225,17225.702081
2.0,225,17340.144932
2.0,225,17453.200468
2.0,225,17559.27025
2.0,225,17675.065745
2.0,225,17789.125884
2.0,225,17904.019451
2.0,225,18009.059619
2.0,225,18123.76514
2.0,225,18238.686243
2.0,225,18352.655772
