#{"env_id": "DeepmindLabNavMazeStatic01-v0", "t_start": 1567762882.7323823}
r,l,t
3.0,225,145.136371
2.0,225,276.423451
2.0,225,408.736321
3.0,225,540.206322
1.0,225,664.276972
2.0,225,797.116648
0.0,225,927.216773
0.0,225,1058.202164
0.0,225,1181.922185
3.0,225,1314.145173
2.0,225,1445.306542
0.0,225,1576.244422
3.0,225,1697.906187
0.0,225,1828.773436
3.0,225,1958.314694
3.0,225,2088.439847
12.0,225,2210.550594
3.0,225,2339.646125
0.0,225,2470.350718
0.0,225,2599.607444
3.0,225,2719.575647
0.0,225,2848.161335
10.0,225,2977.053301
1.0,225,3106.996018
1.0,225,3227.362327
2.0,225,3356.661099
3.0,225,3484.167266
2.0,225,3612.288118
0.0,225,3733.523299
0.0,225,3861.115988
2.0,225,3989.842992
3.0,225,4117.624684
1.0,225,4246.08694
2.0,225,4366.805469
1.0,225,4495.828835
1.0,225,4624.100204
3.0,225,4751.032583
2.0,225,4869.695862
1.0,225,4997.224048
2.0,225,5124.516316
2.0,225,5251.196475
2.0,225,5368.633122
1.0,225,5494.699883
2.0,225,5620.214696
1.0,225,5747.44386
3.0,225,5864.32885
1.0,225,5991.123013
2.0,225,6117.479501
1.0,225,6242.856333
2.0,225,6360.383961
1.0,225,6485.559192
0.0,225,6612.184309
2.0,225,6739.69855
2.0,225,6859.068045
1.0,225,6984.173133
0.0,225,7109.186385
3.0,225,7236.13299
2.0,225,7353.677541
2.0,225,7479.211486
1.0,225,7604.738765
2.0,225,7729.466598
1.0,225,7847.287127
3.0,225,7972.156669
0.0,225,8095.81547
3.0,225,8220.749319
0.0,225,8342.656065
2.0,225,8458.142326
0.0,225,8581.815559
0.0,225,8704.002823
2.0,225,8827.215947
3.0,225,8942.972817
2.0,225,9066.289495
4.0,225,9189.849119
2.0,225,9311.870523
1.0,225,9426.472385
2.0,225,9548.724396
2.0,225,9672.666115
2.0,225,9796.517143
2.0,225,9909.940347
2.0,225,10032.907196
2.0,225,10156.798737
2.0,225,10279.465503
2.0,225,10396.005616
3.0,225,10516.654914
0.0,225,10637.864513
0.0,225,10759.495997
2.0,225,10873.193997
2.0,225,10996.552311
0.0,225,11117.296983
2.0,225,11237.977295
2.0,225,11350.959017
2.0,225,11473.053491
2.0,225,11596.399605
2.0,225,11720.043352
2.0,225,11832.114044
2.0,225,11954.104818
2.0,225,12076.253563
3.0,225,12197.720397
2.0,225,12318.923351
2.0,225,12431.051315
3.0,225,12549.911227
2.0,225,12670.035109
2.0,225,12792.08507
2.0,225,12906.015073
2.0,225,13028.689557
3.0,225,13149.759858
2.0,225,13270.451494
2.0,225,13384.083236
0.0,225,13508.233928
2.0,225,13630.816783
2.0,225,13752.212425
0.0,225,13861.467248
2.0,225,13974.870626
0.0,225,14089.378365
2.0,225,14202.68693
2.0,225,14308.572304
2.0,225,14422.655009
13.0,225,14535.990136
0.0,225,14650.401954
2.0,225,14757.571787
2.0,225,14870.715108
2.0,225,14983.309491
2.0,225,15097.472902
0.0,225,15203.534648
2.0,225,15318.46428
2.0,225,15432.173477
0.0,225,15547.079418
2.0,225,15653.67706
2.0,225,15768.522702
2.0,225,15882.134612
3.0,225,15995.521449
12.0,225,16110.161267
2.0,225,16215.829234
2.0,225,16329.902593
3.0,225,16443.850227
0.0,225,16558.928486
3.0,225,16665.525928
2.0,225,16779.367256
2.0,225,16892.751437
2.0,225,17006.491643
2.0,225,17112.513662
3.0,225,17225.249986
3.0,225,17339.575451
3.0,225,17452.745756
0.0,225,17558.837239
2.0,225,17674.797362
0.0,225,17788.811568
2.0,225,17903.575286
2.0,225,18008.62002
4.0,225,18123.315706
2.0,225,18238.196519
2.0,225,18352.198713
0.0,225,18457.110934
2.0,225,18572.203147
2.0,225,18685.456246
2.0,225,18799.495853
3.0,225,18904.220649
0.0,225,19016.837312
2.0,225,19131.044928
2.0,225,19244.565164
2.0,225,19358.037901
3.0,225,19463.882865
2.0,225,19576.714274
2.0,225,19691.97252
2.0,225,19806.389294
2.0,225,19911.766645
1.0,225,20026.360286
2.0,225,20140.890051
3.0,225,20254.318635
2.0,225,20362.461887
2.0,225,20477.425176
2.0,225,20592.285305
2.0,225,20707.479435
3.0,225,20814.004091
2.0,225,20930.767783
2.0,225,21045.821187
2.0,225,21163.115881
0.0,225,21270.903572
3.0,225,21385.055085
3.0,225,21499.97398
3.0,225,21615.538834
2.0,225,21723.004248
2.0,225,21836.522352
3.0,225,21951.600985
2.0,225,22066.509846
2.0,225,22174.345195
2.0,225,22288.26828
1.0,225,22402.231292
0.0,225,22516.267549
3.0,225,22621.768367
2.0,225,22737.39677
2.0,225,22851.595427
0.0,225,22966.133105
3.0,225,23080.95949
2.0,225,23188.270805
2.0,225,23303.489742
2.0,225,23419.583467
2.0,225,23535.936059
2.0,225,23642.536714
2.0,225,23756.882661
2.0,225,23870.909781
2.0,225,23986.568185
2.0,225,24092.150398
0.0,225,24206.176554
2.0,225,24319.842075
0.0,225,24433.832315
2.0,225,24539.879629
2.0,225,24653.962881
2.0,225,24768.789249
2.0,225,24884.426227
2.0,225,24990.215991
3.0,225,25106.48673
3.0,225,25222.383465
2.0,225,25338.196002
1.0,225,25444.05499
2.0,225,25559.902774
2.0,225,25676.474016
2.0,225,25791.981789
2.0,225,25898.609934
2.0,225,26013.349223
2.0,225,26128.486995
3.0,225,26243.576193
2.0,225,26351.689062
2.0,225,26466.259595
3.0,225,26582.461692
2.0,225,26698.020693
2.0,225,26813.882578
2.0,225,26921.161325
3.0,225,27036.367174
2.0,225,27151.600247
2.0,225,27267.600752
0.0,225,27375.139638
4.0,225,27491.145378
2.0,225,27606.604787
2.0,225,27721.634526
2.0,225,27828.824327
2.0,225,27943.499117
0.0,225,28059.378146
2.0,225,28175.105761
2.0,225,28282.027669
2.0,225,28396.888551
2.0,225,28512.117053
3.0,225,28626.758783
2.0,225,28734.996639
0.0,225,28849.860861
0.0,225,28964.443139
2.0,225,29079.243144
2.0,225,29186.355057
2.0,225,29300.743571
1.0,225,29415.561337
2.0,225,29530.372528
2.0,225,29636.751757
2.0,225,29752.268139
2.0,225,29866.84626
2.0,225,29983.077146
0.0,225,30089.454675
2.0,225,30206.059461
2.0,225,30322.227352
3.0,225,30437.368506
0.0,225,30552.806514
3.0,225,30659.685115
3.0,225,30774.842131
2.0,225,30889.600075
2.0,225,31007.345597
3.0,225,31116.660845
2.0,225,31232.912652
2.0,225,31348.691215
1.0,225,31464.556911
2.0,225,31573.590468
2.0,225,31691.332793
2.0,225,31807.748354
2.0,225,31924.036396
2.0,225,32032.165628
0.0,225,32147.938045
2.0,225,32263.815742
2.0,225,32380.88154
0.0,225,32488.610688
3.0,225,32604.447479
2.0,225,32721.38389
2.0,225,32838.325679
3.0,225,32947.595975
0.0,225,33063.054504
2.0,225,33177.311646
2.0,225,33292.485868
3.0,225,33399.169731
2.0,225,33514.998697
0.0,225,33631.043597
2.0,225,33746.125288
2.0,225,33860.971445
3.0,225,33968.400296
2.0,225,34083.435674
0.0,225,34200.209972
2.0,225,34316.76595
0.0,225,34422.987364
4.0,225,34538.685588
2.0,225,34654.523233
3.0,225,34769.351254
2.0,225,34875.352207
3.0,225,34991.413647
0.0,225,35106.169196
2.0,225,35221.166483
2.0,225,35327.884135
2.0,225,35442.958154
